provider,hospital,hospcity,hospstate,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate
230059,St. Mary's Health Care,Grand Rapids,MI,23039,Grand Rapids,MI,236,Grand Rapids,MI
230060,West Shore Medical Center,Manistee,MI,23069,Manistee,MI,249,Traverse City,MI
230066,Hackley Hospital,Muskegon,MI,23081,Muskegon,MI,242,Muskegon,MI
230069,St. Joseph Mercy Livingston Hosp,Howell,MI,23051,Howell,MI,232,Ann Arbor,MI
230070,Covenant Medical Center,Saginaw,MI,23098,Saginaw,MI,246,Saginaw,MI
230072,Holland Hospital,Holland,MI,23050,Holland,MI,236,Grand Rapids,MI
230075,Battle Creek Health System,Battle Creek,MI,23009,Battle Creek,MI,238,Kalamazoo,MI
230077,St Mary's of Michigan,Saginaw,MI,23098,Saginaw,MI,246,Saginaw,MI
230078,Community Hospital,Watervliet,MI,23120,Watervliet,MI,248,St. Joseph,MI
230080,Central Michigan Community Hosp,Mount Pleasant,MI,23079,Mount Pleasant,MI,239,Lansing,MI
230081,Mercy Hospital Cadillac,Cadillac,MI,23013,Cadillac,MI,236,Grand Rapids,MI
230085,South Haven Community Hospital,South Haven,MI,23104,South Haven,MI,248,St. Joseph,MI
230089,Beaumont Hospital Grosse Pointe,Grosse Pointe,MI,23042,Grosse Pointe,MI,234,Detroit,MI
230092,Allegiance Health,Jackson,MI,23057,Jackson,MI,232,Ann Arbor,MI
230093,Mecosta County Medical Center,Big Rapids,MI,23012,Big Rapids,MI,236,Grand Rapids,MI
230095,West Branch Regional Med Ctr,West Branch,MI,23122,West Branch,MI,246,Saginaw,MI
230096,Sturgis Hospital,Sturgis,MI,23111,Sturgis,MI,238,Kalamazoo,MI
230097,Munson Medical Center,Traverse City,MI,23116,Traverse City,MI,249,Traverse City,MI
230099,Mercy Memorial Hospital System,Monroe,MI,23076,Monroe,MI,334,Toledo,OH
230100,St. Joseph Health System,Tawas City,MI,23112,Tawas City,MI,246,Saginaw,MI
230101,OSF St. Francis Hospital,Escanaba,MI,23029,Escanaba,MI,240,Marquette,MI
230104,Harper University Hospital,Detroit,MI,23026,Detroit,MI,234,Detroit,MI
230105,Northern MI Regional Health,Petoskey,MI,23088,Petoskey,MI,243,Petoskey,MI
230106,Gerber Memorial Health Services,Fremont,MI,23033,Fremont,MI,236,Grand Rapids,MI
230108,Portage Health System,Hancock,MI,23044,Hancock,MI,240,Marquette,MI
230110,Memorial Med Ctr of West MI,Ludington,MI,23067,Ludington,MI,242,Muskegon,MI
230117,Borgess Medical Center,Kalamazoo,MI,23058,Kalamazoo,MI,238,Kalamazoo,MI
230118,Huron Medical Center,Bad Axe,MI,23008,Bad Axe,MI,246,Saginaw,MI
230121,Memorial Healthcare,Owosso,MI,23086,Owosso,MI,239,Lansing,MI
230130,Beaumont Hospital - Royal Oak,Royal Oak,MI,23097,Royal Oak,MI,245,Royal Oak,MI
230132,Hurley Medical Center,Flint,MI,23031,Flint,MI,235,Flint,MI
230133,Otsego Memorial Hospital,Gaylord,MI,23035,Gaylord,MI,243,Petoskey,MI
230141,McLaren Regional Medical Center,Flint,MI,23031,Flint,MI,235,Flint,MI
230142,Oakwood Annapolis Hospital,Wayne,MI,23121,Wayne,MI,232,Ann Arbor,MI
230146,Henry Ford Wyandotte Hospital,Wyandotte,MI,23124,Wyandotte,MI,233,Dearborn,MI
230151,Botsford Hospital,Farmington Hills,MI,23030,Farmington Hills,MI,232,Ann Arbor,MI
230156,St. Joseph Mercy Hospital,Ann Arbor,MI,23007,Ann Arbor,MI,232,Ann Arbor,MI
230165,St. John Hosp & Med Ctr,Detroit,MI,23042,Grosse Pointe,MI,234,Detroit,MI
230167,Ingham Regional Medical Center,Lansing,MI,23062,Lansing,MI,239,Lansing,MI
230174,North Ottawa Community Hospital,Grand Haven,MI,23038,Grand Haven,MI,242,Muskegon,MI
230176,Oakwood Southshore Med Ctr,Trenton,MI,23117,Trenton,MI,233,Dearborn,MI
230180,MidMichigan Medical Center-Clare,Clare,MI,23021,Clare,MI,239,Lansing,MI
230193,Lapeer Regional Medical Center,Lapeer,MI,23063,Lapeer,MI,235,Flint,MI
230195,St. John Macomb Hospital,Warren,MI,23119,Warren,MI,234,Detroit,MI
230197,Genesys Regional Medical Center,Grand Blanc,MI,23031,Flint,MI,235,Flint,MI
230204,Henry Ford Macomb Hosp- Warren Campus,Warren,MI,23119,Warren,MI,234,Detroit,MI
230207,POH Medical Center,Pontiac,MI,23091,Pontiac,MI,244,Pontiac,MI
230208,Carson City Hospital,Carson City,MI,23015,Carson City,MI,239,Lansing,MI
230212,St. Joseph Mercy Saline Hospital,Saline,MI,23099,Saline,MI,232,Ann Arbor,MI
230216,Port Huron Hospital,Port Huron,MI,23092,Port Huron,MI,234,Detroit,MI
230217,Oaklawn Hospital,Marshall,MI,23073,Marshall,MI,238,Kalamazoo,MI
230222,MidMichigan Medical Center,Midland,MI,23074,Midland,MI,246,Saginaw,MI
230227,Mount Clemens Regional Med Ctr,Mount Clemens,MI,23078,Mount Clemens,MI,234,Detroit,MI
230230,Sparrow Hospital,Lansing,MI,23062,Lansing,MI,239,Lansing,MI
230236,Metro Health Hospital,Wyoming,MI,23039,Grand Rapids,MI,236,Grand Rapids,MI
230239,War Memorial Hospital,Sault Sainte Marie,MI,23101,Sault Ste Marie,MI,243,Petoskey,MI
230241,St. John River District Hospital,East China,MI,23106,St. Clair,MI,234,Detroit,MI
230244,Garden City Hospital,Garden City,MI,23034,Garden City,MI,233,Dearborn,MI
230254,Crittenton Hosp Med Ctr,Rochester,MI,23095,Rochester,MI,245,Royal Oak,MI
230259,Chelsea Community Hospital,Chelsea,MI,23020,Chelsea,MI,232,Ann Arbor,MI
230269,Beaumont Hospital - Troy,Troy,MI,23118,Troy,MI,245,Royal Oak,MI
230270,Oakwood Heritage Hospital,Taylor,MI,23113,Taylor,MI,233,Dearborn,MI
230273,Detroit Receiving Hospital,Detroit,MI,23026,Detroit,MI,234,Detroit,MI
230277,Huron Valley-Sinai Hospital,Commerce Township,MI,23075,Milford,MI,244,Pontiac,MI
230297,Karmanos Cancer Center,Detroit,MI,23026,Detroit,MI,234,Detroit,MI
231303,Schoolcraft Memorial Hospital,Manistique,MI,23070,Manistique,MI,240,Marquette,MI
231304,Helen Newberry Joy Hospital,Newberry,MI,23082,Newberry,MI,240,Marquette,MI
231305,St. Mary's of Michigan Hospital,Standish,MI,23110,Standish,MI,246,Saginaw,MI
231307,Baraga County Memorial Hospital,L' Anse,MI,23060,L'Anse,MI,240,Marquette,MI
231308,Munising Memorial Hospital,Munising,MI,23080,Munising,MI,240,Marquette,MI
231309,Aspirus Ontonagon Hospital,Ontonagon,MI,23085,Ontonagon,MI,240,Marquette,MI
231310,Scheurer Hospital,Pigeon,MI,23089,Pigeon,MI,246,Saginaw,MI
231311,Deckerville Community Hospital,Deckerville,MI,23025,Deckerville,MI,246,Saginaw,MI
231312,Sheridan Community Hospital,Sheridan,MI,23039,Grand Rapids,MI,236,Grand Rapids,MI
231313,Harbor Beach Community Hospital,Harbor Beach,MI,23045,Harbor Beach,MI,246,Saginaw,MI
231314,McKenzie Memorial Hospital,Sandusky,MI,23100,Sandusky,MI,246,Saginaw,MI
231315,Borgess-Lee Memorial Hospital,Dowagiac,MI,23027,Dowagiac,MI,238,Kalamazoo,MI
231316,Hills and Dales General Hospital,Cass City,MI,23016,Cass City,MI,246,Saginaw,MI
231317,Spectrum Health-Kelsey Campus,Lakeview,MI,23061,Lakeview,MI,236,Grand Rapids,MI
231318,Iron County Community Hospital,Iron River,MI,23054,Iron River,MI,240,Marquette,MI
231319,Keweenaw Memorial Medical Center,Laurium,MI,23064,Laurium,MI,240,Marquette,MI
231320,Hackley Lakeshore Hospital,Shelby,MI,23081,Muskegon,MI,242,Muskegon,MI
231321,Bell Hospital,Ishpeming,MI,23056,Ishpeming,MI,240,Marquette,MI
231322,Charlevoix Area Hospital,Charlevoix,MI,23017,Charlevoix,MI,243,Petoskey,MI
231323,Spectrum Health-Reed City,Reed City,MI,23094,Reed City,MI,236,Grand Rapids,MI
231324,Eaton Rapids Medical Center,Eaton Rapids,MI,23062,Lansing,MI,239,Lansing,MI
231325,MidMichigan Med Ctr-Gladwin,Gladwin,MI,23036,Gladwin,MI,246,Saginaw,MI
231326,Clinton Memorial Hospital,Saint Johns,MI,23108,St. Johns,MI,239,Lansing,MI
231327,Hayes-Green-Beach Memorial Hosp,Charlotte,MI,23018,Charlotte,MI,239,Lansing,MI
231328,Allegan General Hospital,Allegan,MI,23004,Allegan,MI,238,Kalamazoo,MI
231329,Caro Community Hospital,Caro,MI,23014,Caro,MI,246,Saginaw,MI
231330,Marlette Regional Hospital,Marlette,MI,23071,Marlette,MI,246,Saginaw,MI
231331,Ionia County Memorial Hospital,Ionia,MI,23052,Ionia,MI,236,Grand Rapids,MI
231332,LakeView Community Hospital,Paw Paw,MI,23087,Paw Paw,MI,238,Kalamazoo,MI
231333,Grand View Hospital,Ironwood,MI,23055,Ironwood,MI,250,Duluth,MN
231334,Herrick Medical Center,Tecumseh,MI,23114,Tecumseh,MI,232,Ann Arbor,MI
240001,North Memorial Health Care,Robbinsdale,MN,24100,Robbinsdale,MN,251,Minneapolis,MN
240002,St. Mary's Medical Center,Duluth,MN,24033,Duluth,MN,250,Duluth,MN
240004,Hennepin County Medical Center,Minneapolis,MN,24076,Minneapolis,MN,251,Minneapolis,MN
240006,Olmsted Medical Center,Rochester,MN,24101,Rochester,MN,253,Rochester,MN
240010,St. Mary's Hospital,Rochester,MN,24101,Rochester,MN,253,Rochester,MN
240014,Northfield Hospital,Northfield,MN,24086,Northfield,MN,251,Minneapolis,MN
240018,Fairview Red Wing Medical Center,Red Wing,MN,24098,Red Wing,MN,253,Rochester,MN
240019,Miller-Dwan Medical Center,Duluth,MN,24033,Duluth,MN,250,Duluth,MN
240020,Cambridge Medical Center,Cambridge,MN,24021,Cambridge,MN,251,Minneapolis,MN
240022,Worthington Regional Hospital,Worthington,MN,24138,Worthington,MN,371,Sioux Falls,SD
240030,Douglas County Hospital,Alexandria,MN,24006,Alexandria,MN,251,Minneapolis,MN
240036,St. Cloud Hospital,Saint Cloud,MN,24113,St. Cloud,MN,254,St. Cloud,MN
240038,United Hospital,Saint Paul,MN,24116,St. Paul,MN,256,St. Paul,MN
240040,Fairview Range Reg Health Svcs,Hibbing,MN,24055,Hibbing,MN,251,Minneapolis,MN
240043,Albert Lea Medical Center,Albert Lea,MN,24005,Albert Lea,MN,253,Rochester,MN
240044,Winona Health,Winona,MN,24137,Winona,MN,448,La Crosse,WI
240047,St. Luke's Hospital,Duluth,MN,24033,Duluth,MN,250,Duluth,MN
240050,Fairview Lakes Reg Health Care,Wyoming,MN,24076,Minneapolis,MN,251,Minneapolis,MN
240052,Lake Region Healthcare Corp.,Fergus Falls,MN,24040,Fergus Falls,MN,322,Fargo/Moorhead MN,ND
240053,Methodist Hospital,Saint Louis Park,MN,24115,St. Louis Park,MN,251,Minneapolis,MN
240056,Ridgeview Medical Center,Waconia,MN,24128,Waconia,MN,251,Minneapolis,MN
240057,Abbott Northwestern Hospital,Minneapolis,MN,24076,Minneapolis,MN,251,Minneapolis,MN
240059,Regina Medical Center,Hastings,MN,24052,Hastings,MN,256,St. Paul,MN
240061,Rochester Methodist Hospital,Rochester,MN,24101,Rochester,MN,253,Rochester,MN
240063,St. Joseph's Hospital,Saint Paul,MN,24116,St. Paul,MN,256,St. Paul,MN
240064,Grand Itasca Clinic & Hospital,Grand Rapids,MN,24047,Grand Rapids,MN,251,Minneapolis,MN
240066,Lakeview Hospital,Stillwater,MN,24120,Stillwater,MN,256,St. Paul,MN
240069,Owatonna Hospital,Owatonna,MN,24090,Owatonna,MN,253,Rochester,MN
240071,District One Hospital,Faribault,MN,24038,Faribault,MN,251,Minneapolis,MN
240075,St. Joseph's Medical Center,Brainerd,MN,24017,Brainerd,MN,251,Minneapolis,MN
240076,Buffalo Hospital,Buffalo,MN,24019,Buffalo,MN,251,Minneapolis,MN
240078,Fairview Southdale Hospital,Edina,MN,24076,Minneapolis,MN,251,Minneapolis,MN
240080,University of Minnesota Med Ctr,Minneapolis,MN,24076,Minneapolis,MN,251,Minneapolis,MN
240084,Virginia Regional Medical Center,Virginia,MN,24126,Virginia,MN,250,Duluth,MN
240088,Rice Memorial Hospital,Willmar,MN,24135,Willmar,MN,251,Minneapolis,MN
240093,Immanuel St. Joseph's Health,Mankato,MN,24071,Mankato,MN,251,Minneapolis,MN
240100,North Country Regional Hospital,Bemidji,MN,24013,Bemidji,MN,322,Fargo/Moorhead MN,ND
240101,St. Mary's Regional Health Ctr,Detroit Lakes,MN,24032,Detroit Lakes,MN,322,Fargo/Moorhead MN,ND
240104,St. Francis Regional Med Ctr,Shakopee,MN,24106,Shakopee,MN,251,Minneapolis,MN
240106,Regions Hospital,Saint Paul,MN,24116,St. Paul,MN,256,St. Paul,MN
240115,Mercy Hospital,Coon Rapids,MN,24076,Minneapolis,MN,251,Minneapolis,MN
240117,Austin Medical Center,Austin,MN,24010,Austin,MN,253,Rochester,MN
240132,Unity Hospital,Fridley,MN,24076,Minneapolis,MN,251,Minneapolis,MN
240141,Fairview Northland Health Svcs,Princeton,MN,24097,Princeton,MN,251,Minneapolis,MN
240166,Fairmont Medical Center,Fairmont,MN,24037,Fairmont,MN,251,Minneapolis,MN
240187,Hutchinson Area Health Care,Hutchinson,MN,24056,Hutchinson,MN,251,Minneapolis,MN
240207,Fairview Ridges Hospital,Burnsville,MN,24020,Burnsville,MN,251,Minneapolis,MN
240210,St. John's Hospital,Maplewood,MN,24072,Maplewood,MN,256,St. Paul,MN
240213,Woodwinds Health Campus,Woodbury,MN,24116,St. Paul,MN,256,St. Paul,MN
241301,LakeWood Health Center,Baudette,MN,24012,Baudette,MN,323,Grand Forks,ND
241303,Sanford Tracy Medical Center,Tracy,MN,24122,Tracy,MN,371,Sioux Falls,SD
241304,Wheaton Community Hospital,Wheaton,MN,24134,Wheaton,MN,251,Minneapolis,MN
241305,Riverwood HealthCare Center,Aitkin,MN,24003,Aitkin,MN,251,Minneapolis,MN
241306,RC Hospital and Clinics,Olivia,MN,24087,Olivia,MN,251,Minneapolis,MN
241309,Pine Medical Center,Sandstone,MN,24104,Sandstone,MN,251,Minneapolis,MN
241311,Sibley Medical Center,Arlington,MN,24008,Arlington,MN,251,Minneapolis,MN
241315,Sanford Jackson Medical Center,Jackson,MN,24059,Jackson,MN,371,Sioux Falls,SD
241316,Bigfork Valley Hospital,Bigfork,MN,24015,Bigfork,MN,251,Minneapolis,MN
241318,Ely-Bloomenson Community Hosp,Ely,MN,24035,Ely,MN,250,Duluth,MN
241319,Murray County Medical Center,Slayton,MN,24107,Slayton,MN,371,Sioux Falls,SD
241320,Riverview Healthcare Association,Crookston,MN,24028,Crookston,MN,323,Grand Forks,ND
241322,Falls Memorial Hospital,International Falls,MN,24057,International Falls,MN,251,Minneapolis,MN
241323,Madelia Community Hospital,Madelia,MN,24068,Madelia,MN,251,Minneapolis,MN
241325,Chippewa County-Montevideo Hosp,Montevideo,MN,24077,Montevideo,MN,251,Minneapolis,MN
241326,Long Prairie Mem Hosp & Home,Long Prairie,MN,24066,Long Prairie,MN,254,St. Cloud,MN
241327,Sleepy Eye Medical Center,Sleepy Eye,MN,24108,Sleepy Eye,MN,251,Minneapolis,MN
241328,Clearwater Health Services,Bagley,MN,24011,Bagley,MN,322,Fargo/Moorhead MN,ND
241329,Lakewood Health System,Staples,MN,24118,Staples,MN,254,St. Cloud,MN
241330,Melrose Area Hospital,Melrose,MN,24074,Melrose,MN,254,St. Cloud,MN
241331,Albany Area Hosp & Med Ctr,Albany,MN,24113,St. Cloud,MN,254,St. Cloud,MN
241332,Windom Area Hospital,Windom,MN,24136,Windom,MN,371,Sioux Falls,SD
241333,St. James Health Services,St James,MN,24114,St. James,MN,251,Minneapolis,MN
241334,St. Peter Community Hospital,St Peter,MN,24117,St. Peter,MN,251,Minneapolis,MN
241335,St. Elizabeth Medical Center,Wabasha,MN,24127,Wabasha,MN,253,Rochester,MN
241337,North Valley Health Center,Warren,MN,24130,Warren,MN,323,Grand Forks,ND
241338,Lake City Medical Center-Mayo,Lake City,MN,24061,Lake City,MN,253,Rochester,MN
241339,Hendricks Community Hospital,Hendricks,MN,24053,Hendricks,MN,371,Sioux Falls,SD
241340,White Community Hospital,Aurora,MN,24009,Aurora,MN,250,Duluth,MN
241342,Ortonville Area Health Services,Ortonville,MN,24089,Ortonville,MN,371,Sioux Falls,SD
241343,Granite Falls Municipal Hospital,Granite Falls,MN,24048,Granite Falls,MN,251,Minneapolis,MN
241344,LifeCare Medical Center,Roseau,MN,24102,Roseau,MN,323,Grand Forks,ND
241345,Waseca Medical Center,Waseca,MN,24131,Waseca,MN,251,Minneapolis,MN
241346,Cannon Falls Medical Center,Cannon Falls,MN,24023,Cannon Falls,MN,253,Rochester,MN
241347,Sanford Canby Medical Center,Canby,MN,24022,Canby,MN,371,Sioux Falls,SD
241348,Tyler Healthcare Center,Tyler,MN,24125,Tyler,MN,371,Sioux Falls,SD
241349,Paynesville Area Health System,Paynesville,MN,24093,Paynesville,MN,254,St. Cloud,MN
241350,Mercy Hosp & Health Care Center,Moose Lake,MN,24080,Moose Lake,MN,250,Duluth,MN
241351,Redwood Area Hospital,Redwood Falls,MN,24099,Redwood Falls,MN,251,Minneapolis,MN
241352,Springfield Medical Center,Springfield,MN,24112,Springfield,MN,251,Minneapolis,MN
241353,Cuyuna Regional Medical Center,Crosby,MN,24029,Crosby,MN,251,Minneapolis,MN
241354,Tri-County Hospital,Wadena,MN,24129,Wadena,MN,251,Minneapolis,MN
241355,Glencoe Regional Health Services,Glencoe,MN,24043,Glencoe,MN,251,Minneapolis,MN
241356,Mille Lacs Health System,Onamia,MN,24088,Onamia,MN,251,Minneapolis,MN
241357,First Care Medical Services,Fosston,MN,24042,Fosston,MN,322,Fargo/Moorhead MN,ND
241359,Avera Marshall Regional Med Ctr,Marshall,MN,24073,Marshall,MN,371,Sioux Falls,SD
241360,Deer River HealthCare Center,Deer River,MN,24031,Deer River,MN,251,Minneapolis,MN
241361,Queen of Peace Hospital,New Prague,MN,24084,New Prague,MN,251,Minneapolis,MN
241362,Monticello Big Lake Hospital,Monticello,MN,24078,Monticello,MN,251,Minneapolis,MN
241363,Stevens Community Medical Center,Morris,MN,24082,Morris,MN,251,Minneapolis,MN
241364,Community Memorial Hospital- Cloquet,Cloquet,MN,24025,Cloquet,MN,250,Duluth,MN
241365,Swift County-Benson Hospital,Benson,MN,24014,Benson,MN,254,St. Cloud,MN
241366,Meeker County Memorial Hospital,Litchfield,MN,24064,Litchfield,MN,251,Minneapolis,MN
241367,Kanabec Hospital,Mora,MN,24081,Mora,MN,251,Minneapolis,MN
241368,St Michael's Hosp & Nursing Hm,Sauk Centre,MN,24105,Sauk Centre,MN,254,St. Cloud,MN
241369,United Hospital District,Blue Earth,MN,24016,Blue Earth,MN,251,Minneapolis,MN
241370,St. Gabriel's Hospital,Little Falls,MN,24065,Little Falls,MN,251,Minneapolis,MN
241371,Sanford Hospital Luverne,Luverne,MN,24067,Luverne,MN,371,Sioux Falls,SD
241372,Madison Hospital,Madison,MN,24069,Madison,MN,371,Sioux Falls,SD
241373,Perham Memorial Hosp & Home,Perham,MN,24095,Perham,MN,322,Fargo/Moorhead MN,ND
241374,Pipestone County Medical Center,Pipestone,MN,24096,Pipestone,MN,371,Sioux Falls,SD
241376,Glacial Ridge Health System,Glenwood,MN,24044,Glenwood,MN,254,St. Cloud,MN
241377,St. Francis Healthcare Campus,Breckenridge,MN,24018,Breckenridge,MN,322,Fargo/Moorhead MN,ND
241378,New Ulm Medical Center,New Ulm,MN,24085,New Ulm,MN,251,Minneapolis,MN
241379,Eleah Medical Center,Elbow Lake,MN,24034,Elbow Lake,MN,322,Fargo/Moorhead MN,ND
241380,St. Joseph's Area Health Serv,Park Rapids,MN,24091,Park Rapids,MN,322,Fargo/Moorhead MN,ND
241381,MeritCare Thief River Falls,Thief River Falls,MN,24121,Thief River Falls,MN,322,Fargo/Moorhead MN,ND
260001,St. John's Regional Med Ctr,Joplin,MO,26040,Joplin,MO,267,Joplin,MO
260004,Cooper County Memorial Hospital,Boonville,MO,26021,Columbia,MO,264,Columbia,MO
260005,SSM St. Joseph Health Center,Saint Charles,MO,26080,St. Charles,MO,273,St. Louis,MO
260006,Heartland Regional Med Ctr,Saint Joseph,MO,26081,St. Joseph,MO,268,Kansas City,MO
260009,Bothwell Regional Health Center,Sedalia,MO,26076,Sedalia,MO,264,Columbia,MO
260011,St. Marys Health Center,Jefferson City,MO,26039,Jefferson City,MO,264,Columbia,MO
260015,Twin Rivers Regional Med Ctr,Kennett,MO,26042,Kennett,MO,18,Jonesboro,AR
260017,Phelps County Regional Med Ctr,Rolla,MO,26074,Rolla,MO,273,St. Louis,MO
260020,St. John's Mercy Medical Center,Saint Louis,MO,26082,St. Louis,MO,273,St. Louis,MO
260021,Forest Park Hospital,Saint Louis,MO,26082,St. Louis,MO,273,St. Louis,MO
260022,Northeast Regional Med Ctr,Kirksville,MO,26043,Kirksville,MO,264,Columbia,MO
260023,Jefferson Memorial Hospital,Crystal City,MO,26022,Crystal City,MO,273,St. Louis,MO
260024,Texas County Memorial Hospital,Houston,MO,26037,Houston,MO,270,Springfield,MO
260025,Hannibal Regional Hospital,Hannibal,MO,26033,Hannibal,MO,264,Columbia,MO
260027,Research Medical Center,Kansas City,MO,26041,Kansas City,MO,268,Kansas City,MO
260032,Barnes-Jewish Hospital,Saint Louis,MO,26082,St. Louis,MO,273,St. Louis,MO
260034,Bates County Memorial Hospital,Butler,MO,26011,Butler,MO,268,Kansas City,MO
260040,Lester E. Cox Medical Centers,Springfield,MO,26079,Springfield,MO,270,Springfield,MO
260047,Capital Region Medical Center,Jefferson City,MO,26039,Jefferson City,MO,264,Columbia,MO
260048,Truman Med Ctr-Hospital Hill,Kansas City,MO,26041,Kansas City,MO,268,Kansas City,MO
260050,St. Francis Hosp & Health Svcs,Maryville,MO,26057,Maryville,MO,268,Kansas City,MO
260052,St. John's Mercy Hospital,Washington,MO,26082,St. Louis,MO,273,St. Louis,MO
260057,Cameron Regional Medical Center,Cameron,MO,26012,Cameron,MO,268,Kansas City,MO
260059,St. John's Hospital - Lebanon,Lebanon,MO,26079,Springfield,MO,270,Springfield,MO
260061,Nevada Regional Medical Center,Nevada,MO,26065,Nevada,MO,267,Joplin,MO
260062,St. Luke's Northland Hospital,Kansas City,MO,26066,North Kansas City,MO,268,Kansas City,MO
260064,Audrain Medical Center,Mexico,MO,26059,Mexico,MO,264,Columbia,MO
260065,St. John's Hospital,Springfield,MO,26079,Springfield,MO,270,Springfield,MO
260068,Boone Hospital Center,Columbia,MO,26021,Columbia,MO,264,Columbia,MO
260070,Pemiscot Memorial Health System,Hayti,MO,26035,Hayti,MO,263,Cape Girardeau,MO
260074,Moberly Regional Medical Center,Moberly,MO,26021,Columbia,MO,264,Columbia,MO
260077,St. Anthony's Medical Center,Saint Louis,MO,26082,St. Louis,MO,273,St. Louis,MO
260078,Ozarks Medical Center,West Plains,MO,26093,West Plains,MO,270,Springfield,MO
260080,Ripley County Memorial Hospital,Doniphan,MO,26071,Poplar Bluff,MO,273,St. Louis,MO
260081,SSM St. Joseph Hosp of Kirkwood,Warson Woods,MO,26082,St. Louis,MO,273,St. Louis,MO
260085,St. Joseph Medical Center,Kansas City,MO,26041,Kansas City,MO,268,Kansas City,MO
260091,SSM St. Mary's Health Center,Richmond Heights,MO,26082,St. Louis,MO,273,St. Louis,MO
260094,Skaggs Community Health Center,Branson,MO,26009,Branson,MO,270,Springfield,MO
260095,Centerpoint Medical Center,Independence,MO,26038,Independence,MO,268,Kansas City,MO
260096,North Kansas City Hospital,North Kansas City,MO,26066,North Kansas City,MO,268,Kansas City,MO
260097,Western Missouri Medical Center,Warrensburg,MO,26091,Warrensburg,MO,268,Kansas City,MO
260102,Truman Medical Center-Lakewood,Kansas City,MO,26041,Kansas City,MO,268,Kansas City,MO
260104,SSM DePaul Health Center,Bridgeton,MO,26082,St. Louis,MO,273,St. Louis,MO
260105,St. Louis University Hospital,Saint Louis,MO,26082,St. Louis,MO,273,St. Louis,MO
260108,Missouri Baptist Medical Center,Town And Country,MO,26082,St. Louis,MO,273,St. Louis,MO
260110,Southeast Missouri Hospital,Cape Girardeau,MO,26013,Cape Girardeau,MO,263,Cape Girardeau,MO
260113,Missouri Delta Medical Center,Sikeston,MO,26077,Sikeston,MO,263,Cape Girardeau,MO
260115,Missouri Baptist Hosp-Sullivan,Sullivan,MO,26082,St. Louis,MO,273,St. Louis,MO
260116,Mineral Area Regional Med Ctr,Farmington,MO,26029,Farmington,MO,273,St. Louis,MO
260119,Poplar Bluff Regional Med Ctr,Poplar Bluff,MO,26071,Poplar Bluff,MO,273,St. Louis,MO
260137,Freeman Health System,Joplin,MO,26040,Joplin,MO,267,Joplin,MO
260138,St. Luke's Hospital,Kansas City,MO,26041,Kansas City,MO,268,Kansas City,MO
260141,University of MO Hosp & Clinic,Columbia,MO,26021,Columbia,MO,264,Columbia,MO
260142,Fitzgibbon Hospital,Marshall,MO,26056,Marshall,MO,264,Columbia,MO
260147,Sac-Osage Hospital,Osceola,MO,26068,Osceola,MO,268,Kansas City,MO
260160,Missouri Southern Healthcare,Dexter,MO,26023,Dexter,MO,263,Cape Girardeau,MO
260162,Barnes-Jewish West County Hosp,Creve Coeur,MO,26082,St. Louis,MO,273,St. Louis,MO
260163,Parkland Health Center,Farmington,MO,26029,Farmington,MO,273,St. Louis,MO
260175,Golden Valley Memorial Hospital,Clinton,MO,26020,Clinton,MO,268,Kansas City,MO
260176,Des Peres Hospital,Saint Louis,MO,26082,St. Louis,MO,273,St. Louis,MO
260177,Liberty Hospital,Liberty,MO,26050,Liberty,MO,268,Kansas City,MO
260178,Columbia Regional Hospital,Columbia,MO,26021,Columbia,MO,264,Columbia,MO
260179,St. Luke's Hospital,Chesterfield,MO,26082,St. Louis,MO,273,St. Louis,MO
260180,Christian Hospital,Saint Louis,MO,26082,St. Louis,MO,273,St. Louis,MO
260183,St. Francis Medical Center,Cape Girardeau,MO,26013,Cape Girardeau,MO,263,Cape Girardeau,MO
260186,Lake Regional Health System,Osage Beach,MO,26067,Osage Beach,MO,264,Columbia,MO
260190,Lee's Summit Medical Center,Lees Summit,MO,26048,Lees Summit,MO,268,Kansas City,MO
260191,Barnes-Jewish St. Peters Hosp,Saint Peters,MO,26082,St. Louis,MO,273,St. Louis,MO
260193,St. Mary's Medical Center,Blue Springs,MO,26005,Blue Springs,MO,268,Kansas City,MO
260195,Citizens Memorial Hospital,Bolivar,MO,26006,Bolivar,MO,270,Springfield,MO
260200,SSM St. Joseph Hospital West,Lake Saint Louis,MO,26045,Lake Saint Louis,MO,273,St. Louis,MO
260207,Ozarks Community Hospital,Springfield,MO,26079,Springfield,MO,270,Springfield,MO
260209,Callaway Community Hospital,Fulton,MO,26021,Columbia,MO,264,Columbia,MO
260210,St. Alexius Hospital,Saint Louis,MO,26082,St. Louis,MO,273,St. Louis,MO
260211,St. Luke's Cancer Institute,Kansas City,MO,26041,Kansas City,MO,268,Kansas City,MO
260214,Research Belton Hospital,Belton,MO,26041,Kansas City,MO,268,Kansas City,MO
260216,Saint Luke's East-Lee's Summit,Lees Summit,MO,26048,Lees Summit,MO,268,Kansas City,MO
261301,Ellett Memorial Hospital,Appleton City,MO,26002,Appleton City,MO,268,Kansas City,MO
261302,Madison Medical Center,Fredericktown,MO,26031,Fredericktown,MO,273,St. Louis,MO
261303,Community Hospital Association,Fairfax,MO,26028,Fairfax,MO,278,Omaha,NE
