PCSA,PCSA_L,PFIPS_ST,PCSA_ST,P_LAT,P_LON,P_POP_LAT,P_POP_LON,PAREA_SM,PP12HI2,PP12HI3,PP12HI4,PP12HI5,PP12HI6,PP12HI7,PP12HI8,PP12HI9,PP12HI10,PP12HI11,PP12HI12,PP12HI13,PP12HI14,PP12HI15,PP12HI16,PP12HI17,PP12HI18,PP12HI19,PP12HI20,PP12HI21,PP12HI22,PP12HI23,PP12HI24,PP12HI25,PP12HI26,PP12HI27,PP12HI28,PP12HI29,PP12HI30,PP12HI31,PP12HI32,PP12HI33,PP12HI34,PP12HI35,PP12HI36,PP12HI37,PP12HI38,PP12HI39,PP12HI40,PP12HI41,PP12HI42,PP12HI43,PP12HI44,PP12HI45,PP12HI46,PP12HI47,PP12HI48,PP12HI49,PP12II2,PP12II3,PP12II4,PP12II5,PP12II6,PP12II7,PP12II8,PP12II9,PP12II10,PP12II11,PP12II12,PP12II13,PP12II14,PP12II15,PP12II16,PP12II17,PP12II18,PP12II19,PP12II20,PP12II21,PP12II22,PP12II23,PP12II24,PP12II25,PP12II26,PP12II27,PP12II28,PP12II29,PP12II30,PP12II31,PP12II32,PP12II33,PP12II34,PP12II35,PP12II36,PP12II37,PP12II38,PP12II39,PP12II40,PP12II41,PP12II42,PP12II43,PP12II44,PP12II45,PP12II46,PP12II47,PP12II48,PP12II49,PH1I1,PH2I2,PH2I3,PH2I4,PH2I5,PH3I2,PH3I3,PH4I2,PH4I3,PH4I4,PH11I1,PH11I2,PH11I3,PH11I4,PAVGFAM,PDENSITY,PTT30,PTT3059,PTT60,PTT30PUB,PTT30OTH,PTT3059PUB,PTT3059OTH,PTT60PUB,PTT60OTH,PHHLI,PHHNLI,PPVTOT,PPV50,PPV5099,PPV100124,PPV125149,PPV150184,PPV185199,PPV200UP,PFPVTOT,PFBPV,PFBPV18,PFBPV5,PFBPV517,PMFBPV18,PMFBPV5,PMFBPV517,PFFBPV18,PFFBPV5,PFFBPV517,PCIVIL,PP42I1,PP42I2,PP42I3,PP42I4,PP42I5,PP42I6,PP42I7,PP42I8,PP42I9,PP42I10,PCVPOP18UP,PMCV1864,PMCV65UP,PFCV1864,PFCV65UP,PMVT1864,PMNVT1864,PMVT65UP,PMNVT65UP,PFVT1864,PFNVT1864,PFVT65UP,PFNVT65UP,PTOTOCH,POWNOCH,PRNTOCH,PMHI,PMHINA,PMHIIS,PPCINCOME,PPCINNA,PPCINIS,PMCR,PMVOWNH,PEDPOP,PBLHS,PSMHS,PHSG,PSMCLG,PCLG,PADD,PMEDPOP,PMBLHS,PMSMHS,PMHSG,PMSMCLG,PMCLG,PMADD,PFEDPOP,PFBLHS,PFSMHS,PFHSG,PFSMCLG,PFCLG,PFADD,PS_PREFA,PS_PREFB,PS_PREFC,PS_VISA,PS_VISB,PS_VISC,PF_NDX,VT_NDX
51510200201,VA01_ALEXANDRIA,51,VA,3.88217535275,-7.71016554988,3.88235054076,-7.71036767884,21.28,20028,1995,1371,1036,639,545,291,368,1219,2677,2578,2093,1581,1242,923,592,148,213,109,111,125,67,64,41,18003,1903,1232,951,603,452,210,251,1090,2316,2091,1654,1356,1106,908,693,198,221,132,152,193,123,88,80,44887,2875,1610,1106,709,404,170,193,1617,5068,5051,4292,3699,3465,3190,3135,1304,1828,946,1024,1136,783,641,641,48309,2684,1581,1020,718,336,125,203,2039,5908,5398,4128,3520,3221,3520,3717,1422,1964,1011,1149,1285,935,919,1506,92274,92274,92274,0,0,86777,5497,32588,6445,47744,187126,70712,11184,105230,3.0942,8888.7609,51964,43938,9165,3876,48088,13610,30328,4913,4252,25091,56233,176629,5797,9473,5811,4415,8094,3035,140004,39049,2588,715,188,298,181,67,102,1072,162,586,187588,2018,1085,400,68,617,0,933,471,0,462,144141,62074,6674,65495,9898,8904,53170,3931,2743,2109,63386,232,9666,81324,38532,42792,84973.193,39002.6082,17880.9182,50471.8743,15099.0946,24559.4435,1285.9274,493152.959,131703,7560,6563,17921,24152,39782,35725,63187,3794,3287,8130,11484,18020,18472,68516,3766,3276,9791,12668,21762,17253,8098,6704.3787,3483.6019,36486,30241,15974,0.4302,0.4378
51515050100,VA01_BEDFORD,51,VA,3.73587022644,-7.94822024285,3.7333396265,-7.94944743124,366.14,188,20,18,16,8,14,1,3,10,18,9,16,8,10,7,8,1,7,1,3,3,3,3,1,135,14,13,14,13,3,1,1,5,7,9,9,5,8,7,7,1,5,1,3,2,4,2,1,10359,522,560,615,415,260,119,109,281,414,549,603,689,884,889,816,311,453,267,350,488,368,211,186,11046,506,576,634,431,242,105,80,286,454,551,703,712,898,848,878,314,459,275,409,536,416,343,390,11645,3225,33,3192,8420,10431,1214,4831,3135,2465,24742,12944,6234,5564,2.902,68.9579,6927,3728,564,18,6909,0,3728,0,564,421,10084,24769,1716,1536,1643,1451,1600,1026,15797,7302,698,79,28,40,81,46,35,419,78,183,24942,506,306,93,23,190,0,200,0,0,200,19214,7411,1956,7589,2258,1191,6220,1013,943,84,7505,38,2220,10505,8054,2451,42317.7098,0,0,23597.4464,16945.7468,0,469.051,161019.8411,17401,856,2164,6517,4882,1929,1053,8470,547,1244,3074,2284,775,546,8931,309,920,3443,2598,1154,507,2615,2237.0288,1622.0743,12457,10761,8033,0.6203,0.6449
51540000302,VA00_CHARLOTTESVILLE,51,VA,3.79300314606,-7.84150772673,3.80144150685,-7.84560780487,774.11,4228,513,313,242,156,214,134,140,364,575,485,350,252,171,108,64,24,33,16,19,25,19,7,4,3694,450,321,236,128,222,142,140,310,416,351,280,209,151,104,63,22,34,28,21,26,16,17,7,53063,2738,2700,2808,1824,2088,1362,1410,2988,4264,3314,2995,3295,3653,3668,3471,1300,1830,971,1314,1718,1346,1104,902,58558,2560,2607,2742,1657,2575,1537,1598,3252,4390,3430,3109,3662,4003,4228,4019,1466,2000,1187,1562,2038,1739,1504,1693,64684,43523,39419,4104,21161,59081,5603,25215,10298,23568,141450,67363,20452,53635,3.0324,196.1357,50633,13362,2831,1820,48813,558,12804,310,2521,7361,50649,139392,10602,8166,4824,4573,5599,3136,102492,33896,2119,425,58,227,106,9,83,925,221,472,141889,10380,2764,1778,73,905,8,7616,7177,0,439,118610,47211,7895,52588,10916,5511,41700,4408,3487,572,52016,186,10730,58010,34829,23181,60562.9761,11895.3333,0,31967.3925,7078.3762,0,840.6949,330112.9834,94057,4665,5810,19777,20613,21798,21394,43505,2420,2546,9239,8607,9525,11168,50552,2245,3264,10538,12006,12273,10226,12895,18523.5053,11849.4712,63372,89255,58185,0.9189,0.9181
51550020906,VA01_CHESAPEAKE,51,VA,3.66710997478,-7.62940917293,3.67454704985,-7.62560575958,327.18,4823,593,476,438,269,194,93,79,328,488,413,389,313,263,216,91,38,35,20,18,34,15,15,5,4338,523,449,433,228,135,58,64,233,384,330,330,296,268,205,120,33,48,33,29,55,37,23,24,58397,3523,3725,4198,2768,1699,694,668,2152,3800,3507,3883,4489,5575,5158,3932,1303,1724,947,1190,1373,952,656,481,59309,3228,3659,3991,2524,1281,585,649,2187,3600,3594,4060,4501,5584,5112,4056,1358,1912,986,1313,1603,1380,1051,1095,73097,67891,67891,0,5206,69864,3233,42733,8038,19093,192663,126785,16912,48966,3.2487,600.2274,60053,31614,3024,210,59843,248,31366,401,2623,6951,61800,187709,6195,6557,4159,5974,9060,3573,152191,51724,2642,376,76,174,86,19,38,1525,291,592,192818,3721,3258,2549,59,650,0,463,0,308,155,136034,54870,7795,62592,10777,16294,38576,4952,2843,3037,59555,181,10596,68751,51039,17712,69532.3435,16857.6949,0,28948.0652,12879.918,0,880.6931,282287.2705,123983,3349,10041,34283,42087,21748,12475,58515,1681,5143,16343,19574,10093,5681,65468,1668,4898,17940,22513,11655,6794,12761,11010.3867,7107.1802,70691,61464,40953,0.5569,0.5793
51550021602,VA02_CHESAPEAKE,51,VA,3.68602151606,-7.6411982574,3.68379944724,-7.63849491595,76.5,2647,322,263,230,113,80,63,54,183,320,290,182,167,130,101,62,15,17,10,12,11,10,5,7,2371,308,255,201,87,61,54,38,131,254,212,178,140,153,90,56,27,28,17,14,21,19,16,11,36162,2193,2161,2119,1302,837,446,465,1507,2490,2314,2433,2472,2915,2862,2570,948,1368,738,896,1156,827,611,532,36911,2109,2016,1860,1187,708,383,373,1336,2415,2327,2296,2520,2846,2907,2707,1017,1490,826,1021,1375,1089,974,1129,63129,62777,62777,0,352,58737,4392,31168,7557,20012,151868,86935,14803,50130,3.1803,2031.0036,45965,20433,3944,424,45541,253,20180,386,3558,4145,53897,150799,6376,11251,5361,6302,10076,4409,107024,40362,3799,301,76,118,247,144,47,2556,806,1105,152173,3513,2621,1842,218,534,27,892,0,587,305,109729,42365,7397,49006,10961,11113,31252,4779,2618,2283,46723,116,10845,58042,39645,18397,56476.4426,42524.0351,0,26027.4598,18130.0524,0,722.1022,237952.4757,100070,4754,10118,28269,32526,15573,8830,46268,2402,4725,13805,14372,6977,3987,53802,2352,5393,14464,18154,8596,4843,12258,12609.6953,9492.332,62039,64078,48543,0.7744,0.7825
51570830200,VA00_COLONIAL HEIGHTS,51,VA,3.72624206646,-7.74468085286,3.72651898547,-7.74272505029,21.62,443,52,45,40,24,22,16,12,31,48,33,20,27,18,25,7,3,7,4,4,1,3,0,1,408,51,30,36,23,44,16,10,24,37,26,26,21,26,11,7,5,2,1,1,5,3,1,2,5249,298,299,322,214,146,69,57,188,339,313,326,323,453,417,348,117,213,113,114,189,171,117,103,5702,292,252,297,183,119,53,60,167,351,294,358,353,439,440,360,151,211,101,166,265,242,233,315,8446,7918,7918,0,528,7793,653,3865,1253,2675,19701,10487,2386,6828,3.1471,1046.5612,5902,2935,213,42,5860,28,2907,15,198,718,6684,18581,738,940,769,1152,1349,417,13216,4958,343,25,0,6,40,0,34,242,77,125,19715,2928,173,0,5,168,0,2755,2741,0,14,16861,6208,1061,7969,1623,1153,5055,663,398,261,7708,12,1611,7402,5026,2376,50881.3638,0,0,21489.2371,0,0,725.2639,174208.0183,12756,555,1418,4848,3666,1373,896,5827,269,690,2233,1639,661,335,6929,286,728,2615,2027,712,561,1860,2771.392,532.5787,9047,14263,2769,0.2863,0.3061
51590000800,VA00_DANVILLE,51,VA,3.66450691131,-7.9401887609,3.66152618745,-7.94134000632,404.38,1207,150,124,98,47,34,22,30,80,151,103,113,82,46,44,35,9,6,6,7,8,7,4,1,1002,140,143,101,56,31,15,13,37,87,93,86,55,34,32,22,6,8,8,8,10,6,3,8,23686,1086,1324,1422,835,546,291,249,741,1233,1175,1385,1542,1813,1973,1921,776,1057,585,810,1033,849,596,444,25826,1222,1267,1278,745,478,247,252,682,1293,1224,1412,1494,1884,2132,2024,781,1219,685,934,1294,1110,1050,1119,39767,25114,0,25114,14653,34109,5658,13027,8988,12094,79208,34242,17448,27518,2.9571,199.7286,25997,5286,1840,312,25685,155,5131,42,1798,1513,33603,79911,5583,9960,4790,5413,5738,2991,45436,23180,3654,657,115,332,215,67,113,2024,518,1019,79372,1558,1028,406,64,558,0,530,366,0,164,63867,24176,5637,25660,8394,4390,19786,3056,2581,427,25233,76,8318,35116,22855,12261,35833.0349,77813,1249.5,19886.0231,9275.3827,0,380.0817,101733.4938,56842,5000,8029,18263,16832,5695,3023,26153,2466,3782,9014,7259,2341,1291,30689,2534,4247,9249,9573,3354,1732,8583,9323.1432,7505.9856,39625,44520,34847,0.8745,0.8794
51595890200,VA00_EMPORIA,51,VA,3.6807719166,-7.74349751148,3.67814863757,-7.75178325663,771.49,394,31,36,20,12,13,11,13,27,53,62,44,28,11,16,7,1,1,2,1,0,2,1,2,221,34,24,14,14,7,0,4,10,30,22,18,7,12,8,4,3,2,2,0,0,3,3,0,5994,196,217,233,120,84,60,59,269,503,471,453,530,609,533,463,155,218,128,178,186,149,101,79,4433,191,226,204,133,73,34,41,111,222,225,275,274,331,385,304,129,200,110,146,256,203,182,178,10180,3015,0,3015,7165,8837,1343,3186,2501,3150,21409,8406,5129,7874,3.0562,38.4513,6943,2248,725,0,6943,2,2246,0,725,371,8163,23601,1924,3061,1773,1199,1540,697,13407,5401,722,111,0,20,36,20,16,424,142,125,21431,8256,7911,7657,28,226,0,345,323,0,22,24375,13242,1418,7522,2193,1573,11669,547,871,114,7408,21,2172,8534,5648,2886,36270.2189,0,0,16661.2221,0,0,421.7186,104533.711,20589,2475,4279,8092,3964,1085,694,12178,1677,2993,4931,1826,401,350,8411,798,1286,3161,2138,684,344,2159,2144.7061,1553.21,11987,12039,8811,0.7194,0.735
51610500300,VA04_FALLS CHURCH,51,VA,3.88843327398,-7.71745468393,3.88836888805,-7.71739244783,2,516,46,54,47,27,20,5,8,16,52,52,34,38,42,26,25,3,9,3,2,2,4,0,1,593,44,43,45,32,17,6,6,22,65,51,52,29,39,44,34,4,18,4,8,10,9,5,6,4532,255,321,320,196,79,24,13,146,300,284,318,324,393,397,388,150,159,72,95,106,72,52,68,4561,247,278,302,165,57,15,23,155,284,273,283,368,400,394,420,133,169,83,101,129,83,68,131,5489,5489,5489,0,0,5101,388,2426,541,2134,12290,6715,1028,4547,3.125,6169.7674,3375,2090,267,66,3309,839,1251,160,107,1251,3455,11444,351,195,81,210,158,215,10234,2930,90,0,0,0,0,0,0,49,33,16,12324,42,8,0,8,0,0,34,0,0,34,8604,3470,534,3851,749,462,3008,295,239,24,3827,23,726,4706,3006,1700,109185.1572,0,0,55389.3191,0,0,1374.7147,653545.7751,7737,221,114,878,1034,2347,3143,3627,86,58,265,371,1160,1687,4110,135,56,613,663,1187,1456,700,1198.6465,149.1294,3245,5142,760,0.213,0.2342
51620090200,VA00_FRANKLIN,51,VA,3.67135764337,-7.70561153539,3.67044752962,-7.69942693033,737.73,200,17,25,34,20,6,3,3,4,11,11,15,10,13,7,5,2,1,1,3,5,2,1,1,222,20,29,28,8,8,1,3,7,13,20,14,19,11,10,10,3,2,3,2,4,3,2,2,9281,454,521,544,350,199,91,89,293,447,499,517,628,887,883,798,246,415,205,263,384,261,174,133,9177,412,493,525,378,190,65,70,250,449,489,555,649,768,812,726,262,361,201,302,421,300,228,271,13865,4170,0,4170,9695,12536,1329,5616,2970,3950,31194,15724,5861,9609,3.0532,44.6584,7863,4119,2010,23,7840,6,4113,13,1997,407,11842,31300,2152,3133,1234,1865,2003,1000,19913,8670,1145,153,51,58,104,0,88,566,84,241,31274,1752,1672,1466,0,206,0,80,0,0,80,25480,10330,2232,10106,2812,2121,8209,1051,1181,305,9801,69,2743,12249,8395,3854,45872.3048,25428.6154,0,21287.4509,13336.2875,0,513.9598,160878.3085,22875,2357,3260,7588,6456,2265,949,11101,1361,1622,3888,2921,906,403,11774,996,1638,3700,3535,1359,546,3269,2693.8819,2138.804,16092,13457,10789,0.6543,0.6705
51630000200,VA00_FREDERICKSBURG,51,VA,3.8245880022,-7.75593201254,3.82778563403,-7.75175660659,555.41,7849,966,809,678,444,254,136,128,419,847,703,695,522,450,341,189,59,50,30,38,49,23,9,10,7679,895,822,707,471,251,128,129,397,669,665,603,590,463,308,191,62,64,39,64,69,42,32,18,70337,4243,4867,5323,3403,2012,980,928,2605,4093,4116,4731,5439,6147,5521,4512,1600,2321,1221,1524,1895,1340,882,634,73941,3976,4692,4968,3188,2260,1084,1141,2818,4447,4345,4939,5688,6261,5497,4778,1700,2465,1286,1778,2150,1659,1376,1445,75874,53265,52950,315,22609,70800,5074,43123,8718,18959,199609,131380,17968,50261,3.3516,365.6044,46255,23081,21983,295,45960,260,22821,3289,18694,8356,60615,193886,7005,7979,4282,5490,8412,3724,156994,51344,2837,514,102,243,328,71,109,1457,402,677,199920,3452,812,81,25,706,0,2640,2329,0,311,141030,58177,8100,63756,10997,13812,44365,5054,3046,2652,61104,138,10859,68971,50972,17999,75156.7559,36291.1931,15778.9286,31451.7389,15457.9596,1682.8618,947.2818,319746.3941,123916,4145,9978,36667,34907,23643,14576,59394,2100,5287,17503,15601,10584,8319,64522,2045,4691,19164,19306,13059,6257,12376,13199.8346,9991.7958,57680,61778,46453,0.8074,0.8054
51640070102,VA00_GALAX,51,VA,3.67238684286,-8.08566458811,3.67026832372,-8.08690071108,424.03,918,130,96,87,40,40,16,18,48,89,85,89,56,43,33,19,4,7,3,3,3,6,2,1,854,129,114,105,51,41,6,13,37,74,70,49,52,42,24,14,6,2,4,5,6,5,3,2,15734,784,820,999,635,352,147,137,447,758,799,1041,1166,1226,1225,1286,464,668,359,581,718,553,331,238,16636,750,874,889,580,331,193,136,452,796,800,1046,1075,1215,1260,1321,455,766,435,608,855,691,564,544,18188,3244,0,3244,14944,14927,3261,5703,5354,3870,34593,15195,10529,8869,2.8822,83.0479,10204,3098,992,52,10152,3,3095,0,992,948,14502,34301,1945,4621,2693,2258,2553,1131,19100,9871,1266,306,115,147,46,0,25,572,103,392,34904,622,311,0,31,240,40,311,0,0,311,27955,10436,2794,10805,3920,1881,8555,1493,1301,67,10738,57,3863,15450,11511,3939,33132.5481,27466,0,18739.0728,10728.5405,0,371.5897,90887.5858,25748,3290,3601,9183,6768,1921,985,12306,1593,1499,4724,2961,1029,500,13442,1697,2102,4459,3807,892,485,4785,4800.4318,3498.7674,26570,26076,19142,0.7312,0.7204
51650010313,VA00_HAMPTON,51,VA,3.70294790201,-7.63698949195,3.70386530686,-7.63788973098,61.76,3956,524,439,324,180,131,109,81,304,427,336,252,207,202,184,85,27,34,19,15,28,24,13,11,4074,492,406,337,186,180,80,91,276,456,322,271,220,218,190,110,23,50,28,22,50,35,15,16,34549,2018,1847,1754,1179,800,561,582,2047,2941,2155,1964,2173,2988,2965,2365,838,1116,597,769,1039,878,577,396,34187,1964,1662,1670,1115,683,410,487,1649,2689,2028,1888,2210,2925,2777,2329,791,1173,643,899,1314,1147,852,882,77427,77275,77275,0,152,71072,6355,29725,8835,32512,174315,78590,17262,78463,3.1285,2911.6432,59870,18619,3382,880,58990,1046,17573,746,2636,6009,63697,176746,11521,14801,6537,7866,11666,6425,117930,44141,5144,570,102,323,141,45,71,3776,732,1978,175024,5520,1488,767,196,516,9,4032,2291,1032,709,129815,49995,8240,59614,11966,15090,34905,5286,2954,5134,54480,79,11887,69706,38715,30991,48589.2165,25204.9853,0,23064.8433,13318.9449,0,714.7954,196954.0437,113952,3965,10809,34960,40051,15127,9040,52509,1944,4776,16561,17835,6854,4539,61443,2021,6033,18399,22216,8273,4501,12098,10531.1647,8266.6575,57989,50215,39422,0.6833,0.6798
51660000205,VA00_HARRISONBURG,51,VA,3.84692557148,-7.89032065846,3.84379583616,-7.88673957583,217.87,4824,559,502,384,224,220,128,124,372,512,466,406,316,251,154,95,27,27,11,15,15,8,4,4,4395,582,461,356,199,244,145,124,277,439,427,323,282,202,124,75,27,34,14,15,16,12,8,9,24782,1080,1043,992,649,2312,1502,1585,2181,1761,1301,1093,1170,1338,1381,1358,498,648,365,491,664,513,462,395,28553,1023,975,985,583,3599,2238,2100,2430,1513,1169,1117,1168,1383,1545,1441,495,721,390,574,815,707,769,813,25742,20298,20298,0,5444,23671,2071,7833,3881,11957,61342,22468,7963,30911,3.1705,317.5003,24234,2870,952,161,24073,26,2844,95,857,4183,18819,58100,9635,4727,2829,3015,5007,1748,31139,12958,1132,333,115,65,65,34,31,498,139,237,61578,7831,918,391,0,527,0,6913,6677,0,236,55009,22681,2830,25440,4058,1606,21075,1274,1556,189,25251,67,3991,23002,11692,11310,43173.8091,0,0,19714.6958,0,0,712.9549,212868.209,34084,3509,3771,9401,6854,6264,4285,16448,1659,2226,4400,3202,2742,2219,17636,1850,1545,5001,3652,3522,2066,4449,6574.4244,3274.6108,21738,32513,16283,0.736,0.7491
51670820300,VA00_HOPEWELL,51,VA,3.7244479585,-7.72260737741,3.72762279865,-7.73210389231,247.28,2473,232,238,201,108,78,37,34,133,286,277,233,195,146,113,67,17,22,6,14,17,7,8,4,2083,256,230,209,101,71,38,18,122,205,201,134,125,140,86,53,16,24,8,12,15,9,4,6,23715,1221,1370,1506,865,570,261,252,819,1512,1385,1575,1742,2071,1957,1671,669,935,491,683,834,640,409,277,24290,1199,1400,1396,970,517,217,255,827,1398,1306,1476,1640,1983,1874,1727,642,978,575,713,1034,808,731,624,30978,25305,25305,0,5673,28530,2448,13760,5444,9326,74053,38417,10725,24911,3.1416,319.7314,23407,8176,990,597,22810,24,8152,0,990,2197,24955,71880,3309,3988,2294,3136,4327,2778,52048,19034,1234,218,10,113,12,0,12,678,68,333,74065,5009,4750,4495,18,237,0,259,0,247,12,55431,23396,3851,22746,5438,5215,18181,2441,1410,1066,21680,84,5354,27152,18214,8938,57284.5459,32710.9545,0,25342.3218,11209.2412,31989.8992,720.8864,193716.663,50969,2264,5747,18511,14940,6179,3328,25246,1158,2862,9234,7372,2857,1763,25723,1106,2885,9277,7568,3322,1565,6377,6131.5104,3637.55,29482,26905,16055,0.5704,0.5446
51678930500,VA00_LEXINGTON,51,VA,3.78135590059,-7.94465494983,3.77762902663,-7.94170108783,606.76,356,26,22,24,11,32,22,25,36,29,29,24,20,13,17,9,1,1,0,2,3,7,2,1,314,27,26,29,18,31,13,18,21,20,19,15,11,26,5,7,2,3,4,5,6,5,0,3,16317,718,777,843,505,1007,548,572,843,793,715,787,917,1032,1140,1142,493,653,368,523,748,534,364,295,16387,727,755,801,502,691,359,368,591,799,749,799,988,1097,1207,1200,474,732,416,575,815,659,521,562,16634,6250,0,6250,10384,14395,2239,5906,4147,4342,32857,15412,7970,9475,2.8678,59.33,11512,2771,565,6,11506,0,2771,14,551,664,13509,33196,1892,3590,1522,1486,2586,1545,20575,9368,960,329,120,141,150,40,110,206,24,79,32895,3142,268,88,0,180,0,2874,1438,1398,38,29151,11706,2938,10869,3638,1614,10092,1643,1295,226,10643,54,3584,14173,9984,4189,42519.7617,0,2499,21564.8282,7546.2115,14514.3689,498.1592,184880.8494,23387,2218,2795,7749,5083,3327,2215,10973,1288,1243,3836,1816,1527,1263,12414,930,1552,3913,3267,1800,952,4171,3751.372,3517.995,20365,18359,17164,0.8434,0.8428
51680000300,VA00_LYNCHBURG,51,VA,3.73262065185,-7.91502197394,3.73682474081,-7.91862791771,327.09,1686,169,115,102,71,123,75,71,145,195,167,112,99,75,54,45,9,13,7,7,21,3,4,4,1466,162,88,84,64,142,92,72,127,153,105,76,88,45,50,35,9,16,8,13,6,13,8,10,40743,2115,2093,2137,1418,2245,1335,1199,2464,2747,2178,2262,2355,2674,2863,2509,925,1382,786,1040,1393,1162,803,658,44515,1986,1963,2092,1311,2812,1601,1319,2532,2660,2209,2239,2382,2815,2973,2762,1078,1633,913,1165,1734,1469,1326,1541,51313,38566,38566,0,12747,46298,5015,19143,9598,17557,109418,51630,18731,39057,3.0113,367.9359,42955,6074,1772,361,42594,336,5738,370,1402,2782,42369,108521,9870,9949,4714,5331,7851,2411,68395,28408,3458,785,208,438,214,75,40,1678,318,859,109642,10931,2240,1233,78,863,66,8691,8467,0,224,92659,36279,6625,39753,10002,5549,30730,3949,2676,394,39359,144,9858,45151,29421,15730,43719.6978,22942.9904,0,22636.22,13879.8033,0,515.9758,144669.1921,72872,4518,7143,22340,20326,11945,6600,33606,2078,3331,10232,9449,5127,3389,39266,2440,3812,12108,10877,6818,3211,10684,13180.5425,8556.0421,48165,60246,38691,0.8008,0.8033
51683910100,VA00_MANASSAS,51,VA,3.8743936034,-7.7531061127,3.87566930738,-7.74987354941,161.87,21939,2554,2261,1888,1043,629,318,333,1179,2320,2445,2149,1763,1221,805,477,130,128,72,66,79,31,21,27,19652,2463,2138,1784,948,564,263,258,952,1916,2094,1870,1482,1101,676,455,147,137,80,80,99,63,44,38,45131,2909,3244,3347,1938,1102,416,444,1554,3024,2853,3270,3852,4355,3788,2922,1055,1349,698,862,976,580,359,234,45016,2812,2988,3083,1886,900,399,420,1563,2916,2868,3352,3837,4278,3631,2868,1024,1391,712,936,1067,791,588,706,56541,53181,53181,0,3360,54016,2525,34025,3915,16076,167811,109681,8899,49231,3.6652,1044.9217,33356,27915,18293,191,33165,341,27574,2929,15364,15751,35601,156447,5924,5390,2852,4697,7641,2849,127094,38833,2143,699,99,286,112,0,95,1023,166,408,167960,1326,1177,842,53,282,0,149,0,0,149,110856,51459,4123,49904,5370,8185,43274,2174,1949,1385,48519,94,5276,51352,37022,14330,89497.6967,45670.3524,0,33391.2144,19864.3011,5270.8995,1156.6031,392089.301,98538,8614,6723,23926,26011,20854,12410,49507,4937,3660,11983,11926,10175,6826,49031,3677,3063,11943,14085,10679,5584,5824,5159.8973,3508.5946,26833,23484,16142,0.6024,0.6016
51690000300,VA00_MARTINSVILLE,51,VA,3.66966203064,-7.98924737801,3.66943312099,-7.99032210374,334.69,1588,197,203,154,69,53,18,21,114,159,172,128,115,66,48,26,9,12,3,3,10,2,5,1,1326,210,185,144,64,26,22,16,61,138,130,93,81,54,38,24,4,14,1,5,5,2,7,2,20194,962,1073,1119,713,390,191,178,587,915,982,1165,1419,1661,1698,1484,603,871,544,779,1131,761,569,399,22377,901,959,1067,706,379,187,184,616,1041,977,1209,1512,1732,1759,1662,688,1014,629,938,1299,1094,925,899,31461,17479,0,17479,13982,27503,3958,10465,8744,8294,62920,27365,17279,18276,2.9087,190.7989,19778,4176,1421,74,19704,39,4137,0,1421,1382,25763,63546,4577,7105,4970,4096,5529,2092,35177,18040,2667,316,103,66,215,76,122,1523,361,699,63033,938,825,443,0,382,0,113,0,0,113,51063,18604,5095,20194,7170,2966,15638,2658,2437,224,19970,86,7084,27145,19550,7595,34697.6729,0,0,19446.8387,2744,0,376.7352,95687.6419,46235,5088,7006,15011,12951,4046,2133,21358,2700,3407,7058,5303,1853,1037,24877,2388,3599,7953,7648,2193,1096,7351,6523.0816,5528.7071,35452,31409,26681,0.7521,0.7526
51700031901,VA03_NEWPORT NEWS,51,VA,3.70608066797,-7.65269019972,3.70760818719,-7.65019572375,6.8,363,44,30,31,12,32,20,12,23,40,29,12,14,19,17,8,1,3,1,1,7,1,2,4,384,38,29,24,14,43,25,8,21,29,23,23,17,29,20,13,4,3,2,5,5,6,3,0,7521,292,267,408,285,614,333,286,432,391,278,324,365,564,552,510,197,265,167,200,246,228,157,160,8412,251,318,368,277,866,432,364,406,362,274,342,448,555,568,550,213,299,186,198,291,316,265,263,8040,8040,8040,0,0,7649,391,3455,1356,2838,17895,9172,2515,6208,2.9146,3040.8757,6920,1677,294,51,6869,14,1663,0,294,612,6802,17201,691,499,495,468,738,418,13892,4721,160,11,0,11,15,15,0,51,30,21,17901,2793,0,0,0,0,0,2793,2787,0,6,15951,5499,1409,7278,1765,1203,4296,911,498,331,6947,63,1702,7414,4874,2540,63193.37,0,0,30576.2038,0,22174,780.628,282539.7415,12154,284,337,3062,3866,2625,1980,5714,137,166,1342,1723,1258,1088,6440,147,171,1720,2143,1367,892,2256,3571.1685,688.2941,11205,19254,3836,0.3051,0.3423
