PCSA,PCSA_L,PFIPS_ST,PCSA_ST,P_LAT,P_LON,P_POP_LAT,P_POP_LON,PAREA_SM,PP12CI2,PP12CI3,PP12CI4,PP12CI5,PP12CI6,PP12CI7,PP12CI8,PP12CI9,PP12CI10,PP12CI11,PP12CI12,PP12CI13,PP12CI14,PP12CI15,PP12CI16,PP12CI17,PP12CI18,PP12CI19,PP12CI20,PP12CI21,PP12CI22,PP12CI23,PP12CI24,PP12CI25,PP12CI26,PP12CI27,PP12CI28,PP12CI29,PP12CI30,PP12CI31,PP12CI32,PP12CI33,PP12CI34,PP12CI35,PP12CI36,PP12CI37,PP12CI38,PP12CI39,PP12CI40,PP12CI41,PP12CI42,PP12CI43,PP12CI44,PP12CI45,PP12CI46,PP12CI47,PP12CI48,PP12CI49,PP12DI2,PP12DI3,PP12DI4,PP12DI5,PP12DI6,PP12DI7,PP12DI8,PP12DI9,PP12DI10,PP12DI11,PP12DI12,PP12DI13,PP12DI14,PP12DI15,PP12DI16,PP12DI17,PP12DI18,PP12DI19,PP12DI20,PP12DI21,PP12DI22,PP12DI23,PP12DI24,PP12DI25,PP12DI26,PP12DI27,PP12DI28,PP12DI29,PP12DI30,PP12DI31,PP12DI32,PP12DI33,PP12DI34,PP12DI35,PP12DI36,PP12DI37,PP12DI38,PP12DI39,PP12DI40,PP12DI41,PP12DI42,PP12DI43,PP12DI44,PP12DI45,PP12DI46,PP12DI47,PP12DI48,PP12DI49,PP12EI2,PP12EI3,PP12EI4,PP12EI5,PP12EI6,PP12EI7,PP12EI8,PP12EI9,PP12EI10,PP12EI11,PP12EI12,PP12EI13,PP12EI14,PP12EI15,PP12EI16,PP12EI17,PP12EI18,PP12EI19,PP12EI20,PP12EI21,PP12EI22,PP12EI23,PP12EI24,PP12EI25,PP12EI26,PP12EI27,PP12EI28,PP12EI29,PP12EI30,PP12EI31,PP12EI32,PP12EI33,PP12EI34,PP12EI35,PP12EI36,PP12EI37,PP12EI38,PP12EI39,PP12EI40,PP12EI41,PP12EI42,PP12EI43,PP12EI44,PP12EI45,PP12EI46,PP12EI47,PP12EI48,PP12EI49,PP12FI2,PP12FI3,PP12FI4,PP12FI5,PP12FI6,PP12FI7,PP12FI8,PP12FI9,PP12FI10,PP12FI11,PP12FI12,PP12FI13,PP12FI14,PP12FI15,PP12FI16,PP12FI17,PP12FI18,PP12FI19,PP12FI20,PP12FI21,PP12FI22,PP12FI23,PP12FI24,PP12FI25,PP12FI26,PP12FI27,PP12FI28,PP12FI29,PP12FI30,PP12FI31,PP12FI32,PP12FI33,PP12FI34,PP12FI35,PP12FI36,PP12FI37,PP12FI38,PP12FI39,PP12FI40,PP12FI41,PP12FI42,PP12FI43,PP12FI44,PP12FI45,PP12FI46,PP12FI47,PP12FI48,PP12FI49,PP12GI2,PP12GI3,PP12GI4,PP12GI5,PP12GI6,PP12GI7,PP12GI8,PP12GI9,PP12GI10,PP12GI11,PP12GI12,PP12GI13,PP12GI14,PP12GI15,PP12GI16,PP12GI17,PP12GI18,PP12GI19,PP12GI20,PP12GI21,PP12GI22,PP12GI23,PP12GI24,PP12GI25,PP12GI26,PP12GI27,PP12GI28,PP12GI29,PP12GI30,PP12GI31,PP12GI32,PP12GI33,PP12GI34,PP12GI35,PP12GI36,PP12GI37,PP12GI38,PP12GI39,PP12GI40,PP12GI41,PP12GI42,PP12GI43,PP12GI44,PP12GI45,PP12GI46,PP12GI47,PP12GI48,PP12GI49
51087201401,VA02_HENRICO,51,VA,3.74801799611,-7.72855338675,3.75228469547,-7.73379093748,88.03,146,8,13,5,3,4,2,2,5,8,17,11,15,16,12,6,4,1,4,3,4,1,2,0,155,6,16,9,6,6,1,1,5,11,10,7,14,14,10,16,4,1,3,3,5,2,3,2,187,4,8,9,10,4,4,0,7,17,14,20,17,19,19,11,6,3,5,2,3,4,1,0,219,12,13,5,7,4,4,0,7,27,23,17,22,15,19,19,5,7,4,0,3,4,2,0,14,0,1,2,2,0,0,0,2,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,12,0,1,2,0,0,0,1,1,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,390,43,23,29,13,13,6,11,16,53,56,36,35,18,13,12,2,6,0,3,2,0,0,0,324,37,42,30,15,10,7,3,23,36,46,22,16,9,9,6,4,5,0,1,0,3,0,0,607,114,84,94,59,13,7,7,25,35,29,31,32,20,17,14,7,6,3,3,2,3,0,2,662,104,93,86,41,16,9,9,32,50,37,30,32,30,26,23,11,6,4,1,9,4,5,4
51087201502,VA04_HENRICO,51,VA,3.7440291905,-7.73577036329,3.74528718001,-7.73575290761,40.27,42,1,5,2,1,1,0,0,2,4,2,2,0,5,5,3,3,3,0,1,1,1,0,0,39,2,3,3,1,0,1,0,1,5,4,2,1,6,2,1,1,2,1,0,1,0,1,1,24,1,1,0,0,0,0,1,0,2,2,4,2,4,2,1,2,0,1,0,0,1,0,0,43,3,4,2,2,0,0,1,0,2,7,3,6,3,3,3,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,3,3,2,0,0,2,0,1,2,0,1,3,2,2,0,1,0,0,0,1,0,0,19,5,1,3,4,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,1,0,99,11,11,14,8,7,0,1,4,6,2,7,7,10,4,3,0,0,0,2,2,0,0,0,118,15,14,15,13,2,3,3,4,4,4,7,8,9,4,4,2,2,1,2,0,0,1,1
51091970100,VA00_MONTEREY,51,VA,3.83623261043,-7.95685437372,3.8386074,-7.9568796,415.16,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,1,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
51093280104,VA00_SMITHFIELD,51,VA,3.70575170091,-7.67914400953,3.70004926744,-7.66623387137,458.29,60,2,4,2,4,2,1,1,5,6,2,2,1,5,6,6,0,5,1,2,2,0,1,0,54,3,4,1,2,2,2,0,2,2,1,4,5,7,9,2,0,2,1,1,1,1,2,0,112,4,12,8,10,2,1,0,2,6,13,5,8,11,12,9,1,2,2,2,0,2,0,0,150,3,6,8,3,2,1,1,2,9,12,15,22,12,19,10,2,5,1,7,3,3,4,0,7,0,0,1,0,0,0,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,7,0,2,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,76,7,5,12,5,0,1,0,5,6,9,8,8,1,6,1,0,1,0,0,0,1,0,0,77,8,10,7,4,3,0,0,6,6,3,7,5,5,4,8,0,1,0,0,0,0,0,0,288,51,50,43,17,11,4,1,6,14,11,9,12,16,12,15,4,3,1,4,1,2,1,0,317,56,37,43,18,5,3,4,17,11,18,16,20,19,13,12,8,3,2,4,3,5,0,0
51099040100,VA00_KING GEORGE,51,VA,3.82623230827,-7.71086927572,3.82774905004,-7.70818254106,156.57,45,5,3,2,4,2,0,2,2,2,1,1,4,4,4,5,0,1,0,1,0,0,1,1,55,1,2,2,0,3,0,1,1,4,5,3,3,10,8,3,2,1,0,1,2,0,1,2,107,11,7,10,5,2,1,1,3,9,9,4,7,14,2,8,2,0,1,2,3,3,3,0,154,8,8,10,4,1,1,1,1,13,10,14,14,17,17,12,3,8,4,2,2,2,2,0,10,0,0,0,1,0,0,0,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,91,14,6,9,9,4,2,3,6,5,5,9,6,8,2,0,1,1,0,0,1,0,0,0,97,12,19,12,5,4,0,0,3,3,11,8,8,6,2,0,1,2,0,0,0,1,0,0,309,70,41,51,18,10,8,5,7,10,10,10,16,17,9,12,1,4,0,4,4,2,0,0,315,62,53,45,22,5,9,2,16,15,13,15,6,10,11,9,3,5,5,0,3,4,1,1
51101950102,VA00_AYLETT,51,VA,3.77994780117,-7.70275095257,3.77991986423,-7.71025114201,286.3,82,2,2,7,6,2,1,0,1,5,7,8,5,6,9,6,1,2,2,2,5,2,1,0,60,5,6,3,2,2,1,0,0,0,4,2,6,7,3,8,2,0,0,0,2,3,4,0,14,3,1,2,0,2,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,27,1,5,0,1,0,0,0,0,2,1,9,2,1,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,2,3,2,1,2,0,2,2,7,2,3,1,3,1,2,0,1,0,0,0,0,0,0,14,0,3,2,1,0,0,0,1,0,2,0,1,0,1,1,0,0,2,0,0,0,0,0,99,22,15,19,7,3,0,2,4,1,2,2,2,8,3,3,0,2,0,2,1,1,0,0,98,14,16,15,9,6,2,1,3,2,1,4,0,10,6,0,4,0,2,1,1,0,0,1
51101950200,VA00_WEST POINT,51,VA,3.75957470244,-7.68467294808,3.75749925581,-7.68192259745,210.69,84,1,5,6,3,1,0,0,1,3,5,4,4,8,10,8,2,5,4,3,4,3,3,1,79,3,6,8,3,3,0,1,2,3,4,4,5,2,9,6,4,2,0,3,2,4,2,3,38,0,6,4,3,1,2,0,0,1,0,5,2,3,6,2,0,0,1,0,0,2,0,0,39,2,1,5,6,1,0,0,1,1,1,4,1,6,2,1,0,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,9,6,2,2,3,0,0,6,5,5,6,0,3,1,1,0,0,0,1,0,0,0,0,27,3,3,1,0,0,2,0,2,1,3,3,4,3,1,1,0,0,0,0,0,0,0,0,99,13,16,13,6,2,3,2,3,6,7,2,6,4,5,2,0,2,0,0,0,4,2,1,107,10,11,20,9,1,1,1,1,4,5,8,7,6,6,4,0,2,0,1,3,2,1,4
51105950300,VA00_PENNINGTON GAP,51,VA,3.66727299597,-8.3124555372,3.67016902935,-8.30908789177,204.27,65,0,2,1,0,1,0,2,2,20,15,6,8,5,1,0,0,0,0,0,2,0,0,0,17,3,1,2,1,0,0,0,2,0,0,0,3,0,1,1,0,2,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,3,5,5,3,3,2,1,2,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,1,2,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,1,6,4,0,2,1,3,11,30,25,17,9,7,3,0,0,1,0,0,0,0,0,0,11,0,1,2,2,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,113,5,3,4,1,2,0,1,6,13,20,15,8,12,7,5,1,1,1,2,3,1,1,1,37,4,5,2,0,2,1,0,0,2,0,0,3,3,1,2,3,4,1,1,0,0,3,0
51107610702,VA00_HAMILTON,51,VA,3.91930504845,-7.76882452062,3.9170757785,-7.7693694611,158.43,36,0,1,4,2,2,1,0,1,2,2,2,1,7,4,4,1,1,0,1,0,0,0,0,38,3,5,5,2,0,1,0,0,2,1,3,0,6,1,1,2,2,0,1,2,0,0,1,383,27,44,44,14,6,5,5,9,16,21,29,48,37,35,12,8,3,3,7,4,2,2,2,489,35,45,40,24,3,4,3,8,22,41,62,57,46,40,13,7,8,6,7,8,4,3,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,210,24,19,16,11,10,3,2,14,17,20,20,17,22,5,6,0,1,0,2,1,0,0,0,158,15,16,7,10,7,2,1,9,10,24,15,14,9,6,5,1,3,1,0,1,2,0,0,410,61,80,78,33,15,8,6,11,12,15,13,21,23,12,5,5,3,0,4,1,1,1,2,415,73,79,62,38,11,8,4,7,15,13,17,25,25,18,7,1,3,1,2,3,2,0,1
51107610800,VA00_ROUND HILL,51,VA,3.89675284048,-7.77860698739,3.89802184823,-7.77803535515,264.15,15,0,1,1,1,0,0,0,0,1,0,3,3,1,2,1,1,0,0,0,0,0,0,0,17,1,1,1,2,1,0,0,0,1,2,2,1,0,0,4,0,1,0,0,0,0,0,0,39,0,6,3,4,0,0,0,0,0,1,5,3,8,3,1,0,2,0,1,1,0,0,1,88,1,6,9,5,2,1,0,2,4,4,12,9,6,11,5,2,1,2,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,27,26,11,8,8,5,5,12,15,23,23,13,14,10,6,2,2,0,1,1,0,0,0,164,21,13,11,9,4,1,2,14,15,15,19,16,9,5,3,1,1,0,3,0,0,1,1,104,21,14,17,9,3,0,0,1,3,1,5,8,4,8,4,1,0,0,1,3,0,1,0,120,18,20,23,7,3,3,0,4,9,3,7,5,2,6,4,1,1,1,2,1,0,0,0
51107611002,VA00_ASHBURN,51,VA,3.90696284197,-7.7529140246,3.90501529941,-7.74798257322,199.18,361,36,43,39,14,8,3,3,17,29,31,31,18,23,25,17,9,7,2,1,2,2,0,1,394,46,52,37,19,8,1,4,12,37,44,33,20,23,21,12,8,7,1,1,7,1,0,0,17291,2036,1820,1202,576,241,101,112,387,890,1572,2531,1900,1236,832,559,223,275,158,173,238,153,50,26,18540,1851,1850,1181,541,215,92,96,439,1372,2355,2520,1735,1197,836,715,256,331,190,230,271,133,67,67,74,4,4,3,5,2,0,2,9,9,9,8,7,2,6,0,1,3,0,0,0,0,0,0,78,5,4,1,0,4,1,1,4,8,9,11,9,5,2,5,2,2,0,2,1,2,0,0,6818,685,616,499,321,227,102,135,411,784,857,654,574,401,221,145,38,50,23,22,31,10,4,8,6326,686,556,505,313,164,72,102,362,667,744,648,518,375,237,152,36,53,31,38,27,26,12,2,5034,945,837,627,287,122,44,45,137,277,308,370,289,238,184,113,39,36,31,23,45,22,6,9,5070,930,861,659,276,90,35,36,126,281,349,383,324,222,147,117,38,45,32,24,40,31,15,9
51109950400,VA00_LOUISA,51,VA,3.80200757207,-7.79783785981,3.80272989133,-7.7983596199,452.07,50,3,2,5,2,1,0,0,1,3,5,3,0,8,4,4,1,1,2,1,2,1,1,0,49,1,0,2,3,1,1,0,1,2,2,1,5,8,4,6,4,1,1,1,3,1,0,1,67,8,6,4,5,1,1,0,1,4,5,4,4,4,8,4,3,1,0,2,1,0,0,1,114,8,8,2,4,0,3,2,2,9,9,9,8,12,9,11,2,2,4,1,6,1,2,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,2,2,2,0,0,0,0,0,0,0,0,0,126,15,10,8,6,4,3,1,6,15,10,10,13,10,8,4,0,1,0,1,1,0,0,0,97,21,11,11,1,1,2,2,3,6,13,6,3,6,5,3,0,2,0,0,1,0,0,0,380,90,78,42,24,12,9,3,10,10,16,13,12,10,16,9,4,6,0,4,9,2,0,1,341,76,52,54,28,9,4,4,9,11,17,18,11,14,10,9,2,1,2,2,2,2,2,2
51111930200,VA00_KEYSVILLE,51,VA,3.69763981681,-7.82866669353,3.69918172625,-7.82398364024,308.65,12,0,0,1,0,0,0,1,0,1,0,1,2,3,0,0,0,1,1,1,0,0,0,0,18,1,3,1,3,0,0,0,0,1,0,1,1,2,1,3,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,10,0,1,0,1,0,0,0,0,0,2,2,0,2,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,18,7,2,1,3,6,4,11,22,20,9,5,2,1,2,0,0,0,1,0,0,0,0,91,16,11,5,8,0,1,5,7,11,13,8,0,2,3,0,0,1,0,0,0,0,0,0,82,18,8,10,2,4,0,0,5,4,4,3,6,0,5,5,1,1,1,1,3,1,0,0,94,17,20,8,6,4,3,1,2,4,5,3,3,3,3,7,1,1,1,0,0,2,0,0
51113930100,VA01_MADISON,51,VA,3.83465711419,-7.81965202327,3.8356751,-7.8193589,121.54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,16,1,0,1,1,0,0,1,1,4,1,0,2,0,0,1,0,1,0,0,1,1,0,0,26,0,2,2,0,2,1,1,1,7,2,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,27,2,0,3,2,1,1,1,5,1,4,0,2,1,0,3,1,0,0,0,0,0,0,0,24,3,3,1,0,0,4,1,4,1,2,0,2,1,0,1,0,1,0,0,0,0,0,0,60,9,8,14,10,2,1,1,0,0,2,0,0,2,4,0,2,1,0,0,1,1,2,0,85,12,9,16,5,6,2,0,3,4,6,2,1,10,2,2,1,1,0,1,0,0,1,1
51113930200,VA02_MADISON,51,VA,3.84547210281,-7.83298036026,3.8406122,-7.8286214,199.14,11,0,0,0,0,0,0,0,1,1,0,1,2,2,2,1,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,14,0,2,0,1,2,0,0,0,1,0,0,2,3,0,1,0,1,0,0,1,0,0,0,18,0,1,2,1,0,0,0,1,0,0,2,3,2,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,14,12,10,7,3,1,1,1,1,1,1,2,4,5,3,1,1,0,2,1,2,0,0,80,18,15,10,8,3,1,0,1,2,2,3,5,3,2,1,0,1,0,2,1,0,2,0
51115951400,VA00_BOHANNON,51,VA,3.74251115933,-7.6337213181,3.7444144211,-7.63429517078,85.93,15,0,0,2,1,0,0,0,0,1,1,1,1,2,3,1,0,1,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,10,0,0,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,1,1,0,0,21,0,1,3,0,0,0,0,1,4,1,2,1,2,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,15,2,4,3,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,15,0,3,5,0,0,0,0,1,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,89,17,6,8,6,2,1,4,6,4,0,1,3,4,4,10,1,3,3,1,2,1,1,1,84,9,10,10,5,3,2,1,1,3,2,4,5,6,5,5,3,5,0,3,1,1,0,0
51117930200,VA00_SOUTH HILL,51,VA,3.67746716815,-7.81000192168,3.67313769,-7.81235447836,625.41,31,0,1,3,1,2,0,0,2,1,0,2,2,1,4,7,1,0,0,1,2,0,0,1,30,0,1,5,2,0,0,0,2,1,1,0,2,2,3,5,1,2,1,0,0,1,0,1,77,5,4,10,1,3,0,1,5,4,7,7,8,5,2,6,2,1,1,1,4,0,0,0,95,6,6,8,1,0,0,0,2,9,10,12,13,5,1,8,4,3,0,3,2,2,0,0,8,3,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,189,15,13,6,9,10,3,1,8,34,26,17,14,13,10,5,1,1,1,1,1,0,0,0,118,19,14,7,4,2,0,2,10,15,17,4,7,8,2,1,0,4,0,1,0,1,0,0,186,25,30,27,11,7,4,2,4,10,6,4,8,11,6,4,10,7,1,0,6,2,1,0,185,40,26,24,8,10,0,0,8,8,7,10,10,8,4,9,4,3,2,1,1,0,2,0
51117930400,VA00_CHASE CITY,51,VA,3.67654799912,-7.84859893566,3.67750516882,-7.84860928491,161.79,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,8,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0,13,1,2,0,0,1,0,1,0,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,20,0,1,3,0,0,0,0,1,1,0,3,1,1,1,2,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,3,5,2,1,0,1,2,0,0,0,1,0,1,2,0,0,0,1,0,2,0,0,15,2,3,4,0,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,66,18,16,5,6,1,0,0,4,0,1,2,1,3,2,2,1,1,0,0,2,1,0,0,55,7,10,8,3,5,0,0,0,3,0,1,0,2,3,5,0,0,0,1,1,3,2,1
51117930600,VA00_BOYDTON,51,VA,3.66506927178,-7.83910687338,3.666421,-7.8377929,104.38,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,5,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12,4,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,21,1,5,0,2,1,0,0,1,0,2,0,1,0,1,1,0,0,1,1,3,0,1,0
51117930800,VA00_BUFFALO JUNCTION,51,VA,3.66117668419,-7.8652342536,3.6620304,-7.8615433,59.61,9,0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10,2,0,1,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,7,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,1,1,0,0,0,2,3,1,0,1,2,0,0,0,3,0,0,0,0,0,0,11,2,1,1,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,23,4,4,2,0,0,0,0,1,0,1,2,1,0,0,0,2,2,1,0,2,0,1,0,18,4,3,0,0,2,1,0,0,1,0,0,0,1,0,1,0,3,0,0,2,0,0,0
51119950900,VA00_WATER VIEW,51,VA,3.76653951325,-7.66237008679,3.76372814109,-7.65945898966,94.05,10,1,0,0,0,0,0,1,0,2,1,1,0,0,2,1,0,0,1,0,0,0,0,0,12,1,1,2,0,0,0,1,0,0,0,2,0,1,2,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,10,1,0,1,0,0,0,0,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,0,0,0,0,1,0,7,2,6,1,1,0,1,0,0,1,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,51,5,8,4,0,0,1,0,3,8,2,0,1,4,3,2,1,0,3,1,4,1,0,0,42,10,8,5,1,1,0,0,0,2,0,3,0,2,4,3,1,0,0,1,1,0,0,0
51119951100,VA00_TOPPING,51,VA,3.75808726722,-7.64555120218,3.7575956,-7.6458197,23.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,32,6,5,7,2,0,0,0,0,1,0,1,0,1,2,1,1,1,0,0,0,4,0,0,28,0,4,9,2,0,1,0,0,1,0,1,1,0,3,0,0,2,0,0,1,0,2,1
