HRR ID,HRR name,State,Number of patients in pneumonia cohort (2015),Percent readmitted within 30 days of discharge (2015),,,Percent seeing a primary care clinician within 14 days of discharge to home (2015),,,Percent having an ambulatory visit within 14 days of discharge to home (2015),,,Percent having an emergency room visit within 30 days of discharge (2015),,
390,Corpus Christi,TX,326,14.310812124662,10.1751844223642,18.4464398269597,45.491196018767,36.0926175490072,54.8897744885269,54.4119346392733,44.1497845696431,64.6740847089034,20.2298178664976,15.3117856903739,25.1478500426214
391,Dallas,TX,3062,12.5234861545521,11.2692424658822,13.777729843222,46.0569069925865,43.1494565331679,48.964357452005,60.7129543679586,57.3803608468756,64.0455478890416,18.7315174542194,17.1977775334905,20.2652573749483
393,El Paso,TX,594,13.9010338096349,10.8922135495075,16.9098540697623,49.1361217070031,42.8132706184135,55.4589727955927,60.7991579738765,53.7403526269499,67.8579633208031,17.3007822473937,13.9432381487628,20.6583263460247
394,Fort Worth,TX,1249,12.2711444777308,10.320314831574,14.2219741238877,49.2867861256964,44.5898312547634,53.9837409966295,62.2748190850267,56.9977636687582,67.5518745012951,19.6085885209701,17.14312110235,22.0740559395902
396,Harlingen,TX,339,14.3597552711686,10.2973570712285,18.4221534711087,53.3768673604692,44.236292593708,62.5174421272304,70.0686300240028,59.5663971875386,80.5708628604669,19.7377602487618,14.9758415870409,24.4996789104827
397,Houston,TX,3502,14.0548560495999,12.815434625799,15.2942774734007,40.641751161687,38.1151581440611,43.1683441793129,60.321572256448,57.2483224257304,63.3948220871656,18.8979283123081,17.4615810667247,20.3342755578915
399,Longview,TX,221,14.4033244849992,9.41282716166237,19.3938218083361,38.2862682887538,28.59850576333,47.9740308141776,48.9665568197798,38.0292530166254,59.9038606229342,22.0996934249523,15.9117792659657,28.287607583939
400,Lubbock,TX,685,12.2084966348628,9.58198570138663,14.835007568339,45.1802831846518,39.4878579258373,50.8727084434663,56.0799508963571,49.7339070461111,62.425994746603,19.91369341885,16.5544536449286,23.2729331927715
402,McAllen,TX,435,13.2489108144656,9.80938304481836,16.6884385841128,63.6684438314341,55.3118773055976,72.0250103572707,73.3107714292637,64.3126101992932,82.3089326592341,17.6842851018719,13.7083729221421,21.6601972816016
406,Odessa,TX,273,13.6629430340484,9.26044199716804,18.0654440709287,39.1850700886838,30.8052044316517,47.5649357457158,60.2270561115245,49.8337707483362,70.6203414747129,21.4765066399329,15.9492998246645,27.0037134552012
411,San Angelo,TX,203,8.89864533181533,4.78768092624825,13.0096097373824,31.5544284301179,22.6276291334738,40.4812277267621,46.2712014078014,35.4314873204693,57.1109154951335,13.3699184945253,8.32675614717838,18.4130808418722
412,San Antonio,TX,1564,14.1672541964029,12.2951482735864,16.0393601192195,48.2370746291103,44.0173396624788,52.4568095957418,62.2579189652578,57.4606007072369,67.0552372232787,19.7010776593988,17.4936557890774,21.9084995297203
413,Temple,TX,308,14.9126368308129,10.6030900731182,19.2221835885076,49.941404061627,40.1528888655481,59.7299192577059,59.6345978763227,48.9646144845496,70.3045812680959,18.7858529620964,13.9511144143633,23.6205915098295
416,Tyler,TX,763,15.3355044919457,12.5684791591073,18.1025298247841,45.9827599712341,40.0140059332267,51.9515140092415,62.1855973785307,55.2630643721621,69.1081303848992,21.2218750399473,17.9639129828453,24.4798370970493
417,Victoria,TX,188,13.3368256454384,8.10878999242652,18.5648612984502,52.1926956804392,38.7603517658214,65.625039595057,57.7441838842765,43.5968588326288,71.8915089359243,17.0332006607419,11.1314977314062,22.9349035900775
418,Waco,TX,336,11.8481259483187,8.1763536761982,15.5198982204392,50.5049273074494,40.7511865282019,60.2586680866969,63.2061811135246,52.2987929819549,74.1135692450943,20.4439445956002,15.6200676428644,25.2678215483361
420,Wichita Falls,TX,320,14.2311262676528,10.0730822121545,18.3891703231511,52.3739273120631,42.7171550212571,62.0306996028691,65.3486894075784,54.5621186401192,76.1352601750376,19.6045987385769,14.7246171405863,24.4845803365674
421,Ogden,UT,168,,,,62.1869383074595,48.1127092432785,76.2611673716405,72.9664884535104,57.7211109974334,88.2118659095873,14.4340413688186,8.65922210977982,20.2088606278574
422,Provo,UT,231,10.0416769239415,5.93776153924711,14.1455923086359,60.1327142602279,48.8951927465911,71.3702357738647,66.5522520388541,54.6938507664764,78.4106533112317,15.3112672640246,10.2386372560221,20.3838972720271
423,Salt Lake City,UT,1129,11.7199278029267,9.71293710374912,13.7269185021042,57.0503108566086,52.0793673436277,62.0212543695895,66.1056582392569,60.7532910793505,71.4580253991633,16.4292497314752,14.0488589614783,18.8096405014721
424,Burlington,VT,661,14.6809088380835,11.7441154296378,17.6177022465292,49.2040495833558,43.1409226803761,55.2671764863354,60.0322554639401,53.3168607559812,66.7476501718991,20.3437071027431,16.8862217785531,23.8011924269331
426,Arlington,VA,897,11.6746168644985,9.4415380123553,13.9076957166417,50.0099985608151,44.5811951723519,55.4388019492783,67.4114548084202,61.0909894897537,73.7319201270867,19.9523532905861,17.0375184970217,22.8671880841504
427,Charlottesville,VA,529,14.3088300706736,11.0918127342107,17.5258474071365,49.8127145214179,42.8030793418824,56.8223497009533,64.1093521346203,56.1622745097437,72.0564297594969,21.342737392064,17.4075359352474,25.2779388488805
428,Lynchburg,VA,163,,,,41.6435747689706,29.0491183101226,54.2380312278187,54.2370264093818,39.9029208770986,68.571131941665,23.4157853658254,16.0667134639949,30.764857267656
429,Newport News,VA,348,12.6630775318945,8.96318524891412,16.3629698148749,47.9859156395696,39.5397612655229,56.4320700136164,67.5465376069177,57.5099855968924,77.583089616943,19.3593883657751,14.7914192578553,23.9273574736949
430,Norfolk,VA,795,14.4031386109874,11.7932601651546,17.0130170568202,48.3693151404127,42.7338107577508,54.0048195230745,60.9933302676808,54.6750788316548,67.3115817037068,21.5546484179401,18.3610670165072,24.748229819373
431,Richmond,VA,1043,13.2958989482624,11.1012542473116,15.4905436492131,52.6731057542028,47.4916744537117,57.8545370546939,68.8974780605078,62.9756236674939,74.8193324535216,19.5215623780667,16.8685518300412,22.1745729260922
432,Roanoke,VA,595,16.4011779348055,13.1372148033289,19.6651410662822,44.7014188268317,38.3618357760391,51.0410018776244,57.0559817548682,49.8968172671746,64.2151462425617,21.1640557190242,17.4538331652654,24.874278272783
435,Winchester,VA,502,13.2513429332212,10.0543329173291,16.4483529491134,47.5408036012129,40.2198933529271,54.8617138494987,58.9845543585381,50.8300729817852,67.1390357352911,20.7064720571682,16.7075441967461,24.7053999175902
437,Everett,WA,344,9.99084881295785,6.63255259879968,13.349145027116,62.0139982179847,52.5515431193413,71.4764533166281,68.9690344936236,58.9762925359859,78.9617764512613,19.7081677670557,14.9890053925069,24.4273301416045
438,Olympia,WA,247,15.9495677501256,10.9437770680047,20.9553584322464,47.8365337039056,38.0078563709699,57.6652110368412,58.634585337614,47.7265021794516,69.5426684957764,26.2294822939018,19.8032591318959,32.6557054559078
439,Seattle,WA,1196,10.3477369136371,8.5190098417765,12.1764639854976,52.1577057058278,47.4372043190452,56.8782070926103,66.0284819956084,60.7050263024229,71.3519376887939,19.1917067979558,16.7005432071184,21.6828703887931
440,Spokane,WA,1383,11.3762713567569,9.59104325380462,13.1614994597093,50.6607917377427,46.2725245389331,55.0490589365522,61.5239863756633,56.6888876482604,66.3590851030662,18.1503057551258,15.8913164418524,20.4092950683992
441,Tacoma,WA,394,14.0600826278092,10.344194764444,17.7759704911744,53.9638208827974,45.6538164358501,62.2738253297447,64.4360538769842,55.3451649236223,73.5269428303462,20.1859589056788,15.7346071915385,24.6373106198192
442,Yakima,WA,218,9.22659088181329,5.18285913699969,13.2703226266269,55.6392525413431,44.6790201892489,66.5994848934373,73.7717525391805,61.1386353649272,86.4048697134339,20.3600340094258,14.3440284041914,26.3760396146601
443,Charleston,WV,1038,16.0526577654982,13.595793892981,18.5095216380155,47.0128980401588,42.2921523320366,51.733643748281,58.5248203895663,53.2671581303501,63.7824826487825,23.1028277888191,20.1489856546402,26.0566699229981
444,Huntington,WV,510,18.2219386450816,14.4779893775276,21.9658879126356,45.5085102240639,38.9149019057159,52.1021185424119,59.9177864962741,52.3528844109484,67.4826885815997,27.2249762356467,22.6493122287939,31.8006402424995
445,Morgantown,WV,407,12.7447509690002,9.24689166127381,16.2426102767266,47.6544122051048,39.7604476756856,55.5483767345241,60.9222532938565,51.9973090057518,69.8471975819613,17.7835281123586,13.6469157759411,21.9201404487761
446,Appleton,WI,154,,,,66.0567638473735,51.0060359195556,81.1074917751915,72.0022361372553,56.2240504728356,87.780421801675,19.7175068584839,12.6616876461696,26.7733260707981
447,Green Bay,WI,312,13.9418179013212,9.77464759765473,18.1089882049876,53.7819944196576,43.952208614613,63.6117802247021,72.9767851836507,61.5248600592041,84.4287103080974,16.8563588518453,12.2747483260922,21.4379693775984
448,La Crosse,WI,368,11.1786383143113,7.75685071756862,14.600425911054,65.2312182024671,55.2169836712518,75.2454527336824,72.4676531321609,61.8808700253662,83.0544362389555,17.7511887693874,13.4357313535858,22.0666461851891
449,Madison,WI,863,13.3927640223807,10.9449559204671,15.8405721242943,53.8614074230799,47.9133042635738,59.8095105825861,62.5291335079028,56.1142016178756,68.9440653979301,19.8632256179032,16.8772834894596,22.8491677463467
450,Marshfield,WI,339,11.9320980590283,8.23430256018993,15.6298935578666,56.3167359846187,46.8516602542365,65.7818117150009,67.0882587052505,56.757193946337,77.4193234641639,16.7418571429704,12.3568966016587,21.126817684282
451,Milwaukee,WI,1850,12.8794336833328,11.24312829666,14.5157390700056,50.9532711696036,46.9585347099067,54.9480076293006,63.1841881500666,58.735687793231,67.6326885069023,18.8243374779229,16.8465202772533,20.8021546785925
452,Neenah,WI,128,,,,40.5185901341323,27.4626083713516,53.574571896913,44.9309767171828,31.1775789850493,58.6843744493164,,,
456,Wausau,WI,157,,,,49.5458347666031,36.3308599024635,62.7608096307426,58.5352173089793,44.1940890682794,72.8763455496792,19.9731161757016,12.9420521519222,27.004180199481
457,Casper,WY,234,9.91148580683844,5.8607780021605,13.9621936115164,53.0926760811042,42.7381553843239,63.4471967778846,61.8663942370814,50.7036783189139,73.0291101552488,16.4726226201172,11.2350866077923,21.710158632442
999,United States,US,224446,13.9106956684459,,,48.2073967388509,,,62.366904994599,,,19.5392210152999,,
