PCSA,PCSA_L,PFIPS_ST,PCSA_ST,P_LAT,P_LON,P_POP_LAT,P_POP_LON,PAREA_SM,PG_DOC,PF_DOC,PI_DOC,PP_DOC,PS_DOC,PO_DOC,PG_FEDDOC,PS_FEDDOC,PO_FEDDOC,PG_NFEDDOC,PS_NFEDDOC,PO_NFEDDOC,PG_IMG,PS_IMG,PO_IMG,PG_CMG,PS_CMG,PO_CMG,PG_NIMG,PS_NIMG,PO_NIMG,PG_LT50DOC,PS_LT50DOC,PO_LT50DOC,PG_GT50DOC,PS_GT50DOC,PO_GT50DOC,PG_F_DOC,PS_F_DOC,PO_F_DOC,PG_M_DOC,PS_M_DOC,PO_M_DOC,PG_RESDOC,PS_RESDOC,PO_RESDOC,P_PRIM4,P_PRIM4RET,PPA_PC,PPA_PC_3SP,PPA_PC_OB,PPA_PC_OTH,PRHC10,PFQHC10,PFQHCGF,PFQHCGF_FT,PFQHCGF_PT,PFQHCGF_YR,PFQHCGF_SO,PFLALGF,PFLALGF_FT,PFLALGF_PT,PFLALGF_YR,PFLALGF_SO,PRHC_HRSA,PSITE_NA,PSITE_IHS,PSITE_SA,PG_ALOC,PF_ALOC,PI_ALOC,PCRG_DOC,PCRF_DOC,PCRI_DOC,PPOP_GDOC,PCRG_ALOC,PCRF_ALOC,PCRI_ALOC,PARG_ALOC,PARF_ALOC,PARI_ALOC,PDNTFED,PDNTNF_ALL,PDNTNF_PRA,PDNTNF_FTP,PDNTNF_PTP,PDNTNF_PTF,PDNTNF_FTF,PDNTNF_HSP,PDNTNF_ORG,PDNTNF_GOV,PDNTNF_RES,PDNTNF_M,PDNTNF_F,PDNTNF_GEN,PDNTNF_PED,PDNTNF_OTH,PDNTNF_A45,PDNTNF_A55,PDNTNF_A65,PDNTNF_65U,PDNTNF_AUK,PPVT_PC10,PPVT_AM10,PPVT_OBG10,PPVT_ED10,PVDEN_10,PVT_PC10,PVT_AM10,PVT_OBGY10,PVT_ED10,PVT_RHC10,PVT_FQHC10,PCR_PC10,PCR_AM10,PCR_OBGY10,PCR_ED10,PCR_RHC10,PCR_FQHC10,PAR_PC10,PAR_AM10,PAR_OBGY10,PAR_ED10,PAR_RHC10,PAR_FQHC10,PHDEN_10,PHOS_10,PHOS_M10,PHOS_S10,PHDAY_10,PHDAY_M10,PHDAY_S10,PHREIM_10,PHREIM_M10,PHREIM_S10,PACS_10,PCRHOS_10,PCRHOS_M10,PCRHOS_S10,PCRDAY_10,PCRDAY_M10,PCRDAY_S10,PCRREIM_10,PCRREI_M10,PCRREI_S10,PCRACS_10,PARHOS_10,PARHOS_M10,PARHOS_S10,PARDAY_10,PARDAY_M10,PARDAY_S10,PARREIM_10,PARREI_M10,PARREI_S10,PARACS_10,PTMDEN_10,PTMORT_10,PCRTMOR_10,PARTMOR_10,PMDEN_10,PMORT_10,PCRMOR_10,PARMOR_10,PHMDEN_10,PHMORT_10,PCRHMOR_10,PARHMOR_10,PCS_PC10,PCS_AM10,PCS_OBGY10,PCS_ED10,PCS_RHC10,PCS_FQHC10,PCSHOS_10,PCSHOS_M10,PCSHOS_S10,PCSDAY_10,PCSDAY_M10,PCSDAY_S10,PCSREIM_10,PCSREI_M10,PCSREI_S10,PCSACS_10,PCSTMOR_10,PCSMOR_10,PCSHMOR_10,PAS_PC10,PAS_AM10,PAS_OBGY10,PAS_ED10,PAS_RHC10,PAS_FQHC10,PASHOS_10,PASHOS_M10,PASHOS_S10,PASDAY_10,PASDAY_M10,PASDAY_S10,PASREIM_10,PASREI_M10,PASREI_S10,PASACS_10,PASTMOR_10,PASMOR_10,PASHMOR_10,PBENE_N10,PFEMALE_P,PMALE_P,PBLACK_P,PNBLACK_P,PHISP_P,PNHISP_P,PWHITE_P,PNWHITE_P,PPCT00_14,PPCT65_UP,PAGE00_14,PAGE15_64,PAGE65_UP,PAGE00_00,PAGE01_02,PAGE03_04,PAGE05_09,PAGE10_14,PAGE15_19,PAGE20_29,PAGE30_39,PAGE40_49,PAGE50_59,PAGE60_64,PAGE65_69,PAGE70_74,PAGE75_79,PAGE80_84,PAGE85_UP,PW00_14,PW15_64,PW65_UP,PB00_14,PB15_64,PB65_UP,PO00_14,PO15_64,PO65_UP,PH00_14,PH15_64,PH65_UP
51199050401,VA00_YORKTOWN,51,VA,3.71966373677,-7.6464542509,3.71807276846,-7.64646262278,37.87,18,13,3,2,10,1,4,2,0,14,8,1,4,4,1,0,0,0,14,6,0,6,3,0,12,7,1,6,5,1,12,5,0,1,0,0,16.1,16.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0528,15.3543,6.928,69.7593,50.3817,11.6266,1433.5,100.9679,59.5057,26.8496,98.025,57.1359,24.2678,4,21,20,14,5,1,1,0,0,0,0,17,3,16,0,4,3,5,6,3,3,82.2118,92.5262,14.2577,24.4346,3618,13500,30976,1500,1538,-999,19,3.7394,8.5697,0.7367,0.4251,-999,5.2515,3.7832,8.642,0.7035,0.4492,-999,5.2953,3855,939,643,296,4252,2716,1536,7607162,3608033,3999129,151,243.5798,166.7964,76.7834,1102.9831,704.5396,398.4436,1973.3235,935.9359,1037.3875,39.1699,257.2481,179.2971,77.6746,1170.7532,760.5359,409.4384,2063.9204,1008.5244,1054.8329,42.3779,4148,150,36.162,40.0899,3855,140,36.3165,40.8794,293,-999,-999,-999,0.0321,0.0487,0.019,0.0108,-999,1.2048,7.9489,6.5778,4.4629,64.3457,46.2537,28.9446,122.0945,64.4301,82.3726,3.1876,2.9526,3.0693,-999,0.0325,0.0491,0.0182,0.0115,-999,1.2148,8.395,7.0708,4.5147,68.2992,49.9299,29.7433,127.7,69.4271,83.7578,3.4487,3.2733,3.4549,-999,3940,0.5149,0.4851,0.1014,0.8986,0.0358,0.9642,0.828,0.172,0.0747,0.1629,4768,16831,4204,217,466,514,1643,1928,1915,2474,2649,4125,3951,1717,1492,1007,727,530,448,3646,13969,3750,561,1721,335,561,1141,119,302,585,38
51199051000,VA00_WILLIAMSBURG,51,VA,3.73075115014,-7.67359449021,3.72905929888,-7.67393837068,206.04,91,43,35,13,181,16,10,15,1,81,166,15,18,33,0,2,0,0,73,148,16,53,90,8,38,91,8,35,58,7,56,123,9,1,6,1,99.5,99.5,5,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111.3737,51.5796,42.4605,96.9829,45.8271,37.3011,1031.1099,118.696,54.9707,45.2521,114.1566,52.3703,39.4954,8,61,57,52,5,0,1,0,0,1,2,43,14,47,2,8,14,12,20,7,4,86.6744,94.0843,16.9751,23.5262,14609,65307,139942,6296,5755,719,38,4.5226,9.6314,0.7786,0.3939,49.2162,2.6011,4.5497,9.6495,0.7595,0.4013,50.0404,2.5714,15551,3606,2438,1168,16728,10407,6321,31027042,12491489,18535553,678,231.8822,156.7745,75.1077,1075.6865,669.2174,406.469,1995.1799,803.2595,1191.9203,43.5985,235.4648,160.2242,75.0597,1089.9831,682.963,406.1848,2006.969,817.5458,1185.4826,44.7242,17200,604,35.1163,36.4183,15551,563,36.2035,37.8478,1649,41,24.8636,26.2303,0.0176,0.0257,0.0098,0.0052,1.8355,0.422,3.8615,3.1751,2.1977,32.7811,23.6548,14.6345,61.8721,32.9648,41.4756,1.6744,1.4289,1.5258,3.883,0.0177,0.0257,0.0096,0.0053,1.8662,0.4171,3.9211,3.245,2.1963,33.2168,24.1407,14.6242,62.2377,33.5511,41.2515,1.7176,1.4818,1.5951,4.0965,15921,0.5184,0.4816,0.1429,0.8571,0.0487,0.9513,0.7798,0.2202,0.0596,0.1874,15346,60901,17584,894,1814,1942,5103,5593,7376,12950,9422,12385,12584,6184,5558,4205,3360,2298,2163,10914,46736,15524,2466,9245,1698,1966,4920,362,1237,3164,168
51510200201,VA01_ALEXANDRIA,51,VA,3.88217535275,-7.71016554988,3.88235054076,-7.71036767884,21.28,133,38,59,36,244,37,6,16,3,127,228,34,56,58,7,1,1,0,77,186,30,73,109,14,60,135,23,56,92,24,77,152,13,8,24,6,173.6,173.6,22,8,1,13,0,2,6,4,2,0,6,0,0,0,0,0,0,0,0,0,141.153,39.8682,66.0577,70.3168,20.0905,31.1932,1422.1353,74.6273,21.0782,34.9245,77.7655,21.1219,36.961,16,130,126,109,14,1,0,1,1,1,3,84,41,99,3,24,40,29,29,10,18,68.7773,85.8747,13.3148,24.4943,12072,35528,87490,3263,5180,94,41,2.9546,7.2589,0.4562,0.4291,7.7866,3.3963,2.9635,7.3369,0.4771,0.4063,7.8378,3.1765,13846,3363,2361,1002,19567,13052,6515,32289471,16293041,15996430,609,242.886,170.5186,72.3675,1413.1879,942.6549,470.533,2332.0433,1176.7327,1155.3106,43.9838,240.5306,167.0637,73.66,1383.7216,914.69,469.1216,2303.0719,1140.0164,1162.9252,43.1958,15254,609,39.924,38.869,13846,547,39.506,38.8381,1408,62,44.0341,42.4036,0.0156,0.0245,0.008,0.006,0.8031,0.5304,4.1883,3.5093,2.2862,35.2944,25.6398,15.542,65.9454,35.7146,43.6714,1.7823,1.6178,1.6892,5.5923,0.0157,0.0248,0.0084,0.0056,0.8084,0.4961,4.1477,3.4382,2.327,34.5585,24.8792,15.4953,65.1262,34.6002,43.9592,1.7504,1.5751,1.6606,5.3853,14654,0.5136,0.4864,0.2056,0.7944,0.2011,0.7989,0.586,0.414,0.0365,0.0925,30137,141505,17502,3297,5796,4962,9171,6911,7287,33891,39257,28143,23382,9545,6137,3789,2655,2207,2714,14683,83343,12817,7198,28975,2714,8256,29187,1971,8488,28258,1285
51515050100,VA01_BEDFORD,51,VA,3.73587022644,-7.94822024285,3.7333396265,-7.94944743124,366.14,17,14,2,1,13,1,0,0,0,17,13,1,3,4,1,0,0,0,14,9,0,7,3,0,10,10,1,6,0,0,11,13,1,0,0,0,18,18,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7541,12.5002,3.9629,67.3321,55.4499,7.9214,1485.1765,74.2795,49.5099,15.696,69.4497,46.1754,13.2134,0,9,9,7,2,0,0,0,0,0,0,7,2,9,0,0,2,3,3,0,1,81.8622,87.8779,10.0529,27.7811,3294,12583,21379,683,1605,15,13,3.8285,6.4988,0.3625,0.4872,4.5537,3.9466,3.8393,6.5165,0.3623,0.4884,4.5724,3.9356,3425,1055,756,299,4357,3036,1321,7887721,3937301,3950420,226,308.0292,220.7299,87.2993,1272.1168,886.4234,385.6934,2302.9842,1149.5769,1153.4073,65.9854,306.2143,219.0889,87.1249,1261.8857,878.1134,383.6078,2287.4639,1139.013,1148.4012,65.5096,4517,248,54.9037,55.925,3425,200,58.3942,58.1311,1092,48,43.956,48.916,0.0341,0.0444,0.0139,0.0122,1.1758,1.0946,9.4834,8.0279,5.0486,70.4195,51.043,31.2779,132.1599,71.0067,88.2633,4.3893,3.4864,4.1291,6.3445,0.0342,0.0445,0.0139,0.0122,1.1806,1.0916,9.4276,7.9682,5.0386,69.8532,50.5645,31.1088,131.2692,70.3541,87.8802,4.3576,3.5512,4.1105,7.0604,3556,0.5157,0.4843,0.1187,0.8813,0.0128,0.9872,0.8563,0.1437,0.06,0.1874,4245,16272,4731,246,517,553,1414,1515,1645,2289,2830,3713,4063,1732,1439,1141,890,607,654,3475,13886,4258,508,2045,443,262,341,30,95,201,27
51540000302,VA00_CHARLOTTESVILLE,51,VA,3.79300314606,-7.84150772673,3.80144150685,-7.84560780487,774.11,222,67,98,57,616,46,5,10,1,217,606,45,11,66,3,2,5,0,211,550,43,125,334,25,97,282,21,104,175,26,118,441,20,138,459,14,326.3,326.3,10,4,1,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,120.0607,37.4965,52.2448,146.2162,44.1283,64.5459,683.9189,79.0758,24.6964,34.4101,81.9267,24.7792,34.6321,3,118,113,97,12,0,0,3,1,3,2,88,24,80,6,27,34,25,31,11,12,84.9006,92.2217,14.8809,24.6555,15705,63350,119601,3200,6988,73,2029,4.1677,7.7494,0.3491,0.445,4.6482,129.1945,4.1439,7.7129,0.3528,0.4336,4.6338,126.3889,16974,4582,3206,1376,18333,11796,6537,40853273,19607985,21245288,846,269.9423,188.8771,81.0652,1080.0636,694.9452,385.1184,2406.8147,1155.1776,1251.6371,49.8409,265.059,184.3896,80.7768,1055.5173,675.6262,380.2778,2362.7967,1122.8763,1240.7748,48.63,18857,767,40.6746,39.4707,16974,728,42.8891,41.7953,1883,39,20.7116,21.0874,0.0163,0.0222,0.0062,0.0053,0.544,2.8682,3.9879,3.3358,2.1854,31.8601,23.1282,14.1063,59.6596,32.179,39.7322,1.7136,1.4687,1.5896,3.3165,0.0162,0.0221,0.0062,0.0052,0.5423,2.8059,3.9158,3.2565,2.1776,31.136,22.4852,13.929,58.5684,31.2792,39.3874,1.6719,1.4252,1.549,3.3767,17459,0.524,0.476,0.1407,0.8593,0.0522,0.9478,0.7612,0.2388,0.0528,0.1303,24530,107512,19788,1670,3488,3312,8048,8012,12252,30376,18358,19435,19230,7861,5912,4436,3586,2954,2900,17084,81254,17230,4048,15150,2159,3398,11108,399,2075,5642,205
51550020906,VA01_CHESAPEAKE,51,VA,3.66710997478,-7.62940917293,3.67454704985,-7.62560575958,327.18,138,60,43,35,215,31,7,34,3,131,181,28,44,34,6,0,2,0,94,181,25,88,120,15,50,95,16,65,50,14,73,165,17,8,13,0,163.6,163.6,25,8,2,15,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,130.788,55.0986,40.9455,70.2705,30.5524,21.8959,1423.0725,66.5981,28.0566,20.8497,68.4442,28.5869,22.4492,23,77,73,66,7,0,1,0,0,1,2,53,16,63,1,9,21,18,22,6,6,86.3468,91.1575,12.5698,28.9099,15093,71894,130079,4658,8268,47,103,4.7733,8.6284,0.5225,0.5478,3.114,6.8244,4.8593,8.887,0.5425,0.5114,3.318,5.6811,16246,5534,4156,1378,31359,21968,9391,44752572,23601412,21151160,1138,340.6377,255.8168,84.8209,1930.2598,1352.2098,578.05,2754.6825,1452.7522,1301.9303,70.048,332.1208,244.7219,86.8897,1816.9897,1256.8646,558.1266,2627.2335,1343.1567,1281.0761,67.8428,19034,867,45.5501,47.6268,16246,768,47.2732,48.8529,2788,99,35.5093,40.5429,0.0178,0.0239,0.0077,0.006,0.4542,0.6724,4.579,3.9682,2.285,33.5087,24.2983,14.5793,62.3869,33.9235,40.8215,2.0765,1.547,1.7058,3.5688,0.0181,0.0246,0.0079,0.0056,0.484,0.5598,4.4645,3.7961,2.3407,31.5424,22.585,14.0768,59.5005,31.3644,40.1676,2.0111,1.6175,1.7628,4.0747,16756,0.5115,0.4885,0.2942,0.7058,0.0466,0.9534,0.6224,0.3776,0.0749,0.1,41239,135514,19631,2473,5161,5328,13566,14711,15005,25546,25494,31831,28102,9536,6645,4704,3497,2504,2281,23728,85293,13218,12428,39727,5612,5083,10494,801,2912,5941,308
51550021602,VA02_CHESAPEAKE,51,VA,3.68602151606,-7.6411982574,3.68379944724,-7.63849491595,76.5,168,80,43,45,349,27,35,146,10,133,203,17,48,47,2,1,1,0,120,302,25,98,218,18,70,131,9,83,82,12,85,267,15,24,34,3,162.3,162.3,12,4,1,7,0,1,3,2,1,0,3,0,0,0,0,0,0,0,0,0,179.9458,77.3966,51.6762,108.1213,51.4863,27.6739,924.8869,115.8094,49.8108,33.2577,115.5905,50.0544,34.0066,17,81,74,62,12,0,0,0,0,0,7,57,16,58,2,14,18,19,22,11,4,84.7464,90.7088,14.3726,30.5837,14329,62210,125811,6663,8608,32,517,4.3799,8.8185,0.7826,0.6007,2.2332,36.0807,4.4524,9.1245,0.8627,0.521,2.3923,28.2131,15483,4470,3114,1356,23891,15595,8296,41891367,20757926,21133441,708,288.7037,201.1238,87.5799,1543.0472,1007.2337,535.8135,2705.6363,1340.6915,1364.9448,45.7276,264.728,177.2539,89.3838,1343.6308,850.7463,496.8648,2425.6442,1126.0992,1309.6418,40.7894,18252,909,49.8028,47.4277,15483,819,52.8967,49.3156,2769,90,32.5027,35.6322,0.0175,0.0248,0.0096,0.0065,0.3948,1.5868,4.3182,3.6042,2.3783,35.7046,26.0622,15.2703,65.7607,36.3876,42.363,1.7185,1.6519,1.8484,3.4261,0.0178,0.0257,0.0106,0.0056,0.4229,1.2408,3.9596,3.1764,2.4273,31.0903,22.0131,14.1603,58.9554,30.5634,40.6466,1.533,1.5731,1.7232,3.756,16193,0.5211,0.4789,0.4548,0.5452,0.0323,0.9677,0.4841,0.5159,0.0678,0.1212,32475,104068,18838,2187,4354,4512,10893,10529,10649,21427,20270,22164,21378,8180,5818,4314,3339,2679,2688,13080,50887,11259,16377,47288,7009,3018,5893,570,1579,3286,153
51570830200,VA00_COLONIAL HEIGHTS,51,VA,3.72624206646,-7.74468085286,3.72651898547,-7.74272505029,21.62,15,6,8,1,28,1,0,0,0,15,28,1,4,14,0,0,0,0,11,14,1,6,12,0,9,16,1,3,8,1,12,20,0,0,1,0,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0094,9.5226,5.9963,66.2866,26.5146,35.3529,1508.6,84.0046,42.0816,26.4983,87.8413,43.0278,27.908,1,13,13,11,1,1,0,0,0,0,0,9,4,11,0,2,2,4,5,1,1,84.6834,90.6726,22.312,27.6387,2031,8418,16586,908,1008,13,122,4.2112,8.2329,0.7364,0.4963,6.4008,60.0689,4.1962,8.2957,0.7945,0.4489,6.5052,52.7211,2117,713,510,203,4115,2830,1285,6213856,2870612,3343244,152,336.7974,240.9069,95.8904,1943.7884,1336.7974,606.991,2935.2178,1355.9811,1579.2367,71.7997,310.482,215.6707,95.532,1741.3579,1168.1869,572.1536,2693.1996,1184.7655,1523.4525,64.4421,2420,108,44.6281,41.3542,2117,94,44.4025,40.4104,303,14,46.2046,51.2766,0.0455,0.0637,0.0244,0.0156,1.7753,5.4384,12.6132,10.6675,6.7302,94.5747,69.1075,40.9623,174.7172,96.144,114.0801,5.8237,4.2943,4.5798,12.3487,0.0454,0.0642,0.0264,0.0141,1.8042,4.7731,11.6276,9.5501,6.705,84.7255,60.3909,38.6113,160.3112,84.0042,110.0504,5.2269,3.9793,4.168,13.7043,2174,0.5432,0.4568,0.4401,0.5599,0.0376,0.9624,0.4992,0.5008,0.0649,0.1252,4062,15733,2834,258,529,476,1331,1468,2992,3816,2465,2804,2599,1057,724,607,547,447,509,1853,7294,2149,1803,7550,605,406,889,80,254,571,26
51590000800,VA00_DANVILLE,51,VA,3.66450691131,-7.9401887609,3.66152618745,-7.94134000632,404.38,45,20,16,9,89,9,0,1,0,45,88,9,20,26,1,0,1,0,25,63,8,21,30,5,24,59,4,11,9,2,34,80,7,2,2,0,55,55,4,2,0,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,44.8211,19.8267,15.8693,55.7165,24.7629,19.8103,1794.8,55.495,24.5483,19.6485,52.3367,23.3059,17.1826,0,37,35,32,3,0,0,0,0,2,0,30,3,29,0,6,8,8,12,4,3,82.3879,91.0359,24.4981,23.2658,10699,41855,86583,7296,4359,66,824,3.9952,8.1758,1.1421,0.4074,6.1688,77.0165,4.0115,8.289,1.2047,0.3807,6.3382,68.1592,10990,3405,2562,843,18198,12415,5783,31555184,16316021,15239163,740,309.8271,233.121,76.7061,1655.869,1129.6633,526.2056,2871.2633,1484.6243,1386.639,67.3339,294.5645,216.979,77.0827,1538.8196,1032.1742,506.0479,2713.9742,1355.0791,1357.7443,62.8717,13739,666,48.4751,47.071,10990,584,53.1392,50.8684,2749,82,29.829,31.4554,0.0193,0.0276,0.0134,0.0062,0.7593,2.683,5.3096,4.6057,2.6419,40.7742,29.6973,17.7835,75.6935,41.345,49.7005,2.4752,1.8784,2.1989,3.2941,0.0194,0.028,0.0141,0.0058,0.7802,2.3744,5.048,4.2867,2.6549,37.892,27.1344,17.1023,71.5469,37.7373,48.6649,2.3112,1.824,2.1049,3.4737,11376,0.5286,0.4714,0.3407,0.6593,0.0274,0.9726,0.624,0.376,0.0627,0.1729,14791,52009,13966,955,1837,1989,4949,5061,5123,9073,8802,10959,12596,5456,4154,3170,2590,2122,1930,7892,31952,10557,5861,18379,3281,1038,1678,128,756,1377,76
51595890200,VA00_EMPORIA,51,VA,3.6807719166,-7.74349751148,3.67814863757,-7.75178325663,771.49,14,11,2,1,17,1,0,0,0,14,17,1,5,5,0,0,0,0,9,12,1,5,6,0,9,11,1,3,3,1,11,14,0,0,0,0,17,17,3,2,0,1,0,2,4,4,0,0,4,0,0,0,0,0,0,0,0,0,15.6126,9.2725,4.1111,47.1937,37.0807,6.742,2118.9286,52.6297,31.2574,13.8585,56.4354,32.0715,13.6615,0,5,5,4,1,0,0,0,0,0,0,5,0,5,0,0,2,1,2,0,0,86.6304,89.9728,8.8932,29.8484,2555,10350,17187,414,1507,232,1838,4.8611,7.537,0.2662,0.5898,90.8023,719.3738,4.956,7.874,0.3033,0.4918,100.2915,516.425,2691,1235,1007,228,6461,4886,1575,10603082,6024360,4578722,337,458.9372,374.2103,84.7269,2400.9662,1815.6819,585.2843,3940.2014,2238.7068,1701.4946,125.2323,411.0258,318.9254,86.9913,2014.0496,1467.9948,530.1778,3426.0849,1797.2579,1609.8078,108.4016,3519,215,61.0969,58.8776,2691,185,68.7477,64.2757,828,30,36.2319,38.6162,0.0436,0.0543,0.0131,0.0152,5.9615,16.7796,13.0593,11.7924,5.6112,87.5722,63.9905,37.0808,160.5537,89.4338,102.3822,6.8218,4.1668,5.0544,6.615,0.0445,0.0567,0.0149,0.0127,6.5845,12.0458,11.696,10.0502,5.7611,73.4599,51.7369,33.5895,139.6047,71.7984,96.8653,5.905,4.0154,4.7256,7.0503,2809,0.3941,0.6059,0.6171,0.3829,0.0207,0.9793,0.3599,0.6401,0.0476,0.1292,4079,21754,3832,232,524,525,1386,1412,1656,4967,4577,4770,4149,1635,1184,916,720,540,472,1321,7454,1902,2555,13857,1893,203,443,37,159,440,16
51610500300,VA04_FALLS CHURCH,51,VA,3.88843327398,-7.71745468393,3.88836888805,-7.71739244783,2,67,19,18,30,79,20,2,4,1,65,75,19,20,14,2,1,0,0,47,65,18,46,38,15,21,41,5,49,37,15,18,42,5,0,1,0,83.8,83.8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8321,5.4387,7.3036,543.302,154.0707,145.9617,184.0597,160.8185,44.1021,59.2248,161.9215,43.9853,60.1318,0,38,36,32,4,0,1,0,0,0,1,28,8,22,1,13,12,9,8,5,2,72.9448,89.1779,18.6736,24.1415,956,3075,7143,304,385,-999,0,3.2176,7.4728,0.5324,0.4027,-999,0,3.1787,7.3941,0.544,0.3948,-999,0,1137,232,146,86,1074,575,499,2404513,988318,1416195,43,204.0457,128.4081,75.6376,944.591,505.7168,438.8742,2114.7872,869.2331,1245.5541,37.8188,202.3412,127.0256,75.4682,945.7143,503.8662,443.6544,2123.4851,867.7524,1257.8257,37.1577,1274,41,32.1821,30.1627,1137,35,30.7828,28.7967,137,-999,-999,-999,0.058,0.0884,0.0305,0.0205,-999,0,13.3963,10.6271,8.1562,120.8805,87.927,53.8607,226.7565,122.1845,151.9869,5.7673,5.026,5.2032,-999,0.0573,0.0875,0.0312,0.0201,-999,0,13.2843,10.5127,8.1379,121.0243,87.6053,54.4473,227.6892,121.9764,153.4843,5.6665,4.7106,4.8675,-999,1201,0.51,0.49,0.0431,0.9569,0.0899,0.9101,0.799,0.201,0.0724,0.1048,2497,8542,1293,155,332,287,830,893,762,1374,1720,1985,1982,719,419,295,214,147,218,1905,6845,1103,98,402,32,494,1295,158,279,776,54
51620090200,VA00_FRANKLIN,51,VA,3.67135764337,-7.70561153539,3.67044752962,-7.69942693033,737.73,19,10,6,3,19,4,0,1,0,19,18,4,4,4,0,0,0,0,15,15,4,9,5,1,10,14,3,5,3,2,14,16,2,0,0,0,21.6,21.6,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,26.7599,12.6924,8.2052,57.6701,30.3527,18.2116,1734,81.2234,38.5247,24.9049,78.0233,36.7672,22.3243,0,7,6,6,0,0,0,0,0,1,0,5,1,6,0,0,0,3,3,0,0,81.5996,89.8675,22.5726,31.0599,4063,16220,32148,2104,2371,-999,581,4.1366,8.0569,0.8763,0.5836,-999,142.9978,4.2184,8.3501,0.9551,0.5138,-999,112.0554,4241,1543,1191,352,6874,4965,1909,11695177,6721859,4973318,386,363.8293,280.83,82.9993,1620.8441,1170.7145,450.1297,2757.6461,1584.9703,1172.6758,91.0163,335.8736,249.7876,84.6793,1422.3038,998.2569,419.0315,2485.9557,1344.0072,1126.3915,81.9942,4939,257,52.0348,50.3155,4241,234,55.1757,52.4654,698,23,32.9513,35.8936,0.0319,0.0445,0.0191,0.012,-999,5.9325,9.2622,8.1374,4.4239,67.9776,49.571,29.1124,125.4059,69.2106,80.9225,4.6326,3.2458,3.6069,6.8708,0.0325,0.0462,0.0208,0.0106,-999,4.6488,8.5505,7.2379,4.5134,59.6509,42.2687,27.1011,113.0506,58.6885,77.7285,4.1734,3.1386,3.4298,7.4843,4403,0.5063,0.4937,0.4074,0.5926,0.0128,0.9872,0.5652,0.4348,0.0594,0.1579,5805,21938,5203,349,739,748,2013,1956,2177,3416,3481,5116,5609,2139,1612,1297,927,674,693,3002,12455,3164,2440,8984,1998,363,499,41,153,240,29
51630000200,VA00_FREDERICKSBURG,51,VA,3.8245880022,-7.75593201254,3.82778563403,-7.75175660659,555.41,145,59,48,38,284,30,6,22,6,139,262,24,46,40,5,1,1,0,99,244,25,97,159,13,48,125,17,72,59,17,73,225,13,2,4,1,170,170,15,10,0,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,138.588,56.7968,47.7324,71.4071,29.0553,23.6382,1400.4207,68.2494,27.9703,23.5064,70.2667,28.728,25.7658,3,93,91,77,14,0,0,0,0,0,2,72,17,72,3,16,27,22,27,5,10,79.1968,90.2759,16,27.8112,16262,58352,126253,5063,8342,765,237,3.6499,7.8254,0.5427,0.513,47.0422,14.5739,3.6918,7.9198,0.5295,0.5233,48.3861,13.9788,17653,5932,4225,1707,31758,20957,10801,64947213,31145662,33801551,1223,336.0335,239.3361,96.6974,1799.0143,1187.1637,611.8507,3679.1034,1764.3269,1914.7766,69.28,347.3313,249.2977,98.0567,1850.67,1231.9609,618.8113,3757.938,1826.0519,1931.1568,72.6761,19557,840,42.9514,47.0534,17653,781,44.2418,48.4749,1904,59,30.9874,36.7309,0.015,0.0219,0.0076,0.0056,1.7008,0.9467,4.363,3.6821,2.3404,30.5961,22.0526,13.6445,57.7447,30.7358,38.6548,1.981,1.482,1.5831,4.0342,0.0152,0.0222,0.0074,0.0057,1.7494,0.908,4.5097,3.8353,2.3733,31.4746,22.8847,13.7997,58.982,31.8111,38.9854,2.0782,1.6235,1.7346,4.782,18173,0.5132,0.4868,0.1594,0.8406,0.0765,0.9235,0.7452,0.2548,0.0775,0.1006,44550,138080,20431,2504,5499,5604,15197,15746,16618,26424,26219,32612,26340,9867,6943,4922,3564,2619,2383,30270,103565,17476,7743,22314,2314,6537,12201,641,4877,10228,423
