zipcode12,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate
24522,49032,Lynchburg,VA,428,Lynchburg,VA
24523,49004,Bedford,VA,428,Lynchburg,VA
24526,49032,Lynchburg,VA,428,Lynchburg,VA
24527,49011,Danville,VA,312,Durham,NC
24528,49032,Lynchburg,VA,428,Lynchburg,VA
24529,49052,South Boston,VA,312,Durham,NC
24530,49011,Danville,VA,312,Durham,NC
24531,49011,Danville,VA,312,Durham,NC
24533,49032,Lynchburg,VA,428,Lynchburg,VA
24534,49052,South Boston,VA,312,Durham,NC
24535,49052,South Boston,VA,312,Durham,NC
24536,49032,Lynchburg,VA,428,Lynchburg,VA
24538,49032,Lynchburg,VA,428,Lynchburg,VA
24539,49052,South Boston,VA,312,Durham,NC
24540,49011,Danville,VA,312,Durham,NC
24541,49011,Danville,VA,312,Durham,NC
24543,49011,Danville,VA,312,Durham,NC
24549,49011,Danville,VA,312,Durham,NC
24550,49032,Lynchburg,VA,428,Lynchburg,VA
24551,49032,Lynchburg,VA,428,Lynchburg,VA
24553,49032,Lynchburg,VA,428,Lynchburg,VA
24554,49032,Lynchburg,VA,428,Lynchburg,VA
24555,49029,Lexington,VA,432,Roanoke,VA
24556,49032,Lynchburg,VA,428,Lynchburg,VA
24557,49032,Lynchburg,VA,428,Lynchburg,VA
24558,49052,South Boston,VA,312,Durham,NC
24562,49007,Charlottesville,VA,427,Charlottesville,VA
24563,49032,Lynchburg,VA,428,Lynchburg,VA
24565,49011,Danville,VA,312,Durham,NC
24566,49011,Danville,VA,312,Durham,NC
24569,49032,Lynchburg,VA,428,Lynchburg,VA
24570,49004,Bedford,VA,428,Lynchburg,VA
24571,49032,Lynchburg,VA,428,Lynchburg,VA
24572,49032,Lynchburg,VA,428,Lynchburg,VA
24574,49032,Lynchburg,VA,428,Lynchburg,VA
24576,49032,Lynchburg,VA,428,Lynchburg,VA
24577,49052,South Boston,VA,312,Durham,NC
24578,49029,Lexington,VA,432,Roanoke,VA
24579,49029,Lexington,VA,432,Roanoke,VA
24580,49052,South Boston,VA,312,Durham,NC
24581,49007,Charlottesville,VA,427,Charlottesville,VA
24586,49011,Danville,VA,312,Durham,NC
24588,49032,Lynchburg,VA,428,Lynchburg,VA
24589,49052,South Boston,VA,312,Durham,NC
24590,49007,Charlottesville,VA,427,Charlottesville,VA
24592,49052,South Boston,VA,312,Durham,NC
24593,49032,Lynchburg,VA,428,Lynchburg,VA
24594,49011,Danville,VA,312,Durham,NC
24595,49032,Lynchburg,VA,428,Lynchburg,VA
24597,49052,South Boston,VA,312,Durham,NC
24598,49052,South Boston,VA,312,Durham,NC
24599,49007,Charlottesville,VA,427,Charlottesville,VA
24601,49047,Richlands,VA,376,Kingsport,TN
24602,49047,Richlands,VA,376,Kingsport,TN
24603,49021,Grundy,VA,376,Kingsport,TN
24607,49021,Grundy,VA,376,Kingsport,TN
24608,49058,Tazewell,VA,432,Roanoke,VA
24609,49047,Richlands,VA,376,Kingsport,TN
24612,49047,Richlands,VA,376,Kingsport,TN
24614,49021,Grundy,VA,376,Kingsport,TN
24619,49047,Richlands,VA,376,Kingsport,TN
24620,49021,Grundy,VA,376,Kingsport,TN
24622,49047,Richlands,VA,376,Kingsport,TN
24624,49047,Richlands,VA,376,Kingsport,TN
24627,49021,Grundy,VA,376,Kingsport,TN
24628,49021,Grundy,VA,376,Kingsport,TN
24630,49058,Tazewell,VA,432,Roanoke,VA
24631,49047,Richlands,VA,376,Kingsport,TN
24634,49021,Grundy,VA,376,Kingsport,TN
24637,49047,Richlands,VA,376,Kingsport,TN
24639,49047,Richlands,VA,376,Kingsport,TN
24640,49047,Richlands,VA,376,Kingsport,TN
24641,49047,Richlands,VA,376,Kingsport,TN
24646,49047,Richlands,VA,376,Kingsport,TN
24647,49047,Richlands,VA,376,Kingsport,TN
24649,49047,Richlands,VA,376,Kingsport,TN
24651,49058,Tazewell,VA,432,Roanoke,VA
24656,49021,Grundy,VA,376,Kingsport,TN
24657,49047,Richlands,VA,376,Kingsport,TN
24658,49021,Grundy,VA,376,Kingsport,TN
24817,49021,Grundy,VA,376,Kingsport,TN
24826,49021,Grundy,VA,376,Kingsport,TN
24850,49021,Grundy,VA,376,Kingsport,TN
24873,49021,Grundy,VA,376,Kingsport,TN
24963,49040,Pearisburg,VA,432,Roanoke,VA
25413,49063,Winchester,VA,435,Winchester,VA
25440,49063,Winchester,VA,435,Winchester,VA
25444,49063,Winchester,VA,435,Winchester,VA
26704,49063,Winchester,VA,435,Winchester,VA
26711,49063,Winchester,VA,435,Winchester,VA
26714,49063,Winchester,VA,435,Winchester,VA
26755,49063,Winchester,VA,435,Winchester,VA
26801,49063,Winchester,VA,435,Winchester,VA
26802,49023,Harrisonburg,VA,427,Charlottesville,VA
26807,49023,Harrisonburg,VA,427,Charlottesville,VA
26808,49063,Winchester,VA,435,Winchester,VA
26810,49063,Winchester,VA,435,Winchester,VA
26812,49023,Harrisonburg,VA,427,Charlottesville,VA
26815,49023,Harrisonburg,VA,427,Charlottesville,VA
26817,49063,Winchester,VA,435,Winchester,VA
26823,49063,Winchester,VA,435,Winchester,VA
26838,49023,Harrisonburg,VA,427,Charlottesville,VA
26851,49063,Winchester,VA,435,Winchester,VA
26865,49063,Winchester,VA,435,Winchester,VA
26886,49023,Harrisonburg,VA,427,Charlottesville,VA
27212,49011,Danville,VA,312,Durham,NC
27305,49011,Danville,VA,312,Durham,NC
27311,49011,Danville,VA,312,Durham,NC
27315,49011,Danville,VA,312,Durham,NC
27379,49011,Danville,VA,312,Durham,NC
27926,49056,Suffolk,VA,430,Norfolk,VA
27937,49056,Suffolk,VA,430,Norfolk,VA
27950,49059,Virginia Beach,VA,430,Norfolk,VA
27956,49008,Chesapeake,VA,430,Norfolk,VA
27958,49008,Chesapeake,VA,430,Norfolk,VA
27979,49056,Suffolk,VA,430,Norfolk,VA
40843,49005,Big Stone Gap,VA,376,Kingsport,TN
41566,49021,Grundy,VA,376,Kingsport,TN
