drug_id,LABEL,nrecs2006,nppl_any2006,nrecs2007,nppl_any2007,nrecs2008,nppl_any2008,nrecs2009,nppl_any2009,nrecs2010,nppl_any2010,nrecs2011,nppl_any2011,nrecs2012,nppl_any2012,nrecs2013,nppl_any2013
d03757,fluorometholone-sulfacetamide sodium ophth,1860,1165,575,385,,,0,0,0,0,0,0,0,0,0,0
d03759,salmeterol,243340,53285,215540,43555,174360,34435,139920,28485,112820,22985,103620,21610,94685,19185,91885,19680
d03760,diphenhydramine topical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d03766,rocuronium,0,0,,,0,0,0,0,0,0,,,,,20,20
d03767,iron dextran,450,220,,,,,0,0,0,0,40,15,70,20,0,0
d03768,ocular lubricant,1940,880,3570,1560,9185,4505,11035,4875,6395,3210,9400,4625,3000,1060,5190,1725
d03770,"emollients, topical",15820,9520,10525,6380,2815,1735,2790,1645,235,165,70,60,45,35,660,290
d03773,stavudine,53940,8085,44435,6065,32455,4495,23470,3165,16985,2215,12590,1640,9715,1260,8250,1005
d03774,doxepin topical,15565,8390,15215,7710,10760,5625,7940,4275,6230,3460,5375,2970,4855,2560,5190,2805
d03775,famciclovir,78975,51685,87880,58040,85075,53080,83200,50800,98085,55245,88355,48725,88675,49410,97750,55380
d03776,isoniazid/pyrazinamide/rifampin,,,,,,,,,0,0,,,,,0,0
d03777,potassium acetate,155,80,185,80,35,35,50,30,45,20,250,15,110,15,,
d03781,ethinyl estradiol-norgestimate,91825,15645,97790,16340,99055,16850,105885,18805,115270,19875,123990,21625,127660,22085,135310,23375
d03782,desogestrel-ethinyl estradiol,34525,5025,37475,5360,36005,5190,36230,5190,34815,5210,36120,5635,36735,5655,37545,5790
d03783,bupivacaine-epinephrine,,,,,0,0,,,0,0,20,20,,,0,0
d03784,epinephrine-lidocaine,190,160,145,130,155,125,85,70,50,50,95,85,110,110,145,140
d03788,calcipotriene topical,90480,30230,85575,28850,79080,26015,71860,24035,67515,22660,76295,25130,76900,26630,86390,30725
d03789,potassium gluconate,250,100,25,25,0,0,0,0,0,0,0,0,0,0,0,0
d03790,potassium phosphate,210,45,485,60,105,35,100,20,,,,,0,0,,
d03794,cysteamine,305,35,270,20,265,30,200,35,400,40,510,60,540,75,375,55
d03796,magnesium chloride,185,110,,,,,,,,,0,0,,,0,0
d03797,magnesium oxide,970,705,,,,,0,0,20,15,0,0,0,0,3895,1255
d03798,magnesium gluconate,0,0,0,0,,,,,0,0,0,0,0,0,30,15
d03799,calcium chloride,25,15,50,15,45,15,,,0,0,,,0,0,,
d03800,calcium gluconate,495,105,1050,185,295,70,460,95,300,40,65,25,220,40,170,55
d03802,calcium lactate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03804,fluvoxamine,200610,22525,204055,22620,204120,22985,209610,24095,216070,25160,224065,25875,234045,26960,247780,27940
d03805,dorzolamide ophthalmic,212675,49405,198025,46610,173745,42930,188840,47150,215240,52850,242560,58670,264970,63850,310705,76830
d03806,albendazole,455,410,630,515,745,540,845,615,1130,770,1350,915,2665,2030,4475,3565
d03807,metformin,9098490,1444930,10658600,1613755,11423510,1728480,11699675,1844045,12107410,1994390,12915945,2170250,13428805,2327595,14712255,2663535
d03808,nefazodone,61935,8935,56570,7740,50490,7125,44735,6305,41890,6080,40370,5945,37165,5845,34665,5520
d03809,lamotrigine,1027835,136040,1329940,167190,1555990,190300,1692715,205195,1851120,223285,1991865,243450,2131680,261580,2309210,286560
d03810,vinorelbine,110,35,115,30,205,80,320,95,380,95,230,60,165,55,275,85
d03812,dalteparin,10265,4315,11310,4700,15430,6045,17575,7645,21870,9645,24370,9685,17970,7065,12725,3480
d03814,rimexolone ophthalmic,8340,3920,7760,3245,6080,2595,5530,2320,3895,1825,3435,1545,2810,1095,2515,1045
d03817,calcium glubionate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03818,loratadine-pseudoephedrine,3390,1610,10155,4500,12290,4660,8745,3290,8595,3125,5070,1670,6445,2145,6040,2025
d03819,conjugated estrogens-medroxyprogesterone,329470,56765,347115,57100,331180,54785,311780,52345,295185,49380,273415,47145,239810,43155,229280,42685
d03821,losartan,2453250,435345,2731520,423390,2629455,411320,2477505,390240,2818830,541005,4877525,918085,6626010,1222475,8314555,1593855
d03822,ferrous gluconate,100,90,,,,,60,15,,,,,0,0,515,230
d03823,iron polysaccharide,465,345,75,15,170,35,,,,,0,0,0,0,810,225
d03824,ferrous sulfate,1275,1010,15,15,,,,,155,40,35,15,35,15,7020,2465
d03825,nisoldipine,433880,81045,454975,76075,390915,64180,287810,44625,189330,31850,132460,20470,104185,16445,90875,15780
d03826,tramadol,3187200,919565,3993620,1116035,4444975,1213430,4804145,1314565,5377595,1529705,6789060,1895920,7400790,2064260,8351995,2358520
d03827,cetirizine,1482665,419770,1664845,431865,230275,121440,47795,16630,65425,20535,65185,18490,98760,26995,89785,25380
d03828,lansoprazole,5262030,1061140,4991205,871775,4132900,724860,3195760,577085,1585635,384315,1435645,318605,1270165,285090,1285855,274540
d03829,amlodipine-benazepril,2981785,476045,3475695,494020,3302830,455600,2836820,405825,2355330,353405,2067040,314140,1697120,275920,1661605,283335
d03830,hydrochlorothiazide-losartan,1376215,240550,1513395,229285,1396290,215340,1269540,197025,1288295,231205,1954810,359440,2427920,447350,2958390,563450
d03831,nilutamide,3185,785,3745,790,4095,1045,4200,985,3835,940,3830,1035,3985,900,3505,865
d03832,varicella virus vaccine,80,75,325,265,310,265,330,245,180,150,305,250,455,390,580,465
d03833,divalproex sodium,3161790,374885,3386875,390735,3461975,395700,3514580,401690,3575865,410645,3636605,421215,3653330,424725,3710595,433390
d03834,nalmefene,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
d03835,moexipril,149070,24935,134830,18530,112390,15325,92725,12970,78335,11355,68145,10310,60890,9690,53290,9080
d03836,acitretin,14285,3320,16145,3580,15515,3580,13695,3145,14190,3050,16020,3445,18560,4060,23760,5320
d03838,valacyclovir,322650,155400,419370,192625,482995,217035,497985,219365,557385,239770,612200,263000,693960,299320,841320,369420
d03839,mycophenolate mofetil,100120,19700,94785,15410,100100,16510,101330,17070,110545,18885,127310,22555,136355,23035,160225,27790
d03841,dexrazoxane,0,0,,,,,0,0,0,0,0,0,0,0,,
d03842,epoprostenol,0,0,0,0,0,0,0,0,0,0,,,,,,
d03844,dirithromycin,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03846,acarbose,104465,19125,111050,19625,109840,19205,107250,19210,109145,19780,112910,20400,114565,21435,122325,23375
d03847,carvedilol,3630355,588750,4600045,700970,5409395,832255,6128815,958780,6656065,1052675,7132330,1153460,7515510,1253025,8302570,1433870
d03848,azelaic acid topical,20990,12805,24555,14915,26010,16110,27065,16200,26560,16410,28420,17730,28980,17500,36215,22250
d03849,alendronate,5653780,999340,5958295,961230,6198715,1068320,7061955,1211495,6689335,1181335,5719355,1039655,4841255,888160,4433495,839325
d03850,bicalutamide,149110,32270,161325,33960,154490,33245,142180,31745,153205,33255,169495,37220,171845,37650,188035,42755
d03857,benzoyl peroxide-erythromycin topical,9630,3635,10895,4050,11270,4295,12455,4620,12420,4610,14485,5520,13375,5070,14975,5915
d03858,lamivudine,110080,16430,99795,13655,89715,12270,82585,11200,79100,10780,76360,10310,73665,10275,74640,9990
d03860,saquinavir,20955,3130,22140,2770,18465,2215,15245,1745,12565,1475,10110,1155,7560,830,6580,735
d03861,magnesium lactate,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03862,magnesium amino acids chelate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03863,tretinoin,785,165,410,135,635,130,645,140,1015,175,1235,230,1440,290,1485,385
d03864,glimepiride,2013740,329415,2397020,368800,2549085,391215,2583160,411830,2694045,439880,2789770,471440,2898265,504365,3233810,590320
d03866,calcium citrate,,,0,0,0,0,0,0,0,0,0,0,0,0,,
d03868,amifostine,65,25,,,0,0,0,0,0,0,0,0,0,0,0,0
d03869,riluzole,7480,1435,10235,1815,10500,1800,11005,1905,11750,2050,12535,2190,12895,2255,14145,2475
d03870,amphotericin b lipid complex,440,50,230,60,320,45,145,20,110,55,415,75,435,70,430,85
d03871,ibutilide,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
d03873,anastrozole,463050,70765,541880,79270,533855,81675,502625,80915,496995,85050,558310,92330,590170,100620,659270,120875
d03874,ceftibuten,1845,1425,1250,1000,1185,935,785,630,825,625,640,535,640,515,570,500
d03882,cefepime,12705,5080,18670,7205,18665,7590,22455,9125,26085,10345,31405,11870,32580,12600,36190,13370
d03884,trolamine salicylate topical,55,50,0,0,0,0,0,0,0,0,0,0,0,0,,
d03888,benzocaine/butamben/tetracaine topical,280,160,175,120,90,65,0,0,0,0,0,0,0,0,0,0
d03892,histamine phosphate,0,0,,,,,0,0,0,0,0,0,0,0,0,0
d03897,lactase,,,0,0,0,0,0,0,0,0,0,0,0,0,,
d03898,"sodium chloride, hypertonic, ophthalmic",175,135,,,0,0,0,0,0,0,0,0,0,0,390,170
d03904,balsam peru/castor oil/trypsin topical,479730,153705,57975,32690,,,,,0,0,0,0,0,0,0,0
d03906,pheniramine/phenyltoloxamine/pyrilamine,40,35,40,20,0,0,0,0,0,0,0,0,0,0,0,0
d03911,chlorpheniramine/methscopolamine/pse,16340,8745,13835,7600,3025,2005,470,345,165,75,,,,,0,0
d03915,hydrocodone-potassium guaiacolsulfonate,415,380,3070,2145,620,485,0,0,0,0,0,0,0,0,0,0
d03920,ferrous fumarate,55,50,0,0,0,0,0,0,0,0,0,0,0,0,,
d03927,bacitracin ophthalmic,62905,39430,77710,48405,76330,47310,75225,48020,43080,28940,57025,37235,68180,44435,81850,52115
d03946,ascorbic acid-ferrous fumarate,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03951,citric acid/k citrate/na citrate,2890,710,3335,695,1855,465,1545,395,1040,240,635,160,625,200,930,275
d03952,citric acid-sodium citrate,25460,6500,29045,7885,17090,4915,13520,3710,6340,1590,4940,1270,5845,1750,6720,1730
d03953,"electrolyte replacement solutions, oral",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03954,ferrous fumarate-folic acid,825,200,80,40,95,25,55,20,75,15,95,20,130,55,280,75
d03960,potassium bicarbonate-potassium chloride,5365,2050,7065,2235,3965,1315,3105,1060,2710,905,2490,775,2495,765,2105,765
d03962,potassium bicarbonate-potassium citrate,27415,7650,27505,6990,235,120,310,65,85,35,0,0,0,0,0,0
d03963,bacitracin/hc/neomycin/polymyxin b ophthalmic,4945,3685,5305,4065,4410,3420,3850,2960,3740,2725,3340,2430,3380,2375,3450,2680
d03964,bacitracin/neomycin/polymyxin b ophthalmic,7330,5915,7260,5810,6535,5005,5635,4535,6305,4400,5265,3550,4925,3495,4680,3605
d03965,bacitracin-polymyxin b ophthalmic,20865,14060,23375,15140,20820,13320,26890,17845,34320,20890,29760,18360,27800,17835,29180,19210
d03966,benzoyl peroxide-sulfur topical,95,30,95,70,0,0,15,15,0,0,0,0,0,0,0,0
d03968,dexamethasone ophthalmic,10625,5255,11740,5845,10435,5080,9160,4790,9630,5255,11935,6320,12025,6560,14045,7630
d03973,erythromycin ophthalmic,261320,155965,298020,178745,304870,182135,286690,171085,289395,177510,339805,209245,372330,227045,422725,262525
d03974,gentamicin ophthalmic,120700,93795,128995,99740,131740,101645,135345,105260,146385,111010,149660,113045,149010,113020,150560,116230
d03977,ofloxacin ophthalmic,45095,33185,56575,41555,57420,41875,69485,50275,84890,61220,178885,127275,253355,179905,330365,234995
d03979,scopolamine ophthalmic,6350,3360,5105,2775,4065,2375,3050,1720,1945,1090,1105,660,840,555,35,35
d03981,tetracaine ophthalmic,330,215,330,185,235,145,235,145,200,170,105,90,75,60,175,125
d03982,tetracaine topical,,,,,,,0,0,0,0,0,0,0,0,0,0
d03984,ritonavir,152680,22840,198735,26700,232630,30415,273540,34825,313320,38810,353835,42800,382090,45555,397500,46340
d03985,indinavir,13725,1915,11530,1455,8695,1085,6165,740,4690,575,3805,435,3035,410,2115,265
d03986,ganciclovir ophthalmic,0,0,0,0,0,0,0,0,1595,1040,5110,3350,8590,5360,14105,8650
d03987,benzocaine otic,680,555,770,645,520,455,135,125,80,70,20,20,15,15,0,0
d03990,carbamide peroxide otic,110,110,,,0,0,0,0,0,0,,,0,0,100,90
d03992,chloramphenicol ophthalmic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03998,sterile water,45175,23275,32705,15045,25645,10760,13145,3240,12525,3145,13360,3415,15505,4205,17080,5325
d04004,doxorubicin liposomal,0,0,115,25,195,40,255,55,255,45,75,25,25,20,135,55
d04008,trandolapril,233630,40285,199175,28595,171845,24785,152415,22505,135655,20285,120950,19205,115975,19100,113675,19970
d04009,docetaxel,955,220,810,195,705,185,910,245,765,215,970,250,820,240,830,235
d04010,gemcitabine,835,180,410,125,565,145,1480,250,985,230,810,225,505,115,1630,340
d04011,interferon beta-1a,95210,11920,105580,12060,105080,11730,105005,11735,105085,12090,113865,13015,120525,13530,125500,14375
d04012,terbinafine,120640,57040,121755,57105,146270,69410,163390,83650,181030,92570,182945,95275,201200,105170,249665,127730
d04014,topotecan,45,15,,,,,,,60,25,75,35,65,30,135,45
d04015,adapalene topical,8355,4300,8915,4485,8685,4335,7675,3780,4820,2820,4755,2700,5420,2790,7240,3910
d04017,latanoprost ophthalmic,2039980,432385,2334315,426015,2291600,417475,2007315,385180,1976790,360015,2130945,425570,2683150,500090,3325540,613700
d04021,benzoic acid-salicylic acid topical,95,65,305,175,960,575,635,370,80,55,80,55,,,25,15
d04025,mirtazapine,2663480,432710,2901205,460750,2949880,467670,3001140,480320,3092855,500925,3273455,532640,3405185,561430,3733970,621175
d04026,irinotecan,175,50,345,70,280,65,375,90,610,130,620,165,440,120,1015,185
d04027,meropenem,4205,1245,6240,1785,9340,3055,12890,3515,11480,3380,15835,4450,21600,6320,29580,8475
d04028,cidofovir,140,50,330,40,130,30,160,35,120,40,80,30,70,25,35,25
d04029,nevirapine,69035,8685,69320,8005,64455,7270,60800,6680,57890,6190,53910,5885,50000,5365,48190,5140
d04031,pilocarpine,39925,9530,46245,10785,50635,11935,56955,13840,66040,16180,67460,17405,67310,17360,90265,23100
d04032,sulfacetamide sodium-sulfur topical,27335,14390,22380,12280,5095,3165,3655,2460,2045,1215,1100,760,1155,765,1160,800
d04033,acetic acid-aluminum acetate otic,4085,2815,4245,3040,4095,2935,3595,2515,3370,2175,3550,2305,3045,1965,3150,2135
d04035,amphetamine-dextroamphetamine,168770,26865,236155,34150,292750,41000,356830,50305,454850,63070,548425,76760,622030,84280,769050,101220
d04037,timolol ophthalmic,1107085,276435,1216270,280080,1192145,276275,1170850,278060,1183660,283620,1243215,298745,1293870,304510,1410740,336550
d04038,betaxolol ophthalmic,161350,35175,153495,30570,117075,25695,92105,21110,77765,17510,63465,14715,55360,12805,53450,12785
d04039,carteolol ophthalmic,32005,7780,32205,7205,28110,6145,24120,5440,21945,4905,20170,4795,18660,4385,19260,4700
d04040,fexofenadine,1757785,489440,2294430,592205,2513830,614375,2523620,596145,2642170,628885,1554290,491100,167700,56265,10895,6010
d04041,fosphenytoin,330,130,470,130,510,180,300,120,165,95,230,60,275,85,30,30
d04047,midodrine,119590,24800,145970,29675,166275,33215,186830,37690,209050,42255,226615,46000,257925,53045,307200,63610
d04048,brimonidine ophthalmic,1018330,244425,1169470,262065,1163750,254610,1110545,241415,1107550,235980,1113165,238155,1162430,244800,1275140,273490
d04049,ammonium lactate topical,180010,86530,241000,111780,291605,129260,324500,141245,370750,159970,409755,172405,438145,184965,486890,208380
d04050,olanzapine,2790610,339505,2724815,316100,2574710,293650,2446305,278130,2423460,276065,2438350,277495,2437710,277980,2489610,284630
d04051,ropivacaine,0,0,45,20,,,0,0,0,0,0,0,0,0,,
d04052,pentosan polysulfate sodium,45425,10625,53820,11960,57465,12790,60500,12935,62105,13345,65270,14030,68020,14410,75470,15540
d04053,zafirlukast,149305,23755,130875,19805,111610,16130,100870,15295,93445,14740,98125,17585,106065,19835,100675,18010
d04054,penciclovir topical,25010,15775,29810,17795,26990,16690,25820,16355,25375,15850,21530,14375,20165,14080,20170,13680
d04057,zinc sulfate,1710,815,655,305,85,45,20,20,190,90,185,65,340,160,500,215
d04058,melatonin,,,0,0,0,0,0,0,0,0,0,0,0,0,175,80
d04059,haemophilus b-hepatitis b vaccine,0,0,,,0,0,,,0,0,0,0,0,0,0,0
d04061,bismuth subsalicylate/metronidazole/tcn,6765,6630,6285,6185,4970,4890,4225,4115,3385,3350,2105,2065,1580,1580,255,255
d04063,butenafine topical,15550,8650,13920,7575,9260,5040,7235,3755,5905,2960,4025,2045,3245,1615,2755,1425
d04065,trandolapril-verapamil,195830,35240,173005,26020,117490,16905,64230,10870,41195,6975,30950,5465,19530,4020,14420,3320
d04066,albuterol-ipratropium,1959510,524640,2004805,509680,1943525,499650,1874555,478450,1841355,469920,1928560,493960,1869475,476615,1794710,482105
d04067,reteplase,,,,,0,0,,,0,0,0,0,0,0,0,0
d04068,azelastine nasal,283520,133820,357305,159585,378520,164890,375905,159285,372265,160340,369665,159640,411990,176800,481495,208345
d04070,sodium phenylbutyrate,,,160,15,165,30,410,40,725,55,775,45,680,60,580,65
d04076,chloroxylenol/hydrocortisone/pramoxine otic,18700,14930,4720,4160,145,125,,,30,30,0,0,0,0,0,0
d04081,benzoyl peroxide-hydrocortisone topical,155,95,225,135,75,60,85,65,0,0,0,0,,,20,15
d04084,glycine irrigation,0,0,,,0,0,,,,,0,0,0,0,0,0
d04089,amino acids-urea topical,500,340,60,45,0,0,0,0,0,0,0,0,0,0,0,0
d04090,lactic acid topical,55480,24665,46325,21665,7190,3635,4225,2300,4990,2315,1150,690,195,105,35,30
d04093,hydrocortisone-iodoquinol topical,13270,7520,1995,1330,990,695,0,0,0,0,0,0,0,0,0,0
d04095,hydrocortisone/neomycin/polymyxin b ophth,22535,18735,26240,21790,25055,20980,23880,20080,21415,17855,19235,15965,17520,14475,16085,13490
d04096,imiglucerase,545,30,390,25,390,25,405,25,315,20,300,15,310,15,465,35
d04099,donepezil,3990085,609990,4854255,691910,5235055,735650,5405915,758045,5398980,759595,5352755,760080,5299600,763970,5582230,823185
d04100,amphotericin b cholesteryl sulfate,,,0,0,,,0,0,0,0,0,0,0,0,0,0
d04101,ivermectin,9790,7195,13515,10060,12405,9295,13170,9610,15050,11135,17515,13035,21765,15860,28970,20225
d04102,tizanidine,578360,128780,702895,151105,752230,158600,833580,176895,942095,200345,1078115,237235,1308755,303870,1613070,377120
d04103,zileuton,2775,1040,4395,1260,6220,1525,5610,1405,5710,1460,5505,1340,5875,1290,5300,1180
d04105,atorvastatin,15133900,2632870,15372900,2501935,13377835,2189795,11317440,1914370,10046485,1666760,10067455,1784540,12556560,2358070,16217910,3177965
d04106,fosfomycin,2760,1650,2950,1870,3520,2030,3550,2075,3460,2145,4405,2745,6855,3985,10915,6400
d04107,amlexanox topical,1430,1065,1900,1610,1630,1375,1745,1365,155,125,125,65,25,20,0,0
d04109,levofloxacin,2464490,1669000,2722670,1821630,2780785,1862900,2385940,1627005,2121625,1459405,1901115,1329905,2296920,1588510,2788225,1920615
d04110,miglitol,28655,5465,26195,4575,22750,3785,17140,3100,13295,2425,10580,1950,9260,1670,7510,1540
d04111,glatiramer,72035,10345,85530,11290,95590,12285,106060,13180,117105,14465,127550,15575,136275,16650,143565,17730
d04112,cabergoline,14320,2575,17020,2840,19450,3230,20540,3610,22455,3980,24270,4460,26625,4995,31245,5975
d04113,valsartan,4158895,704670,4912200,756445,5099525,788565,4836615,784620,5083625,806970,4754100,756610,4423820,708120,4422340,698655
d04115,topiramate,1030665,158550,1165430,168245,1230000,172375,1284270,181160,1400260,203375,1505975,222765,1613365,246155,1782390,284875
d04116,enalapril-felodipine,6665,1115,5505,800,3440,585,60,40,0,0,0,0,0,0,0,0
d04117,olopatadine ophthalmic,547610,234015,632680,256145,685815,259885,716660,254465,787085,269355,871185,295420,944650,304020,938970,304545
d04118,nelfinavir,37510,5205,32770,4140,25950,3255,21365,2590,18515,2225,15980,1820,13055,1500,10855,1205
d04119,delavirdine,2570,375,2510,290,2090,220,1425,190,1150,140,970,105,585,65,405,55
d04120,caffeine-ergotamine,10555,3220,12160,3565,12505,3690,13195,3750,11960,3475,6360,2255,1985,775,1170,375
d04121,tamsulosin,3049985,584990,3821330,678180,4127620,723845,4303735,763650,4635565,832905,5166200,940100,5687210,1062070,6746320,1315445
d04123,zinc acetate,360,55,115,25,,,,,,,,,0,0,0,0
d04124,tiludronate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d04125,imiquimod topical,68685,40800,74330,44925,71315,45605,64020,42560,59940,40235,60840,40855,64030,41845,67995,45305
d04126,anagrelide,27730,4710,34230,5045,33100,4935,31135,4745,28965,4580,28065,4580,27190,4635,29910,5175
d04128,lvp solution,160405,55685,192285,66155,203150,69990,193880,67020,199725,69530,216560,74505,217950,75810,216285,78150
d04129,lvp solution with potassium,7020,3360,8000,3650,8450,3455,7080,2540,5415,2475,5250,2550,4880,2415,5150,2375
d04130,lvp solution with hypertonic saline,45,35,145,45,55,30,170,40,275,60,70,40,130,40,105,35
d04131,parenteral nutrition solution,12225,1180,22495,1800,40015,1965,55325,2685,79550,3625,109230,5005,137720,6105,97110,4120
d04132,parenteral nutrition solution w/electrolytes,320,75,480,75,95,45,135,40,140,30,105,45,235,60,250,65
d04135,phenylephrine ophthalmic,1840,1410,1935,1440,1950,1570,1755,1410,905,715,755,515,640,530,845,715
d04137,toremifene,1945,350,1745,260,1450,255,1035,200,950,200,1175,255,1275,265,1435,275
d04138,tazarotene topical,10990,6535,11400,6150,11005,6035,11280,6190,9410,5020,9135,4440,7875,4150,9255,4920
d04141,hydrochlorothiazide-moexipril,111960,20200,108940,15510,94220,12725,77005,10545,64570,9435,58120,8625,48170,7845,42620,7475
d04145,pramipexole,488545,78930,660465,115635,834160,138450,800545,138220,799955,135020,818335,138810,862205,147265,978585,172370
d04147,naphazoline nasal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d04151,benzocaine-trimethobenzamide,8245,7015,365,345,0,0,0,0,0,0,0,0,0,0,0,0
d04152,hydrocodone-phenylephrine,65,65,455,365,130,95,0,0,0,0,0,0,0,0,0,0
d04156,letrozole,215675,36960,269490,42625,277815,45545,284490,48765,280830,47800,259475,44180,255795,43395,304640,54960
d04159,sorbitol,125,100,0,0,0,0,0,0,0,0,,,0,0,45,35
d04160,sodium biphosphate-sodium phosphate,38760,37805,47695,46475,46110,45055,28165,27500,19190,18800,16915,16455,14120,13680,12620,12265
d04166,acetaminophen/dm/guaifenesin/pseudoephedrine,70,65,355,340,485,430,35,35,0,0,,,,,0,0
d04172,calamine-pramoxine topical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d04181,cysteine,0,0,0,0,0,0,0,0,,,,,0,0,0,0
d04184,potassium aminobenzoate,90,30,,,0,0,0,0,0,0,0,0,0,0,0,0
d04186,phenylephrine nasal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d04191,papain-urea topical,106195,50870,103880,52085,26900,15325,2960,2230,25,25,0,0,0,0,0,0
d04192,colistin/hc/neomycin/thonzonium otic,3265,2780,3700,3205,3255,2835,3495,3120,4025,3660,4895,4330,5090,4530,6955,6300
d04195,chlorophyllin,,,0,0,0,0,0,0,0,0,0,0,0,0,,
d04196,bacitracin/hc/neomycin/polymyxin b topical,3725,2795,4390,3105,3900,2795,3350,2435,2600,1930,2600,1800,2045,1465,1840,1240
d04197,hydrocortisone/neomycin/polymyxin b topical,1920,1135,1775,1025,1740,975,1665,915,1080,785,1105,700,895,590,720,465
d04201,calcium glycerophosphate-calcium lactate,,,,,,,0,0,0,0,0,0,0,0,0,0
d04204,copper sulfate,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
d04205,povidone iodine ophthalmic,20,15,50,15,45,35,65,35,25,25,25,20,60,20,75,30
d04206,tetrahydrozoline nasal,760,435,690,380,675,315,810,315,735,240,705,230,475,210,100,30
d04208,silver nitrate topical,2480,1825,1965,1395,920,715,740,585,170,140,125,100,175,135,45,35
d04209,methoxsalen topical,60,40,70,50,40,35,70,55,,,,,,,20,15
d04210,estradiol topical,283610,126345,334275,138150,355650,144810,363005,145360,375555,156640,397470,165735,446760,185370,529040,220775
d04214,dolasetron,2870,1220,2135,800,1440,555,1155,450,1080,380,365,160,195,85,240,45
d04215,ropinirole,718525,142155,1197860,205590,1302840,202290,1399130,216810,1494435,232045,1562900,247720,1633465,262765,1780490,292645
d04219,lamivudine-zidovudine,106035,15160,100800,13405,87665,11375,77080,10060,69775,8800,64520,8035,58070,7435,50505,6145
d04220,quetiapine,4091695,533910,4711555,587175,5011620,608155,5128620,620285,5285585,643090,5366765,642100,5390845,643965,5561110,671645
d04221,tiagabine,100715,15380,87185,11920,71205,9275,57695,7350,49835,6240,42795,5100,36485,4580,33560,4080
d04222,irbesartan,1268395,233920,1331820,213085,1166310,193370,981675,166515,880160,161270,690345,138535,615250,110410,692705,137590
d04223,mometasone nasal,975695,398385,1114760,439460,1202900,465125,1140065,428875,1035600,396785,957410,369830,960485,370285,1027545,397305
d04224,interferon alfacon-1,2595,535,2870,560,2005,465,1735,410,1635,385,925,140,310,60,110,30
d04225,hydrocodone-ibuprofen,149080,57370,162975,60020,160210,59410,165910,61485,171250,64485,185120,68965,183740,68620,181890,68445
d04226,aminosalicylic acid,0,0,0,0,0,0,0,0,0,0,,,,,40,20
d04228,acetic acid otic,8980,6670,10270,7745,10265,7710,11180,8415,12045,9035,13265,9660,14170,10495,15225,11120
d04233,triamcinolone nasal,315875,139825,326740,136450,241080,101200,200330,79935,150545,63015,104295,43570,115285,44290,139475,53055
d04235,ipratropium nasal,137650,61190,178970,75355,196365,81905,214490,87370,238135,95400,273550,109635,319720,127205,399670,161850
d04238,amphotericin b liposomal,70,20,95,20,115,35,,,165,20,125,60,135,40,140,55
d04240,hylan g-f 20,440,405,50,50,0,0,0,0,0,0,0,0,0,0,0,0
d04242,sodium chloride nasal,50,45,0,0,0,0,0,0,0,0,0,0,,,165,95
d04245,hydrochlorothiazide-irbesartan,700690,128100,764585,120975,678805,110385,567425,94745,489710,88175,144570,41360,131100,25180,154040,31760
d04248,methylcellulose,40,30,0,0,0,0,0,0,0,0,0,0,0,0,55,20
d04250,chromic chloride hexahydrate,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
d04253,zolmitriptan,39360,10235,40195,9545,41260,10120,38930,9850,28090,7285,21490,5585,20840,4835,26610,6485
d04254,oprelvekin,270,100,195,80,275,95,170,60,105,40,65,30,60,25,50,25
d04255,rituximab,380,125,650,195,805,260,1420,375,1790,450,1680,480,1900,645,2405,850
d04256,cefdinir,200635,165010,219610,179340,218055,176360,251785,202150,295325,236215,348745,278550,383925,305415,465980,373665
d04258,clopidogrel,8299720,1323110,9520320,1402160,9843680,1440550,10029950,1486565,10079525,1520875,9968520,1523140,9564765,1519080,8975775,1592160
d04260,sibutramine,105,40,150,50,80,35,,,0,0,0,0,0,0,0,0
d04261,raloxifene,1630520,264230,1762945,264020,1624185,252220,1422225,224455,1286390,206875,1158450,191355,1068645,181035,1101390,190800
d04262,daclizumab,40,20,35,15,45,15,95,15,0,0,0,0,0,0,0,0
d04264,becaplermin topical,17535,8945,12930,6370,6535,3800,5610,2995,4635,2610,4605,2475,3565,1840,865,580
d04265,ofloxacin otic,47675,36445,45750,34585,51980,38900,55015,41345,58925,43880,68270,50690,72635,55625,89320,67885
d04266,eprosartan,39185,7390,32765,4820,24075,3425,11905,2205,7705,1200,3830,830,3140,560,3680,735
