Revenue Center Code,Revenue Center Label,# of records with this revenue center code in 2004,# of people with this revenue center code in 2004,# of records with this revenue center code in 2005,# of people with this revenue center code in 2005,# of records with this revenue center code in 2006,# of people with this revenue center code in 2006,# of records with this revenue center code in 2007,# of people with this revenue center code in 2007,# of records with this revenue center code in 2008,# of people with this revenue center code in 2008,# of records with this revenue center code in 2009,# of people with this revenue center code in 2009,# of records with this revenue center code in 2010,# of people with this revenue center code in 2010,# of records with this revenue center code in 2011,# of people with this revenue center code in 2011,# of records with this revenue center code in 2012,# of people with this revenue center code in 2012,# of records with this revenue center code in 2013,# of people with this revenue center code in 2013,# of records with this revenue center code in 2014,# of people with this revenue center code in 2014
0801,Inpatient renal dialysis-inpatient hemodialysis,15400,1405,19570,1655,25900,2245,28270,2075,29440,2390,32015,2960,41300,3550,45230,3525,44710,4210,39285,5110,43575,5440
0802,Inpatient renal dialysis-inpatient peritoneal (non-CAPD),195,30,440,20,210,35,.,.,195,25,225,40,235,20,40,25,105,40,215,65,400,45
0803,Inpatient renal dialysis-inpatient CAPD,55,25,180,50,50,30,85,.,115,.,15,15,70,45,20,15,50,25,75,35,170,45
0804,Inpatient renal dialysis-inpatient CCPD,0,0,0,0,35,.,15,15,60,15,40,35,15,.,60,15,655,30,80,45,760,60
0809,Inpatient renal dialysis-other inpatient dialysis,40,.,15,.,100,.,.,.,20,.,25,20,55,40,25,.,280,35,55,.,285,20
0810,Organ acquisition-general classification,480,455,595,595,955,885,775,740,600,570,640,625,960,850,1150,1015,1115,990,1195,1110,1215,1120
0811,"Organ acquisition-living donor (eff 10/94); prior to 10/94, defined as living donor kidney",0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,20,35,30
0812,"Organ acquisition-cadaver donor (eff 10/94); prior to 10/94, defined as cadaver donor kidney",225,220,335,325,320,315,655,615,820,725,865,785,875,830,735,680,800,705,605,565,710,645
0813,"Organ acquisition-unknown donor (eff 10/94); prior to 10/94, defined as unknown donor kidney",20,15,80,75,105,105,50,50,25,25,20,20,.,.,.,.,15,15,55,45,220,190
0814,"Organ acquisition - unsuccessful organ search-donor bank charges (eff 10/94); prior to 10/94, defined as other kidney acquisition",0,0,0,0,0,0,0,0,.,.,.,.,.,.,0,0,.,.,0,0,0,0
0815,"Organ acquisition-cadaver donor-heart (obsolete, eff 10/94)",0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
0819,"Organ acquisition-other donor (eff 10/94); prior to 10/94, defined as other",1195,715,1760,875,1825,1010,2015,1025,2840,1205,2605,1365,5190,1875,4685,1785,3230,1660,3230,1495,3350,1680
0820,Hemodialysis OP or home dialysis-general classification,6720,3465,7345,3665,6550,4185,7525,4545,8120,4795,6530,4160,7535,4185,6205,3975,8385,4595,9730,5250,9795,5865
0821,Hemodialysis OP or home dialysis-hemodialysis-composite or other rate,6579320,291885,8346145,301045,7844495,305690,28042935,308335,34712105,312415,35614855,318980,36942670,329005,38120675,337820,39110625,341115,39546215,343590,39856045,345455
0822,Hemodialysis OP or home dialysis-home supplies,0,0,180,140,.,.,0,0,15,15,30,20,.,.,0,0,.,.,.,.,.,.
0823,Hemodialysis OP or home dialysis-home equipment,0,0,.,.,0,0,0,0,0,0,0,0,.,.,.,.,.,.,0,0,.,.
0824,Hemodialysis OP or home dialysis-maintenance/100%,100,.,.,.,0,0,0,0,160,.,700,.,785,.,.,.,0,0,0,0,.,.
0825,Hemodialysis OP or home dialysis-support services,2430,465,1280,345,1420,335,1370,235,1090,235,885,170,525,155,0,0,0,0,0,0,.,.
0829,Hemodialysis OP or home dialysis-other,4580,2995,6505,4060,9855,5605,8695,5585,9375,6015,14485,8795,19460,11040,26945,13740,32535,16835,41260,21235,51715,25880
0830,Peritoneal dialysis OP or home-general classification,30,30,.,.,35,25,65,35,30,30,.,.,50,25,20,20,75,35,35,20,55,40
0831,Peritoneal dialysis OP or home-peritoneal-composite or other rate,205,105,2110,125,2920,110,3130,110,1820,190,2120,160,4060,330,2715,300,4885,305,3470,365,5655,480
0832,Peritoneal dialysis OP or home-home supplies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0
0835,Peritoneal dialysis OP or home-support services,15,.,.,.,.,.,0,0,0,0,0,0,.,.,45,.,.,.,15,.,0,0
0839,Peritoneal dialysis OP or home-other,.,.,.,.,50,.,.,.,0,0,0,0,15,.,25,.,15,.,20,15,20,15
0840,CAPD outpatient-general classification,40,15,.,.,80,.,80,25,25,20,50,35,20,20,35,25,40,30,55,40,40,35
0841,CAPD outpatient-CAPD/composite or other rate,299685,13000,322740,12715,299195,12680,1378310,11800,1704315,11410,1556905,11470,1514990,12095,1540000,13080,1523050,12985,1525665,13245,1462280,12855
0842,CAPD outpatient-home supplies,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0
0843,CAPD outpatient-home equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0
0845,CAPD outpatient-support services,9365,1675,7785,1305,3045,550,2795,495,1195,140,2225,105,2185,65,1625,.,590,.,.,.,0,0
0849,CAPD outpatient-other,140,45,70,.,75,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0850,CCPD outpatient-general classification,35,15,45,.,20,15,.,.,0,0,0,0,0,0,.,.,0,0,.,.,25,25
0851,CCPD outpatient-CCPD/composite or other rate,401765,16910,452175,16970,530995,18225,3211185,18730,4234235,19300,4443660,20560,4900075,22820,5547480,25875,6309980,28555,6924460,31475,7620780,33360
0855,CCPD outpatient-support services,20630,2775,18880,2420,9405,1310,8385,1080,3270,450,2905,380,1535,230,0,0,.,.,0,0,.,.
0859,CCPD outpatient-other,.,.,.,.,0,0,95,.,0,0,.,.,0,0,70,15,35,.,.,.,25,15
0880,Miscellaneous dialysis-general classification,1405,1055,1965,1340,2820,1850,4190,2200,3820,2310,4875,2775,4545,2690,4645,2915,4630,3005,5305,2900,5900,3065
0881,Miscellaneous dialysis-ultrafiltration,11480,5065,14195,5560,14115,5395,15600,6200,20150,7755,21715,8185,24260,8500,25915,8895,26150,9650,30655,11090,31595,11820
0882,Miscellaneous dialysis-home dialysis aide visit (eff 9/93),0,0,0,0,.,.,45,.,0,0,0,0,.,.,0,0,0,0,0,0,0,0
0889,Miscellaneous dialysis-other,1945,1045,2170,1275,1995,1225,2400,1465,2555,1570,2535,1460,3310,1605,2115,1205,2055,1000,3300,1270,2360,1295
0891,Other donor bank-bone; changed to reserved for national assignment (eff 4/94),.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0893,Other donor bank-skin; changed to reserved for national assignment (eff 4/94),115,75,45,35,.,.,20,15,0,0,15,.,.,.,15,15,0,0,0,0,0,0
0900,Behavior Health Treatment/Services - general classification (eff. 10/2004); prior to 10/2004 defined as Psychiatric/psychological treatments-general classification,177545,64695,446810,119175,426570,112800,436660,109975,451860,114575,467280,121490,534210,130390,559185,136255,592655,147210,478120,120635,511220,129555
0901,Behavior Health Treatment/Services - electroshock treatment (eff. 10/2004); prior to 10/2004 defined as Psychiatric/psychological treatments-electroshock treatment,78210,8380,79845,8460,79550,7875,78290,7695,76490,7645,78320,7990,84930,8245,83160,8490,90560,8730,89690,8630,91585,8300
0902,Behavior Health Treatment/Services - milieu therapy (eff. 10/2004); prior to 10/2004 defined as Psychiatric/psychological treatments-milieu therapy,0,0,0,0,0,0,0,0,.,.,110,15,170,35,45,20,15,15,70,.,.,.
0903,Behavior Health Treatment/Services - play therapy (eff. 10/2004); prior to 10/2004 defined as Psychiatric/psychological treatments-play therapy,15,15,15,15,15,.,350,65,45,40,25,25,.,.,20,20,.,.,.,.,0,0
0904,Behavior Health Treatment/Services - activity therapy (eff. 10/2004); prior to 10/2004 defined as Psychiatric/psychological treatments-activity therapy,350000,13055,404345,13740,421730,14505,467445,14785,452170,13890,474105,14470,427185,13740,386990,12910,272095,11085,174360,7670,157520,6260
0905,Behavior Health Treatment/Services - intensive outpatient services-psychiatric (eff. 10/2004),3630,85,2620,115,1100,85,1490,150,1315,115,1690,125,3645,190,1985,160,3125,240,2475,295,2780,175
0906,Behavior Health Treatment/Services - intensive outpatient services-chemical dependency (eff. 10/2004),0,0,265,40,400,45,430,60,445,40,170,30,640,85,415,80,325,50,20,15,60,15
0907,Behavior Health Treatment/Services - community behavioral health program-day treatment (eff. 10/2004),2105,70,2000,105,1770,90,1125,65,150,20,490,25,140,30,80,.,25,.,55,20,0,0
0909,Reserved for National Use (eff. 10/2004); prior to 10/2004 defined as Psychiatric/psychological treatments-other,295,70,60,50,25,25,15,.,0,0,305,.,1310,.,830,.,0,0,0,0,0,0
0910,Behavioral Health Treatment/Services-Reserved for National Assignment (eff. 10/2004); prior to 10/2004 defined as Psychiatric/psychological services-general classification,177735,50865,40,30,0,0,30,25,.,.,25,15,.,.,15,.,20,20,15,15,.,.
0911,Behavioral Health Treatment/Services-rehabilitation (eff. 10/2004); prior to 10/2004 defined as Psychiatric/psychological services-rehabilitation,7920,2325,8490,1965,8355,1725,6820,1465,5075,1310,12725,2450,11460,2055,10120,1960,8520,2140,5870,1585,7095,1790
0912,Behavioral Health Treatment/Services-partial hospitalization-less intensive (eff. 10/2004); prior to 10/2004 defined as Psychiatric/psychological services-less intensive,33055,740,30005,720,30810,800,27265,910,24275,525,39290,540,28770,495,26320,335,25345,330,16930,380,15165,355
0913,Behavioral Health Treatment/Services-partial hospitalization-intensive (eff. 10/2004); prior to 10/2004 defined as Psychiatric/psychological services-intensive,1115,140,780,80,635,95,2180,205,2800,280,1725,225,1300,155,1640,175,560,90,1490,205,1415,175
0914,Behavioral Health Treatment/Services-individual therapy (eff. 10/2004); prior to 10/2004 defined as Psychiatric/psychological services-individual therapy,934105,135425,991275,143260,1025235,144670,1059695,150855,1082870,154370,1106770,161800,1097010,166785,1147210,172855,1159175,179665,783435,121950,746370,114540
0915,Behavioral Health Treatment/Services-group therapy (eff. 10/2004); prior to 10/2004 defined as Psychiatric/psychological services-group therapy,2270170,70640,2551170,76380,2941150,81760,3491385,88600,3935035,92825,4346470,95470,3835355,93340,3496190,82805,3073880,79675,2305790,60000,2047030,53670
0916,Behavioral Health Treatment/Services-family therapy (eff. 10/2004); prior to 10/2004 defined as Psychiatric/psychological services-family therapy,14545,6850,16245,7050,17150,7365,18125,7370,15875,7305,13080,6140,14485,6500,14805,6600,17730,7215,19095,6725,15355,5740
0917,Behavioral Health Treatment/Services-biofeedback (eff. 10/2004); prior to 10/2004 defined as Psychiatric/psychological services-biofeedback,7245,2185,5835,1800,4415,1370,3855,1235,3260,1045,3420,980,2545,855,2985,1080,2490,980,1785,680,1530,605
0918,Behavioral Health Treatment/Services-testing (eff. 10/2004); prior to 10/2004 defined as Psychiatric/psychological services-testing,17490,13360,17890,14095,22280,14610,23890,15640,24755,16205,27030,17845,29495,18785,31280,19065,36205,21305,39215,23125,46575,25070
0919,Behavioral Health Treatment/Services-other (eff. 10/2004); prior to 10/2004 defined as Psychiatric/psychological services-other,31620,8570,30205,7410,30115,7230,30960,6665,29535,6350,25175,6330,28460,6635,24740,6565,21250,5730,23680,5220,25925,5295
0920,Other diagnostic services-general classification,684225,371925,684265,376970,689000,374720,705315,373710,714255,370065,748070,386775,771680,403445,781890,426170,832755,458890,905755,498990,947225,523570
0921,Other diagnostic services-peripheral vascular lab,2801735,1953505,2857255,1995040,2797065,1958210,2757720,1935435,2684550,1890560,2421940,1838060,2463825,1872195,2555930,1942240,2594320,1971320,2639170,2000485,2666245,2020170
0922,Other diagnostic services-electromyelogram,384325,124745,382530,123795,363735,118035,341110,110255,332380,106125,336330,106715,348175,109065,370550,114205,376080,118955,220410,117940,225885,121155
0923,Other diagnostic services-pap smear,46105,44665,46670,45410,32785,32135,24090,23620,25815,25305,26375,25930,25015,24600,18125,17810,18605,18300,15875,15555,12615,12425
0924,Other diagnostic services-allergy test,21475,6580,20415,6475,22260,6900,20145,6475,19885,6200,22445,6850,23120,7245,27725,7825,27925,8445,25845,8780,27150,9805
0925,Other diagnostic services-pregnancy test,240,170,305,210,190,165,115,105,95,75,35,35,80,70,110,105,100,85,60,55,20,20
0929,Other diagnostic services-other,24900,15250,28895,15785,20490,13245,16465,11385,9900,6690,11690,7605,9585,6230,16025,9405,18855,12100,28585,17440,28450,18915
0940,Other therapeutic services-general classification,1558435,572945,2177035,789030,2279880,796405,2369955,751350,2351835,724630,2362265,724840,2510580,742710,2579610,752420,2721675,789645,2786610,809035,2799025,815650
0941,Other therapeutic services-recreational therapy,735,165,170,120,95,75,260,65,95,80,70,50,1075,190,1715,260,40,25,345,110,120,80
0942,Other therapeutic services-education/training (include diabetes diet training),1008480,237465,1178555,257390,1353995,266320,1462160,260675,1530445,251915,2086805,253300,1695880,252755,1415300,248635,1076560,245855,858860,237970,795090,228550
0943,Other therapeutic services-cardiac rehabilitation,2707495,135775,2540725,127480,2790490,138280,2921325,142520,2854620,140805,2891965,143415,2938450,144610,2904070,143130,2912895,142610,2925570,144530,3054950,150620
0944,Other therapeutic services-drug rehabilitation,36940,1380,35420,1330,46145,1460,48745,1590,53350,1595,51875,1780,54570,2075,37915,2255,45400,2195,495,155,585,185
0945,Other therapeutic services-alcohol rehabilitation,50780,3000,45615,3155,41505,2855,41185,2810,34845,2650,34125,2500,31185,2255,29905,2025,27460,2110,385,120,480,145
0946,Other therapeutic services-routine complex medical equipment,35,25,210,150,260,125,125,65,225,175,190,145,190,105,65,40,40,20,40,35,15,.
0947,Other therapeutic services-ancillary complex medical equipment (eff 3/92),295,50,70,55,60,35,50,35,2125,100,1890,65,345,60,95,45,340,85,240,160,120,115
0949,Other therapeutic services-other,73720,27285,78255,28380,71175,23625,59475,20345,56915,19285,44710,13485,47625,13800,47625,14460,47595,15195,47115,15230,42285,14105
0951,Professional Fees-athletic training (extension of 094X),15,15,80,80,0,0,0,0,.,.,.,.,0,0,.,.,.,.,.,.,40,20
0952,Professional Fees-kinesiotherapy (extension of 094X),0,0,0,0,0,0,0,0,0,0,.,.,0,0,.,.,70,25,25,15,.,.
0960,Professional fees-general classification,32220,12990,107830,35135,176755,55720,243685,72825,311440,84475,327135,87160,334240,90255,356370,96855,372510,103545,391280,109625,391025,112105
0961,Professional fees-psychiatric,2685,1080,2940,885,5365,1250,6940,1690,12745,2145,13135,2380,13305,2675,13230,2775,13870,2865,12100,3190,12345,3345
0962,Professional fees-ophthalmology,60,55,50,45,260,240,460,445,815,630,4470,1900,4665,1770,5395,1685,4935,1565,6015,1670,6035,1820
0963,Professional fees-anesthesiologist (MD),480,440,3230,2865,5680,4905,6280,5485,6300,5545,7090,6155,7945,6885,9460,7930,10595,9180,10265,8525,9630,8040
0964,Professional fees-anesthetist (CRNA),22115,17975,47155,38370,53225,43520,69085,56335,85330,67690,89330,71495,94450,75600,105150,82870,113435,89045,116010,90705,117155,91255
0969,Professional fees-other NOTE:  097X is an extension of 096X,280,235,5105,2695,33925,9530,38110,10525,35360,10395,35560,10295,38350,11035,40315,12115,40855,12060,38200,11015,36560,10310
0971,Professional fees-laboratory,855,565,3450,2395,5415,3885,6550,4345,5885,4105,5435,3825,6950,4405,9400,5530,10130,6370,11735,7310,10080,6350
0972,Professional fees-radiology diagnostic,55735,28365,243905,101435,326810,132355,378785,152350,436595,168630,456740,171015,450855,169105,462765,177655,460635,177585,466370,178120,462445,176335
0973,Professional fees-radiology therapeutic,30,25,150,125,1010,520,1940,645,3130,905,3615,865,2875,910,2820,965,4580,1020,5795,1285,3860,620
0974,Professional fees-nuclear medicine,875,525,4945,2935,6485,3750,6905,3720,8200,4275,8400,4325,4590,3960,5095,4595,4850,4190,4540,3985,4110,3540
0975,Professional fees-operating room,2880,1995,10700,7270,14650,10030,18130,12000,21950,13765,24395,15680,25830,16445,30685,18985,35100,20710,36180,22165,37250,22860
0976,Professional fees-respiratory therapy,125,85,800,395,2740,1085,4485,1890,4390,1895,3465,1660,4465,2285,4215,2185,4115,2255,5025,2735,5415,2755
0977,Professional fees-physical therapy,.,.,.,.,40,.,0,0,.,.,.,.,0,0,0,0,20,20,0,0,0,0
0978,Professional fees-occupational therapy,0,0,0,0,0,0,0,0,0,0,50,35,70,70,140,115,115,80,75,70,85,70
0979,Professional fees-speech pathology NOTE:  098X is an extension of 096X & 097X,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,.,.,0,0,0,0
0981,Professional fees-emergency room,108440,69350,476220,265830,647440,355050,723815,389180,799960,426155,829715,442735,819595,432760,885605,464770,921355,480395,878720,467395,876255,463590
0982,Professional fees-outpatient services,7265,3715,57345,22605,91980,37405,116805,46040,132190,51190,141935,55500,152895,57915,193980,73475,225070,81300,243160,87340,278520,97690
0983,Professional fees-clinic,38110,17170,214955,63290,356825,97665,505570,132595,606890,155030,676380,173835,748200,190105,805285,203910,822055,213035,834835,221990,905010,237895
0984,Professional fees-medical social services,20,20,35,25,325,270,610,380,20,20,30,25,30,30,320,210,240,160,20,15,50,20
0985,Professional fees-EKG,17975,13480,64200,45570,104100,72535,127745,86845,139050,93310,151415,102275,154115,103050,166890,111210,179195,117790,176135,116575,180945,119290
0986,Professional fees-EEG,25,25,100,90,260,240,445,360,575,490,775,595,790,650,1045,890,1325,1065,1205,1000,1090,855
0987,Professional fees-hospital visit,1380,750,5210,2850,6810,3950,9295,5190,10795,6045,16300,8750,20120,10660,27430,14295,33055,16440,35785,16600,32010,16205
0988,Professional fees-consultation,465,425,2835,2610,6415,5700,8870,7520,10530,8595,10295,8585,5495,1675,3035,1240,965,815,825,715,480,405
0989,Professional fees-private duty nurse,565,50,200,20,125,20,350,45,425,50,4180,40,4385,45,3520,40,3510,65,6310,105,13180,220
0990,Patient convenience items-general classification,24420,17680,24955,17970,21160,15390,19655,13790,20820,14205,19125,12120,18585,12025,18610,12720,19120,13905,17255,13565,14525,11270
0991,Patient convenience items-cafeteria/guest tray,7470,5800,6330,4730,5665,4280,5080,3725,5930,4155,5545,4175,6275,5005,5960,4460,5320,3725,4185,3215,4090,3135
0992,Patient convenience items-private linen service,15,15,0,0,0,0,15,15,.,.,.,.,.,.,15,.,30,.,50,50,25,25
0993,Patient convenience items-telephone/telegraph,400,375,375,335,155,145,15,15,25,20,25,20,40,40,170,165,230,210,170,165,125,90
0994,Patient convenience items-tv/radio,725,630,535,465,640,530,410,330,375,315,55,35,30,30,130,120,180,165,200,185,85,75
0995,Patient convenience items-nonpatient room rentals,155,30,1710,385,2065,335,2115,340,2740,440,5650,1290,6115,1225,4020,730,2465,135,160,45,140,40
0996,Patient convenience items-late discharge charge,.,.,0,0,.,.,0,0,.,.,0,0,25,.,70,15,25,15,0,0,0,0
0997,Patient convenience items-admission kits,830,765,1345,1180,1110,875,835,705,675,575,645,530,655,595,550,510,315,275,240,185,190,75
0998,Patient convenience items-beauty shop/barber,100,40,20,20,35,35,30,25,65,35,130,85,165,160,25,25,40,40,55,55,30,30
0999,Patient convenience items-other,6305,2395,4570,1610,4200,1615,5225,1310,3310,1290,2450,1485,2600,1865,2630,2000,3350,2320,5700,2950,3015,1965
1000,Behavioral Health Accomodations - General,0,0,.,.,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0
9000,RUGS-no MDS assessment available,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0
9004,Reduced physical functions-RUGS PB2/ADL index of 6-8,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9030,Extensive services-RUGS SE1/1 procedure,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9040,High rehabilitation-RUGS RHC/ADL index of 12-14,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9042,Very high rehabilitation-RUGS RVA/ADL index of 4-7,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0
