HRR #,HRR City,State,Resident Population (2010),"Total Physicians per 100,000 Residents (2011)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Medical Specialists per 100,000 Residents (2011)","Hospital-Based Physicians per 100,000 Residents (2011)","Surgeons per 100,000 Residents (2011)","Resident Physicians per 100,000 Residents (2011)","Allergists/ Immunologists per 100,000 Residents (2011)","Anesthesiologists per 100,000 Residents (2011)","Cardiologists per 100,000 Residents (2011)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2011)","Critical Care Physicians per 100,000 Residents (2011)","Dermatologists per 100,000 Residents (2011)","Emergency Medicine Physicians per 100,000 Residents (2011)","Endocrinologists per 100,000 Residents (2011)","Family Practice Physicians per 100,000 Residents (2011)","Geriatricians per 100,000 Residents (2011)","General Surgeons per 100,000 Residents (2011)","Gastroenterologists per 100,000 Residents (2011)","Hematologists/ Oncologists per 100,000 Residents (2011)","Infectious Disease Specialists per 100,000 Residents (2011)","Internal Medicine Physicians per 100,000 Residents (2011)","Neonatologists per 100,000 Residents (2011)","Nephrologists per 100,000 Residents (2011)","Neurosurgeons per 100,000 Residents (2011)","Neurologists per 100,000 Residents (2011)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2011)","Ophthalmologists per 100,000 Residents (2011)","Orthopedic Surgeons per 100,000 Residents (2011)","Otolaryngologists per 100,000 Residents (2011)","Pathologists per 100,000 Residents (2011)","Pediatricians per 100,000 Residents (2011)","Plastic & Reconstructive Surgeons per 100,000 Residents (2011)","Psychiatrists per 100,000 Residents (2011)","Pulmonologists per 100,000 Residents (2011)","Radiologists per 100,000 Residents (2011)","Radiation Oncologists per 100,000 Residents (2011)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2011)","Rheumatologists per 100,000 Residents (2011)","Urologists per 100,000 Residents (2011)","Vascular Surgeons per 100,000 Residents (2011)"
371,Sioux Falls,SD,770581,182.50076942,73.667606511,106.31416985,34.294210433,20.717996114,39.205771559,17.532959996,0.5636258567,7.6387470128,4.9735573605,0.9962816156,1.3426974937,2.3585765428,5.7736877973,0.7687967176,48.404050415,0.3357390968,8.3674271036,1.7940956677,2.2849610702,1.2817336252,18.971920103,1.1710287079,2.4209927765,1.3814517019,2.9592532017,53.88769463,3.4774961888,6.4686633698,3.1758139974,3.522295993,7.0767052323,1.0337519495,7.2832777605,0.706032231,9.359165687,1.3701445563,2.4494461845,0.9247646896,2.1441948929,0.3304511081
373,Chattanooga,TN,699600,177.63122832,65.708200637,109.58791074,38.396594152,22.43606194,37.716069877,20.997161384,1.2675916667,9.5121781581,5.2447133145,0.735989306,2.1022365822,1.1564035173,7.4704374532,1.1669153656,25.181702795,0.5179774494,6.782875156,3.2791679739,1.733142447,1.1808466315,26.419648914,1.3696934192,2.2348573478,0.2511694471,2.4335817069,61.066600662,3.6813313105,6.0591642262,2.4304447553,2.9950884115,14.15324175,1.9128721333,6.2562085529,1.6679290832,8.1645117141,1.0090342937,2.5190694438,1.3490896407,2.1663807231,0.9052268725
374,Jackson,TN,334537,163.10650207,64.547177097,96.320997332,30.987799105,18.984110233,38.544679123,17.969435273,0.5508486225,6.49025182,4.9580089919,1.4307308308,1.7024904768,1.8835377527,6.1243959086,0.6988488545,31.341860642,0.2924731546,7.5049266096,2.4833415086,1.8305422109,1.1392437902,22.952725109,0.4820542273,2.3393890805,1.346222423,2.145781621,61.608997471,3.620797768,5.076487972,1.7694066706,3.6917523158,10.205165863,0.9110755013,3.780504369,0.883837218,7.2403979207,0.6345919628,1.389945771,0.6013387755,3.1967960602,0.9057654628
375,Johnson City,TN,278935,206.34150876,81.509669218,122.8413871,42.528567662,23.116662935,38.957790147,59.339916818,0.638810345,9.9008874854,4.6842767476,1.0566161974,3.24468376,3.7637930072,8.3221974516,0.6195688812,36.394168917,0.5613531057,9.0476338623,2.8887778706,2.9687369573,1.8801653549,28.760887588,0.9738471774,1.7536486711,1.3660311166,3.7460665654,53.80938745,3.274787884,6.04319799,2.2371761016,5.2443657838,16.509699873,0.7751017772,11.985637671,2.13694045,8.8226397074,1.0912988643,2.4191284189,0.8974002631,2.7449921932,0.80496582
376,Kingsport,TN,476243,203.63062818,81.80876443,119.64186473,40.27415518,22.526342423,44.305060402,22.397707276,0.9522055933,9.3644943989,6.5849194522,0.9454343514,2.6839221586,2.0417730265,9.845717837,0.5160932874,43.852206626,0.4099362643,8.4770919454,3.2520785676,2.6729159951,0.7684085092,26.519138239,1.1316301344,1.6574426826,1.685558665,3.4765894628,73.670603382,3.7008876289,7.4916261063,2.9389323351,3.7409218276,10.786128132,1.4291059428,8.0248110726,1.1525443061,10.244046696,0.7980404431,1.0111864944,0.659223674,2.539579791,0.5688842973
377,Knoxville,TN,1369132,183.17820948,70.88933078,110.13713411,37.847981264,22.73192411,37.303984297,16.261043293,1.0511514687,9.5843470851,5.5232401116,0.6902924436,2.8930009839,2.0138733264,7.3000503783,1.0214980041,32.638544902,0.4893197194,6.7354862961,3.0819627267,2.4484039941,0.957985095,25.209869177,1.2799450812,1.5943650014,1.1328191482,2.6483140263,60.366963005,3.231598016,6.0976885441,2.6002379156,4.0694812487,13.015086964,1.0902281333,6.5698540968,2.1006695259,9.2164148387,0.8817804855,1.4073419265,1.1960146716,2.4460219412,0.7042433214
379,Memphis,TN,1814698,171.33420603,60.843269743,108.31352154,36.608123971,22.581969947,35.96539943,35.67399183,0.6410640883,9.3695824768,6.2103238971,1.4586966407,1.8520431447,1.8663303614,4.0957955616,1.3971465013,22.666423647,0.5395062501,5.5157415986,3.3675132596,3.6505108587,1.4387289687,25.823283631,0.7936125485,2.8794363519,1.3065105386,3.0419826548,55.225082096,4.1987998611,5.6880041667,2.1288145034,4.448161909,12.419443475,1.083563217,5.9898161235,1.1994233165,8.1869026189,1.0336868047,1.3041325607,0.6630542244,2.4198616417,0.5836968767
380,Nashville,TN,2783104,188.8240555,64.223381351,122.31295384,44.672513512,23.066548496,39.468311251,31.181664934,1.0412519762,9.8101147401,6.8953833151,1.3644193062,2.3802648041,2.4836425572,9.1708576905,1.3879906018,23.651634305,0.4800693387,7.0499396972,2.6331094336,3.0900374503,1.4356476168,27.90057443,1.0833095903,2.0896718873,1.3910853933,3.5811863912,50.885749102,4.1158452256,6.6633828011,2.396825164,4.6751263827,12.744312136,1.9781993021,8.7217621171,1.7520805836,8.7156606044,1.1876280663,1.7134630105,1.0150829005,2.9064469963,0.8392636496
382,Abilene,TX,295464,161.05569611,61.588080276,96.494015053,28.843577603,23.402754399,38.999364244,11.38855571,0.468296014,10.494956418,3.2540599548,1.2285899425,1.1114202027,1.3394494113,5.6057454321,0.479138798,36.968111963,0.701657975,6.0057248778,2.3854206085,2.7717965826,0.516244692,16.36931922,0.5909472744,1.3595949567,1.3476198351,2.6896680855,65.896108056,4.3919726708,5.9923218835,2.6969502286,3.9152890221,8.6273323102,2.1650293765,3.0839194243,0.7518715466,5.7439866054,1.0285871996,2.0398596038,0.4980496276,1.7810607817,0.2001989292
383,Amarillo,TX,444842,151.16598749,55.718772731,93.051957428,31.856399797,19.932511009,34.554595735,22.592799545,0.5206620376,7.5742589141,5.6863112996,1.2373659758,0.5963096048,2.3656661837,5.7127493163,1.6219743189,29.972937554,0.5246685181,7.3404423482,2.6411748424,2.4147229598,0.3391124273,17.933444016,0.3016669592,1.7210563221,0.8083670915,2.0155437071,54.105242539,3.4090192178,5.0673226426,1.7388305781,2.5405996995,8.2521161126,0.8501839155,4.0565106247,1.4180293938,6.3464983357,0.5271726264,1.0895043886,1.1858177231,2.4686467752,0.67903324
385,Austin,TX,1736429,206.42869801,71.834932677,132.24755581,49.582450342,26.258477685,40.012104864,16.992616916,2.1703708482,12.92227344,6.5036804545,1.1392523167,1.6342063656,4.002135888,13.314706566,1.0956795119,31.202998766,0.5708599172,6.0120910899,2.3350302745,3.03083194,1.0513705288,24.78528619,1.7274429079,1.997340113,1.2527803598,3.4092530723,49.661687959,6.2780928329,6.8378414507,2.8067431818,3.3442421175,15.36475714,2.2952830588,11.704618236,0.7806764433,5.5018371096,1.1684375297,2.5509293692,0.6813801698,2.6116738032,0.7207665633
386,Beaumont,TX,464158,165.24838812,53.483925535,109.62677631,37.897632871,26.800961706,36.578097613,19.381520992,0.5045945286,13.574715662,5.6067165894,1.9914195822,1.1464557136,1.7095523432,7.005685007,1.1127228664,26.819691611,0.6636349111,5.9534491654,2.9863875746,3.5226919828,1.0185560341,18.037590536,1.1374316872,2.0625883288,1.7038299734,3.5167938964,53.242429989,3.6958696407,4.7998975447,2.671078739,4.5349546088,8.6917283811,1.9030110886,5.4188038953,0.8710061308,8.5555247974,1.3164858914,2.1719410203,0.6723574568,2.2427029309,0.2218132787
388,Bryan,TX,275362,166.76436763,66.068522572,98.253926129,40.541655967,21.066414044,30.782610997,20.17664613,1.2618818458,8.7662057037,5.7586453206,2.0203231818,1.2365027535,2.1534733855,9.8980032618,0.9362798813,37.88059216,0.5396685757,4.3205308934,3.3979460222,2.9562104702,0.6870548392,17.514078984,0.5029115282,1.8810440757,1.4315638317,2.6755379913,41.230904368,2.7211741079,4.7008215283,3.2578061487,3.1530989666,9.8736170105,1.0913523245,3.7843872421,1.2701394168,4.0465782968,0.9941064842,1.4530109458,0.9022723491,2.5421329809,0.1271998388
390,Corpus Christi,TX,563897,156.11440352,57.123225697,96.640665056,31.63047382,25.269731015,32.48668639,24.602734271,0.4885227465,12.068419746,5.7953297353,0.8510319865,0.7809263009,0.8406154565,7.6367671133,1.0098027969,27.114562225,0.2971896547,5.9636999433,2.0536093612,1.564471572,0.3485691462,15.081435953,1.6474967491,2.7101563241,1.0575051186,1.5704268151,51.177203554,2.9074891955,5.1234174351,2.2816835009,2.2804425205,14.590443546,1.0434742623,3.094067705,0.9684111725,7.3997612753,0.9654619011,0.9843695499,0.6625982444,1.694068413,0.8133762168
391,Dallas,TX,4819340,190.8242376,62.832265613,125.77438686,46.422281132,30.064436732,37.543197222,30.090621216,1.4072142434,16.965614749,7.3040076711,1.1863871631,1.7494900335,2.7153453129,7.3017387203,1.547181797,24.872181994,0.7687022754,6.4257020234,3.3603936927,3.8179363266,1.6451330104,27.514532526,1.1518850906,2.6557334803,1.2370023685,3.6159040585,51.486484684,3.638034172,5.9846408089,2.6788487848,4.6379496943,11.058929546,2.1563096525,7.7990487684,0.9654063812,7.9920518152,1.1267735497,3.3024494773,1.3146035767,2.4691656184,0.644783209
393,El Paso,TX,1113021,146.89437118,50.974662411,93.754859972,34.52331416,21.752604376,30.093388103,28.72899862,0.7028628223,9.349765479,5.0322237428,1.2528522081,1.3335966218,1.4251921981,8.3703837418,0.817852098,21.596559027,0.3672782597,5.670461788,2.3608022121,2.6668691582,1.4388287898,19.476639583,0.5820514219,2.2756620489,0.9435617515,2.026495694,44.996056398,3.4646055356,5.4990987153,1.6856305672,2.5849190444,9.9638686496,0.912078991,5.6707804774,0.8430954666,4.4651782142,0.5504372018,1.2782479678,0.8128572669,1.0555541394,0.2369257255
394,Fort Worth,TX,2187569,164.7835575,57.471677695,104.77748636,37.377842377,22.797167129,34.858819159,15.084126084,0.6738109592,9.7494119368,4.6689716231,1.0091574652,1.3127482083,2.526238776,7.503701722,0.6286687185,28.332971334,0.7276669506,5.5533052685,3.5450130336,2.8823853267,0.8979972227,19.944530796,1.3987668109,2.1762975903,1.2994002311,2.8554065242,48.684737951,3.9542524008,5.8147343133,1.8544731763,2.480755844,9.4270763304,1.7789976442,5.2848298534,0.8317649028,8.1532280857,0.8785227966,2.5415466249,0.6235540915,2.6025874371,0.5295208144
396,Harlingen,TX,586996,113.79869544,45.117632696,66.339156446,24.242622018,15.319805779,22.563519971,10.68193413,0.6478092384,5.3621274071,4.2439978419,0.9513568385,2.2178588863,0.9028012732,3.326235131,1.2052928554,19.023252432,1.0154311336,3.8801186148,1.5540939768,1.8427409239,0.3638788981,16.666528867,0.8960256276,1.1211541395,0.9856222392,2.0573093774,37.223206208,3.0508172517,2.3238435883,1.1847311805,1.8531887884,9.2760412144,0.8327268055,3.1910622442,0.6730412895,2.6479136431,0.6651464669,1.5171044581,0.486472757,1.0116357,0.2705080538
397,Houston,TX,6463755,178.74407276,56.387442321,120.3175835,47.40189053,25.933359644,35.0336072,40.664989863,1.3074537738,12.721900889,7.5516005928,1.3662061222,2.0805113343,2.9950440618,6.7127903132,1.3389955256,23.697382561,1.1134776966,5.4096719176,3.2945956941,4.8113773129,1.8482184836,20.973521317,1.2063717465,2.7293241791,1.1325186068,3.8193642987,45.960041165,4.2351169723,5.1206663858,2.4746784622,4.732069925,11.57616114,2.6235958807,7.2514490746,1.1577988306,7.6261885754,1.4755966642,2.0637578391,1.0622216306,2.502800684,0.4753153796
399,Longview,TX,210478,158.28377884,48.213415429,108.17862813,42.505768343,23.189151795,34.846741621,9.2823290096,0.5664209546,9.9545578896,5.6549162045,1.3293292443,3.1059068241,2.2666141184,12.86330844,0.6450693292,20.349227774,0.4379808394,6.0778479717,3.6672119811,2.5017143419,0.6302813879,18.351581089,0.5345870663,2.3390653706,2.1992210876,3.0023465811,52.66413423,2.3351214534,6.0425016884,2.7192390712,4.2304359445,9.5372741607,1.1625881338,5.47422756,1.0899710708,9.417851125,0.5996936136,0.8711659413,0.620040167,1.9218535115,0.2775693654
400,Lubbock,TX,706866,160.57928683,59.113630636,99.106349747,32.186871873,23.37927483,35.01251154,35.420391772,0.9787584757,10.347831979,5.7814445857,1.1655641292,0.8586633923,1.8026479541,4.543619492,0.7150053927,31.757192335,0.5149804138,6.8137192015,2.5072502321,2.0655804251,1.1207902333,17.731610937,0.6365996073,2.2072319385,1.2358905476,1.864747153,44.210239633,5.0092926906,5.4133526548,1.3668045438,4.2038393132,9.7899307367,0.7554297243,4.9046943356,1.1635271245,6.0690138897,1.4044161637,1.6772778052,0.83088141,3.6361506376,0.2315852924
402,McAllen,TX,677095,117.44206214,47.498081063,67.311552127,23.149278539,17.240711249,23.148584499,9.5546254365,0.406464641,6.6847570598,5.4675515633,0.6612096055,1.1080078011,0.4698916986,1.4801818716,0.4000113976,22.986145613,0.4059009721,3.9871142937,2.1442993086,1.9877842241,1.2739972533,15.246251427,0.8750820844,1.6335222998,0.6332580267,1.3121495879,33.339777941,3.9391974854,2.898630227,1.4449682416,1.6053565807,9.0796390185,0.8316333355,2.4520528,1.2962003353,2.629874544,0.8019147401,1.1344072187,0.8779525091,1.461246667,0.3778320341
406,Odessa,TX,350538,139.82119585,49.001263319,88.904771932,30.231047406,19.895550675,32.474191449,23.421064347,1.157251746,7.7540057736,4.5052663396,0.8979560766,1.453818244,1.8434388331,5.5721388097,1.1953557642,20.311560732,0.6275453106,6.6674778171,1.6152826273,2.2424544048,0.6811113566,23.116676715,1.1230578924,1.8715539352,0.7521308876,1.9032914755,54.573609069,2.0765589341,5.4017999045,1.4193582438,2.0279910128,6.5323263137,0.6023997595,4.6008458714,1.1859204812,5.7146550732,0.6552170964,1.3527828843,0.6389412975,2.565953696,0.6148679553
411,San Angelo,TX,159583,171.1389785,66.492996462,102.06196866,31.820947826,24.7768572,36.561095673,10.404729703,0.1890733344,11.574352282,4.3741849266,0.7750362725,0.8930459404,2.0373109477,8.1533674357,0.1821404305,35.316868139,0.1319970115,4.2495117745,2.5902218872,2.0446693902,0.7118968466,19.955722563,0.1620254425,3.0503678951,1.9172870499,2.7056440254,59.832542332,4.1070446598,5.2370658273,2.2292276177,4.1746738195,11.461079063,2.1299011817,6.8446611304,0.1925029898,8.6455496363,0.6894221606,0.9937083569,1.2396899392,3.0714743603,0.6952732387
412,San Antonio,TX,2720324,193.185885,63.014129686,127.95689036,48.687247162,27.588409643,38.534656143,35.804426213,1.3641569935,14.405775851,6.664390727,1.1218295948,2.1461404591,3.3890156079,8.2804792764,1.6517450187,29.783288393,1.3667483193,7.2514050237,2.9820974676,3.1129236051,1.5736926064,21.41087163,1.3755274765,3.2782116488,1.1921674151,3.3664381813,45.757310373,5.0232842529,5.7317542403,2.7883349188,4.3929113789,11.823448945,2.059254563,8.4850580985,1.1102303283,8.4744514748,0.9426689059,2.3373533501,1.6106875723,2.3401290195,1.0411985477
413,Temple,TX,495262,225.29419757,85.479706277,137.46799178,60.402465324,24.555069805,40.267434229,55.400484893,1.453021486,11.064967804,9.2800196176,1.5696524763,2.2156366107,3.4134380406,16.047394845,1.3759391504,42.15327953,0.9567273581,8.0998235822,4.7349036093,3.3788829743,1.5839012299,30.595593994,1.2873166801,2.7754433144,1.0909306291,3.99172933,45.699155056,6.1489384026,6.4784923748,2.1230970815,4.3956061365,13.565892525,1.6836166186,9.1611588942,1.4214066106,14.675175596,0.9995846686,2.7387823959,1.0988558048,2.9811308475,0.8140586571
416,Tyler,TX,567755,175.0758229,60.094314884,112.86727745,42.186381292,24.851524868,36.985151215,12.391938921,0.7532807123,11.695615598,4.8930355599,1.1631588222,1.7660340448,2.0112602959,8.4199551255,1.1514890253,33.203491148,0.2877486979,6.4333916268,3.4091609277,3.0067982467,0.9116768091,18.175949538,0.4826425571,2.5106991138,2.0852363827,3.5538887768,54.631527836,3.0857114501,5.1629631745,2.0738634409,3.1817396098,8.9621378499,1.0926203985,6.3978989387,1.9722506666,7.4499335923,0.8086652144,3.2701505078,1.1287724493,2.8690312649,1.3000695538
417,Victoria,TX,145278,178.22945743,65.680932973,110.0680474,37.040684762,26.45511872,37.420056349,16.18510142,1.3969739192,13.185793153,5.5474835258,1.6025655272,0.7287021625,1.8320547627,5.0065455067,0.3178957433,35.882701933,0.8045132496,6.519724586,3.5595946326,2.3714207892,0.3603430105,17.772937077,0.3834736052,1.781652046,0.5558984744,3.5976762908,63.082501205,3.1383085394,4.9133036603,2.2350108942,3.8601601251,12.453548824,2.6586612309,6.4511957295,2.4704244262,8.5638958807,0.793085103,2.7563015432,0.8211174095,2.3024739831,0.8132892356
418,Waco,TX,347363,173.34495267,62.727128358,108.42382707,32.895673027,26.523219521,38.48197489,24.194224154,1.2590795964,13.203390242,3.9111889972,1.701859308,1.0527724108,1.0788150375,8.1125785661,0.5456777119,42.148520455,0.6410863667,6.1296419183,3.2485715148,1.9035093087,0.8442231617,13.204145772,0.4985407561,2.0604511264,1.980639774,1.7554365977,54.829373117,4.9936712857,5.7949799479,1.6485014515,3.4802992126,7.7136376836,1.4633318012,8.3313895885,1.4998877429,7.5876942274,0.6732481176,1.4340874198,0.5034538163,2.6417399969,0.4871258223
420,Wichita Falls,TX,203459,180.43477673,64.678915447,113.43371475,36.475564477,24.172080064,38.878429897,20.870530045,0.5759616702,11.065701538,4.5220768298,1.6696226461,0.8244549895,2.1183857576,5.2862987702,0.6288845962,40.529019953,0.1088862987,6.111407922,3.1728219085,1.7243993006,1.0457369013,14.673102052,0.5483749995,1.2334515657,2.1396139777,4.504840187,57.386480175,3.9992830919,5.7369020513,3.0359570694,4.139211448,9.7828330474,1.3097270588,12.397297226,1.4400975271,6.8889416728,0.6676440248,2.4447109049,1.8963070097,2.7726335563,0.2221643053
421,Ogden,UT,488069,166.81574985,57.966472118,106.56452307,36.011399893,24.054920782,40.798584444,14.195635505,0.8771756358,11.103410227,5.6254376825,1.4153150609,1.4747558266,3.1086893343,7.0106559377,0.9751993096,35.182408334,0.4173436504,5.8865291935,2.4531980357,1.9280051013,0.4071399193,15.162367425,1.636910891,1.3881539008,1.5377482133,2.4106183621,47.382634902,5.7644019282,7.6387465619,3.1924494021,2.400251453,8.382716959,2.3659544489,5.7235896024,0.8722893311,4.6250407153,1.2291690983,2.1956568846,0.6672115752,2.8923412482,0.1476422061
422,Provo,UT,599188,162.60748163,55.066282102,105.4852158,36.505952642,31.158813705,34.415552826,12.912546006,0.8005512571,17.050721516,4.2702800758,0.907352288,0.6141837526,3.1831876504,10.1246235,0.8993484991,35.454239495,0.4089761041,5.8086306696,1.276146736,1.9092802518,0.6362591907,14.118700781,1.4269462044,0.9012262048,0.7196232174,2.1902805757,40.490034191,6.3813633272,5.5961776225,2.7473318077,1.3798771138,7.0333268314,1.9052652724,5.5505792615,1.4440687595,6.0618019255,0.9753723194,2.5291641038,0.5983800549,2.5486249525,0.3088797077
423,Salt Lake City,UT,2031488,229.18153598,74.204909841,153.37236926,62.552115355,27.230956694,51.030031153,34.973907791,1.2418845421,14.267801019,7.3344090403,1.7406549707,1.750368285,3.9501195285,14.971289822,1.7316055412,34.986751002,1.0157112074,8.8468680887,3.6413307661,3.8287556375,2.2253275979,26.89348548,1.1856279982,1.8940871209,1.7963515297,5.174191956,53.716777347,7.7452939701,9.1400808767,3.8435429078,5.6220788816,12.888132474,3.127681854,10.098399993,2.1630529442,9.5462866954,1.4994409201,4.5520194995,1.1909880886,2.8294015556,0.7011479032
424,Burlington,VT,639192,232.61653141,92.509357507,138.17223961,46.324985304,25.61417228,47.209398995,45.61926397,0.7790532968,12.408939532,6.0486429353,1.3020490745,3.0648790137,2.4656014828,11.598518863,0.9986285596,41.316758004,0.5540419271,8.1142623948,3.7630682971,3.4110410218,1.7990639252,30.313482995,0.5043717105,1.1357222748,1.0599217078,3.3080157428,72.922661455,5.0660153676,8.1292574406,2.8181996247,6.2754671407,21.505329235,1.5489645475,14.53170227,1.2840003561,9.2488462725,1.5578655769,1.8774620531,1.3594184043,2.9163170467,1.0676522354
426,Arlington,VA,2303199,221.09825504,78.596858873,140.05216711,54.599938025,24.517315703,44.228418344,20.62749014,2.0180287423,11.270448009,7.051837987,0.7500327198,1.945400238,4.2447896391,10.657944842,1.5680116402,25.369050502,1.0050526621,6.1129005638,4.3828088914,2.8508264949,1.7360824471,34.097455028,1.4960517106,2.3144593903,1.0275376358,3.8781919267,63.493830883,7.0731683332,7.3715395599,3.0519031244,3.5591952877,19.159935671,2.303698793,12.047073609,1.3827688966,9.4031321096,1.0109096165,2.4122948751,1.5357256516,2.5277343263,0.5806455935
427,Charlottesville,VA,573338,208.94044281,72.239984161,134.2461702,52.6862934,26.175483119,35.995553498,63.105762963,1.1239056593,12.957572992,5.5272383052,0.8192497738,2.0904808219,3.3088613311,12.906623602,1.7469215676,31.460047682,1.1392807552,5.9753669073,3.335411839,3.0937337784,1.6077565938,23.258425335,0.8601675651,2.4766614358,1.2682200871,5.4459246332,48.858231684,3.8191152586,6.0844341486,2.4522410546,4.1558988784,18.064641297,1.2614146526,13.795416474,1.0056530214,9.7482322302,1.5690842379,3.0749163575,1.4218385995,2.7046572053,1.0513196723
428,Lynchburg,VA,257092,195.94879624,74.896381365,118.80585945,42.301281437,24.747020077,38.257216762,27.707017831,0.6020143071,11.595407427,6.1350346688,1.2217061738,2.3875582494,1.9052512676,11.101405589,1.350267498,45.507068377,0.8630805117,6.9215542456,2.9893998054,2.8573817235,0.9646323432,17.485906585,1.775568281,2.1061446337,1.7696253316,2.5419286577,47.835742628,4.714256518,5.2876424032,1.9481530951,3.2802452945,12.195305421,2.3300168799,9.8668619158,1.2477869863,8.0954894304,1.1718674004,2.837716022,0.9418590193,2.7828288447,1.1838043365
429,Newport News,VA,564927,230.83017971,83.059913363,145.36188537,56.087063224,25.625151831,46.903295725,19.070457127,0.6408186937,12.416170554,5.5280704446,1.5569022478,1.8704860589,4.808188225,14.823924775,1.3550320802,42.001042322,1.1261624786,7.938048587,3.676391272,4.0940927271,1.107205367,26.623727401,1.0090490998,1.9781063386,1.4736723461,4.5659910835,70.013948171,5.5536697042,7.3293556622,2.2022483094,4.6664413654,14.338980168,2.0573636122,12.315958577,1.6825894116,10.167507405,1.3183418239,3.1107247109,0.9891969492,3.2740030528,0.8481252063
430,Norfolk,VA,1295886,223.25148748,76.762850519,144.22259192,54.996597386,24.756305954,48.236014433,33.250733687,0.9493516028,11.546210387,5.7347576359,1.5043555482,2.4678678345,3.3230167656,12.824104971,1.3769211048,31.353457723,1.1524586692,9.0514092356,3.3497632319,2.7079856007,1.7578016634,25.91950195,1.0209378219,2.5956011716,1.8120884247,4.5544826694,61.043730089,5.6157567835,6.3355304686,3.7551855592,3.520133712,19.321179577,2.6119237849,9.3859852517,2.1447533519,8.8593183806,1.4811054892,3.6529378178,1.5817559522,2.8334812975,1.6314725278
431,Richmond,VA,1730860,207.34799465,74.580596668,130.36697099,50.184117771,23.667335713,42.051864912,37.463836669,1.3245208915,10.483270353,7.3920751371,1.1192943969,2.0060809065,2.7882492167,8.9923941726,1.9998099317,31.535778798,1.568289876,6.5217772539,3.2876728493,3.2476146494,1.3921912641,26.857998084,1.8107612169,2.0142229947,1.028291825,4.119626875,66.197307179,4.3246207204,6.8447327109,2.4090192289,3.7319692976,16.202836001,2.0208830312,9.6536674053,1.3202110039,8.8266272233,1.2035676214,3.7049509144,1.3462665322,2.9378528464,0.9189509343
432,Roanoke,VA,714790,199.29229345,69.006788103,127.85993694,44.054270128,25.341313698,40.538546051,29.560991525,1.5167969508,12.125437449,5.7063831397,1.2174902109,2.2337603975,2.0742177018,10.754881213,1.320432124,34.775610109,0.7778754211,8.4196641736,3.2010773651,2.2211866215,0.8213471414,21.846741554,1.563890893,1.7461150809,1.4916354594,3.0974133101,59.349569866,3.990275399,5.5042576056,2.4878856239,3.6712003785,12.451286344,1.6687760566,13.248035575,1.4945590527,8.8178408939,1.0220578271,2.6556620046,1.1593436442,2.1591711379,0.8371582112
435,Winchester,VA,433780,192.83865088,70.646105402,119.83922344,42.170315017,25.433076652,42.033866819,18.103839192,0.7062759973,12.210763762,4.8756502068,0.9909759536,2.0876242855,1.9183426396,13.219799265,0.8652706256,32.005940052,1.0102818289,6.4973768168,2.3651536722,2.170036611,1.144038856,27.213040295,0.6577850081,2.6506405052,1.6899986475,2.4895835801,69.44211704,5.2790821248,5.8397533423,2.4721410341,2.6878951495,11.293299963,0.8580859652,7.7701393692,1.2391931381,7.9775477005,0.801715049,1.6977223938,1.0613119723,3.2707896195,0.8568342107
437,Everett,WA,674299,209.68207063,83.264239566,123.9561377,47.793823177,25.182924966,41.927933237,16.204528986,0.9040122933,11.953836826,5.8462284617,0.7035585768,2.4787125693,3.1838789848,12.450463044,0.6602813862,45.371356071,0.586967111,7.5379335484,3.212672094,2.7153007389,1.2672158917,25.761488416,0.2871491658,1.7013794033,1.0150476102,3.506186341,53.581585908,5.4268409331,7.4618353052,3.1852393315,3.0902425072,12.067733404,1.5570721073,6.4643377511,1.1609855996,10.773462137,1.3103200182,3.3099732928,1.1481549915,2.0100117182,1.4418227121
438,Olympia,WA,385417,191.33349869,73.818072994,114.91337093,44.428131522,24.367873362,36.169164266,20.09451289,0.5854039091,11.350503499,3.4579026356,0.7661498854,1.0606858352,1.8422402719,12.756484437,0.6614188219,42.429101956,0.627504503,5.8750093759,3.740677192,2.9329120522,0.5907941692,20.286113395,0.1774364564,1.5648395932,1.4870830978,2.4648658352,53.357994239,3.6848352039,5.952754821,2.6164386342,2.4303540471,11.145007046,0.9715222626,7.4357798708,1.1865522087,6.189493949,1.8175203706,3.6729338101,0.8569863848,2.5619260163,1.1821919277
439,Seattle,WA,2811517,237.63552605,90.758253943,144.71160379,56.940424351,27.995564001,40.39078144,38.18786869,1.201875829,15.095352258,5.4708333401,0.8184188514,2.3702355761,4.358762186,11.01750653,1.6653507337,43.010067345,1.3404031517,6.0412090724,4.1556576605,4.555844144,2.2554469307,30.913372793,0.6795728076,1.9277827863,1.3046637235,4.7018654874,50.585609899,5.3203004447,6.6537847141,3.5133220302,5.6108620714,16.626972766,1.8022460834,13.539506934,1.2292833007,10.808715856,1.674248743,3.6790826802,1.4085459454,2.6688191828,1.1103279403
