HRR #,HRR City,State,Resident Population (1996),"Acute Care Hospital Beds per 1,000 Residents (1996)","Hospital-based Registered Nurses per 1,000 Residents (1996)","FTE Hospital Employees per 1,000 Residents (1996)","Total Physicians per 100,000 Residents (1996)","Primary Care Physicians per 100,000 Residents (1996)","Total Specialists per 100,000 Residents (1996)","Allergists/ Immunologists per 100,000 Residents (1996)","Anesthesiologists per 100,000 Residents (1996)","Cardiologists per 100,000 Residents (1996)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (1996)","Critical Care Physicians per 100,000 Residents (1996)","Dermatologists per 100,000 Residents (1996)","Emergency Medicine Physicians per 100,000 Residents (1996)","Endocrinologists per 100,000 Residents (1996)","Family Practice Physicians per 100,000 Residents (1996)","General Surgeons per 100,000 Residents (1996)","Gastroenterologists per 100,000 Residents (1996)","Hematologists/ Oncologists per 100,000 Residents (1996)","Infectious Disease Specialists per 100,000 Residents (1996)","Internal Medicine Physicians per 100,000 Residents (1996)","Neonatologists per 100,000 Residents (1996)","Nephrologists per 100,000 Residents (1996)","Neurosurgeons per 100,000 Residents (1996)","Neurologists per 100,000 Residents (1996)","Obstetrician/ Gynecologists per 100,000 Residents (1996)","Ophthalmologists per 100,000 Residents (1996)","Orthopedic Surgeons per 100,000 Residents (1996)","Otolaryngologists per 100,000 Residents (1996)","Pathologists per 100,000 Residents (1996)","Pediatricians per 100,000 Residents (1996)","Plastic & Reconstructive Surgeons per 100,000 Residents (1996)","Psychiatrists per 100,000 Residents (1996)","Pulmonologists per 100,000 Residents (1996)","Radiologists per 100,000 Residents (1996)","Radiation Oncologists per 100,000 Residents (1996)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (1996)","Rheumatologists per 100,000 Residents (1996)","Urologists per 100,000 Residents (1996)","Vascular Surgeons per 100,000 Residents (1996)"
175,Bloomington,IL,178289,2.22414,2.76917,13.16972,143.740823382,50.1906393089,92.6685514456,1.0678320459,10.9293596169,5.4586378269,1.4188722332,0.57063,1.6700553002,6.2445499737,0.1023480072,23.1904027584,8.3287554163,1.8396586262,1.8221479126,0.076866035,18.6108830336,0.071074398,0.1231836098,1.3021102326,2.3685567561,6.3510565061,5.4412551108,4.4585161515,3.0105181223,3.50784,8.3233102228,1.3100701308,5.4364049436,1.2686649271,7.26336,0.6533933126,1.2730512059,0.633307438,2.200403403,0.7068004675
179,Evansville,IN,661028,3.46855,3.71274,15.00574,143.3630526364,53.8428417688,88.4840358539,0.7142600498,9.2303035197,4.2188816409,1.4953879597,0.33018,1.8859023156,4.4292924284,0.7597484651,34.5502658058,8.0961735965,1.5622354548,0.8726999103,0.1967605918,12.4092732382,1.039575889,1.1761953705,1.4551294725,1.7166556579,8.9073964196,3.3025160534,5.6432164079,2.208323185,2.55866,7.1236099093,0.8590196465,6.7695053351,1.4721214781,7.22414,1.898010494,0.9994245888,0.4806648257,2.232932212,0.2209497182
180,Fort Wayne,IN,804774,2.56242,2.95802,12.01425,131.509446119,48.2186494303,82.3808060147,0.7738809046,8.4831497937,4.3808990434,1.4639727374,0.17886,1.0988403629,5.1992541617,0.1922758258,35.8944081461,7.9067171242,1.8164926786,0.9954742111,0.4165483748,7.2177468672,0.2836791378,1.2914434287,0.9769453943,1.7806574052,7.0956708664,3.4710486783,5.2070022992,2.0988398632,2.72636,5.3269386513,1.1279440451,4.8696059502,1.1116794155,7.49656,0.6782092994,0.969771494,0.642792747,2.7326004238,0.3112029946
181,Gary,IN,497400,3.8595,4.03582,14.95758,145.9885770883,50.5706698946,94.4613541691,0.7351063949,8.4658964725,5.5251148613,1.7881829533,0.06868,1.9803146213,4.7357954409,0.3452876743,30.4716647415,8.1025102638,1.8427184511,1.5142712928,0.3612072052,12.5848553318,0.5506235992,0.9136115402,1.7529516003,2.3174423614,10.0742865322,4.1634354407,6.9160473212,2.2286662538,3.49724,7.4881119323,1.5697002474,6.1216920508,1.2437685327,6.56382,1.072998536,1.9206772564,0.298680958,2.4484864191,0.3098642436
183,Indianapolis,IN,2499556,2.85355,3.72801,15.12389,170.4464574352,58.9467428188,110.5641141198,0.7423077048,11.4129146431,6.1811193237,1.2475656459,0.79628,2.450544177,6.6428451129,0.7905934001,32.6443122834,7.2726271004,2.6326108916,2.1844370679,0.7925286873,17.3604944526,0.5855250793,1.3149834254,1.1798777219,3.4741552738,9.3445949913,4.5505362806,6.6520562281,2.6725169804,3.85828,8.9036140675,1.636561472,9.4959722106,1.7760384442,8.35023,0.9828897774,0.9252521272,1.0785471436,2.8539150123,0.7291169371
184,Lafayette,IN,213605,2.22801,3.09705,11.28524,141.8149590929,46.3688715501,94.6223211394,0.8648827695,11.4171974496,4.6217937592,1.4770693236,0.12723,1.826755285,5.9172120526,0.5453880491,25.5066808679,5.7160317182,1.9856786798,1.5977969144,0.5231558589,11.9060483146,0.5124374409,1.0294624526,1.1463716962,2.4951158835,7.4337437955,4.5563883128,5.5196524486,3.1796873037,3.69024,8.7410277969,0.8058660867,6.1299945158,1.085430856,7.31313,1.4014752034,0.6461310156,0.9943038831,2.5653295715,0.1844643883
185,Muncie,IN,168681,2.85118,3.35106,13.2718,160.7997133395,59.0387193589,101.0215051325,0.6194614629,11.5441283187,3.3343959492,1.2963884709,0.60655,2.3163917769,5.4137046018,1.1060453709,34.5110179938,8.0375572864,1.9739672159,2.2734320069,0.5956574799,15.6316918181,1.272789615,1.1620435693,1.7291609442,2.5186564495,6.509363138,3.6650408246,6.4073474887,3.0841763214,7.82615,8.7197042756,0.8105431498,7.2285667313,2.2407517435,6.52187,1.160137555,1.2060601052,1.6541246682,3.1867973582,0.1507594742
186,Munster,IN,300199,3.62681,4.33085,15.38342,159.6457316078,58.35067291,100.2940126592,1.336257634,9.5193494018,5.7888712383,1.7183372039,0.09769,2.2402005584,4.0498635785,1.0934744853,30.7975817363,8.6487078761,1.7370984051,2.1413945994,1.2441637288,17.3092256661,1.1079993023,0.5321235054,1.04136903,2.4203509646,12.3572678205,5.0129875948,5.4435286584,2.4644377283,3.44154,10.3168803212,1.2512363237,5.0702050301,2.1207859606,7.16732,1.0104334029,0.9359159842,0.4142790319,2.4584422646,0.434283597
187,South Bend,IN,663559,2.71068,3.24381,11.88737,147.0063575925,55.8578719218,90.1192859971,0.6930643581,9.6540748303,3.8286713824,1.353901967,0.35204,1.5666421157,6.6916626277,0.3686065648,39.2233477713,7.5046254711,1.4120264444,1.1709181602,0.3832590723,10.8757123058,0.7783229104,0.8507367847,0.9927383847,2.0503943557,8.9936829409,3.7284916676,5.4164981261,2.133497408,3.44754,5.9813140421,0.8800347174,6.7980836797,1.1887651829,7.34291,1.1217302837,0.9149373827,0.5227955495,2.5489374932,0.3598006941
188,Terre Haute,IN,179339,3.03873,4.5641,15.40991,153.2221986359,55.1993423889,96.8458986531,0.6189791303,10.7301080581,5.6376265445,1.2541001414,0.194,1.7186130688,4.8861501465,0.1539213201,33.9014807874,8.024269625,1.6689395616,1.1789154473,0.1223756934,13.95540548,0.1175683278,0.2205590764,2.7796164919,2.4021979628,9.8783064755,4.5143119715,6.1900326501,3.0444768289,4.22332,7.3869926034,0.6787458468,6.3804331044,1.1120982269,7.55222,1.4114489625,3.0381771858,0.1504459339,2.8485694345,0.2530369423
190,Cedar Rapids,IA,270235,3.11574,3.87962,13.08862,143.2686095955,51.2565134298,91.0666097561,1.607312436,9.1177233165,2.7278617893,1.2485840202,0.25152,1.4252680035,5.9713149423,0.1227585819,35.9817975094,4.7056861817,2.1599201057,2.4269122056,0.2729607527,7.2349187216,0.4787270226,0.5479635278,1.3431799167,2.1258188065,6.5510311449,4.8158332624,7.2551305456,2.66909771,5.06222,8.3191809893,1.6049346689,7.8724615463,1.7609531314,8.03877,0.9023577359,0.4772198976,1.1458888667,2.4650786553,0.4874653223
191,Davenport,IA,493041,3.26479,3.63448,15.71707,155.034573598,52.869831565,101.291461317,0.7776721684,10.1098482462,3.4778257278,1.7600548952,0.25467,2.6217277,5.546825014,0.3003729925,32.4300375815,9.0060294348,2.2520280389,1.8295920999,0.5969390001,13.2229804396,0.3060991263,0.41029953,1.4868113138,2.5286756665,10.7178794985,6.2434491079,6.4218603417,2.6975845221,4.29836,7.4136809766,1.1389637508,7.1444814521,1.4394349083,7.26283,0.7234728274,1.6109171618,1.008299241,2.8920359348,0.3444694715
192,Des Moines,IA,971099,3.28588,3.68809,16.01044,155.9195272973,63.3113685915,91.6252838395,0.7452550766,9.397013946,4.0338019863,1.5754359138,0.43744,1.9279517416,2.8726833387,0.4753167477,43.6619358722,8.0917150742,2.2765908605,1.5799043804,0.5124094564,12.3285342317,0.8138981754,0.7972638963,0.9222830912,2.5569654562,7.2389572395,3.8302389946,6.2220366075,2.7708959486,4.49463,7.6266891105,1.397897573,6.8193522848,0.9965047919,7.16482,0.7807433744,1.3350993675,0.8558220917,2.4522604896,0.7175563905
193,Dubuque,IA,150147,3.29144,3.93645,13.33812,152.3879690823,48.8632422112,102.6957467399,1.4123843881,5.8483843655,3.3453139435,2.4694274052,0.20087,2.6838321133,6.8237273222,1.2717903488,19.3655730787,8.0224353163,2.1079450928,1.4526768845,0.7404039468,19.5852374135,0.1148565056,0.1500902103,1.0104159371,4.1330661468,8.2450669606,7.0328393083,7.9909000215,4.0099330877,4.36967,9.8689506933,0.3038716242,7.0279912136,1.4121122586,7.46795,1.2891542288,1.384308944,0.7205405152,3.2177358813,0.1626091812
194,Iowa City,IA,320338,3.13918,3.99408,14.8575,173.9624402627,58.4550146711,114.4701711268,1.0420510034,9.8456339179,3.9439554144,2.1482412222,1.83014,2.3756733138,4.0878680517,0.4225016728,33.2581997241,7.7237553771,2.740508691,2.7359788872,1.6572692048,13.8861313815,0.6593573801,1.6799358088,1.6069390648,4.7852773195,9.4773326784,7.2496590992,5.9086139692,3.4423475701,6.19584,11.4703368994,1.0469023067,11.1976050977,2.3275368679,12.54766,1.1759569217,0.2096967509,0.67945926,3.0416266617,0.9629248172
195,Mason City,IA,140670,2.93969,2.93468,13.27483,147.0374137854,64.059258524,81.7994507992,0.9196054351,6.3334347275,3.6650640244,1.4611404102,0.24432,2.9224175074,2.591500277,0.3837181122,47.6639325896,9.3757998363,1.3044987259,0.6854605734,0.2847810864,9.898657537,0.1683396648,0.3157055861,1.1114236006,2.4634628573,6.1253476594,4.0663946304,5.8585802484,2.4935540762,3.35509,7.7946821868,0.9775555731,5.8743509424,1.0406733388,8.33891,0.7819500359,0.6296152907,1.3386225506,2.2358099831,0.5822034262
196,Sioux City,IA,261773,2.97281,4.25734,14.32591,127.683245188,52.4451539122,73.9500395005,0.4855113957,5.5236044776,3.2257327802,1.3792332069,0.07121,0.9274885366,3.3286292627,0.4284661875,41.7763112199,7.8678653408,1.2347271078,1.810794729,0.1067128089,8.4631102332,0.0823700032,1.3787238558,1.5756111071,2.4353404078,5.415321156,2.6343902385,4.8750134399,1.8456150245,4.12889,3.0439546686,0.6071932723,6.37733783,0.8332342801,6.33717,1.0589245845,0.214617619,0.4156470358,2.6478360493,0.1253080698
197,Waterloo,IA,204638,3.29975,3.7941,15.4025,149.543944028,60.1585153869,88.3730520274,0.6997917533,10.5032619374,2.5829493394,2.9242083619,0.27026,1.7371209527,2.618828011,0.2192948578,40.9934480205,7.8350258968,1.4337367472,0.9519586207,0.271673726,13.3975301405,0.1447846635,1.0807619109,0.9163655355,2.2645134635,7.2412248536,3.6920226802,5.438194632,2.0428833006,4.76513,5.908263021,1.2166504671,9.4119189165,0.889409313,6.29887,1.4595188622,1.6721730347,0.2360052403,2.2337977197,0.1857352923
200,Topeka,KS,423555,3.02022,3.4704,13.9624,154.0154518481,52.0552975484,101.0663172011,0.9877441078,5.6210316552,3.7714205704,1.5470778155,0.03878,2.0828136969,4.5967941481,0.4979195034,29.7196756857,6.7367716986,1.7284291903,1.4653272183,0.9202338318,15.7023148055,0.4703223636,0.5300407826,0.8488684333,2.6352784788,7.8701966493,3.6937934355,5.7271110184,2.2685030815,4.70545,6.7131424363,0.6642262918,22.7902475495,1.4608014551,8.30618,1.1835291831,1.4882572181,0.9341819069,2.8767867514,0.2901957268
201,Wichita,KS,1218945,3.75922,3.74947,14.67267,147.5479873026,61.1970352543,84.9068348656,0.7563495517,7.5638278691,3.2490991239,1.6650866394,0.10604,1.4916993787,2.8377024452,0.4403712482,40.8266011804,9.1474960653,1.3783265291,1.1819156916,0.5010264755,13.3350582915,0.5830026806,0.8890741508,0.7199814442,1.7843452244,8.1112256994,3.6736221195,5.7944596142,2.0562905136,3.86512,7.588486083,1.1591315894,7.8155684904,1.3073965882,7.28002,0.5922178111,1.1712406626,0.5866610427,2.7113999515,0.1982354203
203,Covington,KY,352122,2.5086,3.56955,12.99941,159.1025839317,58.6503712928,99.4203279788,1.6018543904,8.9271698491,2.9190578603,1.1708231618,0.09177,2.6650175245,7.4803683966,0.4222426024,33.2293477769,6.8863224064,2.1819546297,1.1802339152,0.3909272222,14.9018942953,0.3821193543,1.0861241011,1.4947921962,1.2351887337,10.7991816945,4.1588830591,6.0924146155,3.326398821,3.49818,10.3985772585,2.3114681249,8.1572582484,1.4033504594,7.21167,1.0635165871,0.644985206,0.7491811437,2.9822350082,0.4339216953
204,Lexington,KY,1387517,3.47447,3.65746,14.11273,153.0088334521,57.4457972878,94.5336606669,1.1066248184,9.1613864814,4.0652277371,1.1434839049,0.29417,1.8720771859,4.9025714781,0.675762479,30.0491079877,8.8025544016,1.6876493353,1.2443802274,0.4555063597,18.2294653574,0.5835054796,1.2582034579,0.7370186191,2.2221553884,8.9612185964,4.6021916777,5.0746778787,2.1577433561,3.69055,9.0456679602,1.4472002674,8.4987033566,1.7185211995,6.5859,0.759796575,0.9252255398,0.7616335124,2.6559107926,0.2493897937
205,Louisville,KY,1560881,3.07588,3.74209,14.1318,176.0455408536,59.6394541096,115.4518627445,1.5278629005,12.2848548446,5.0943822961,1.7474462621,0.16338,2.892834458,6.9860900616,0.8632090711,28.3799520822,9.8654592244,2.0547266182,2.147289638,0.603038801,18.3932504542,0.906471619,1.1202666727,1.528506968,2.2756788125,10.3584498565,4.8182419633,6.2538255716,2.7086257164,4.26467,12.9658786398,1.9290944299,11.354138277,2.157190956,7.58786,0.8539026202,1.4336183422,0.7839862638,2.7172788013,0.5622522223
207,Owensboro,KY,139868,2.94357,3.93792,12.9242,134.8279854574,40.9082934441,93.2040806349,1.4385358273,9.3658151343,3.6305405936,2.1325743255,0.05647,1.5349984309,7.1489836293,0.7393383643,22.4831155741,9.2125421294,2.7097068001,1.442860166,0.0818113057,12.296174047,0.1295801922,0.7689056807,3.3216552869,2.1942501938,9.2049704243,3.1942296606,7.1906621436,2.2913444858,2.51251,6.1802216903,0.9854810946,4.9034368459,1.446992215,7.98403,0.7646366014,0.1788116431,0.7006447309,2.8336002002,0.1206009955
208,Paducah,KY,358858,3.56513,3.3967,14.75432,141.4673085633,50.2476457685,90.2662110324,1.1915550415,6.804883133,3.3282329892,0.9449130383,0.08672,1.9077699294,4.0844462959,0.4698310956,28.9995200419,9.6904034267,2.2430603306,1.9354464879,0.261674413,13.8324136344,0.9645027584,0.7430969571,1.7952918266,1.7557290729,10.5785892193,3.6811311489,5.7999650278,2.1578722247,4.58707,7.4990468648,1.5271693729,4.4074430156,1.0414447733,8.54961,1.2646765806,0.964669336,0.5037903502,3.1109482513,0.8799062091
209,Alexandria,LA,275946,4.40278,3.89086,17.55867,164.1381252119,59.4552389121,103.4632112739,1.1962142339,8.1030523098,6.5678453108,1.9405191006,0.10418,1.1329315541,4.4305857601,0.4559636547,28.2959961651,10.568852713,1.3969145242,1.302851762,0.0918431195,21.4174405614,0.7404690768,1.2486374927,1.4242843349,1.422796385,10.2995003789,5.5401252423,6.6214884387,4.2080692716,3.61367,9.9000637658,1.4586739012,9.5267174573,1.4307996875,6.7023,0.8704519598,2.0041325859,0.4439218633,3.8664021771,0.1305291258
210,Baton Rouge,LA,788489,3.15754,3.66584,14.35542,152.5399406625,52.6683516039,99.0431837198,1.5079590211,6.9667103153,4.4521380861,2.0244462065,0.50855,2.7524608336,4.6774493053,0.7460531014,24.5116746071,7.3975462951,2.0234814242,1.4209662321,0.7578720498,19.4411977574,0.6140624682,0.7996586664,1.4537023524,2.5437045203,10.7945713071,6.1462506244,5.1450920859,3.4341739419,3.04773,8.9022411704,1.69116599,6.1143578921,1.9570895943,5.77697,1.0641930542,1.6362397373,0.6330713647,3.3478070844,0.9183203206
212,Houma,LA,252997,3.82176,3.83741,17.8468,132.2004194222,36.97121332,95.3436331459,0.5285479257,6.5527177015,8.6465691278,2.5811185266,0.07537,1.6028685318,4.2772270855,0.5901161742,18.7102250821,9.978412535,1.7308188585,2.4941312294,0.5722759776,11.1479319004,0.1017584169,0.1526134012,1.2924322735,1.2852169745,10.5348573956,5.4602813734,6.5226186828,3.8334677938,3.05319,6.9376216259,1.2296368687,4.288930007,2.0480343463,4.80994,0.60298159,0.2857022626,0.1674472081,4.8401115441,0.2044279357
213,Lafayette,LA,570302,4.03877,3.12599,15.19054,141.2884145931,48.1612638835,92.3332983643,1.0856183526,7.1906032686,4.4426287352,2.1472310575,0.04844,1.7611390376,3.3143693146,0.6110805624,24.9716789495,8.689648712,2.5877795109,0.8879749104,0.0557551919,16.388656077,0.9107843119,0.6508275585,1.091176483,1.6028672009,11.9111614801,5.0323323946,5.5678415029,3.4333915447,3.43712,7.1727984655,0.9080025954,4.2097583011,1.2642966099,6.70234,1.0121147153,1.3902962966,0.4269840917,3.7414424434,0.8374553574
214,Lake Charles,LA,262933,4.1802,3.85612,17.35277,138.6776327786,43.9405922696,93.9809470607,0.8106528232,5.2718017077,6.6858982016,1.4385005496,0.74841,2.0309872973,5.0596337473,0.4753837315,26.4924919828,7.7402773906,1.444820328,1.0484366698,0.4795266732,11.1767719727,0.3947792751,1.6963571089,0.9747271454,0.6665644446,11.9474595794,4.7210741992,5.8892545152,2.8954732953,4.07103,6.3102328653,1.0898071313,6.3454895102,2.5048324883,7.30836,0.9076627435,1.3284603908,0.4675259056,2.4765547525,0.8066582134
216,Metairie,LA,428303,3.90616,3.65987,16.16715,251.816215392,68.456570068,181.8327982998,2.3069249705,14.0416464943,9.4210254894,3.2715024204,0.20089,5.3400347259,12.8670710441,2.0067004762,19.6328209247,14.103529922,4.5260649447,1.8144904086,1.5807970705,30.8073041059,1.5194646462,2.4611782216,1.9730307737,5.3742296036,18.9100707415,11.9111363011,8.968605934,5.3799840641,5.73472,17.9470262856,3.6980941437,18.1153441304,2.041065917,12.74238,1.1331983329,2.4942537369,1.3059332758,5.7611051521,0.6457721813
217,Monroe,LA,271201,5.03738,3.77358,18.16741,137.4219390156,49.8909556663,86.4986728016,0.4044350067,8.3580626678,2.3859319427,0.9544115687,0.09036,1.8726489467,5.5040084994,0.4121490497,30.0087864231,6.4555170829,2.8711500632,1.8226925107,0.4054267619,12.5569702901,0.0676047854,1.7616318388,1.2456267631,2.2445158337,8.8877678897,3.8131788299,6.0195284617,2.6991112885,5.40362,7.4898857626,0.8672574244,4.2192478649,2.8590224011,6.82924,0.7568155466,0.5167001613,0.7120107317,3.4369293734,0.3558230218
218,New Orleans,LA,819298,4.59532,4.66515,21.35194,220.4020618406,59.4341848833,159.6089771518,1.4224040556,10.1059292026,9.7087000527,2.6019436107,0.55397,4.3066011939,7.0014229754,1.8246925643,16.2000577726,10.9287508417,4.6293533692,2.7044251968,1.7035056476,28.9319673877,1.1823736174,1.6636424934,2.5962534923,5.5032250657,13.4377263218,9.2151768427,9.7387329088,4.2860511091,6.8349,14.3151957261,2.2736575331,19.6261678809,3.2074461778,12.29245,1.3495660818,1.7446851565,1.9508960055,4.6716779891,0.8073024821
219,Shreveport,LA,654500,3.79715,3.2716,17.60113,157.4390491335,47.9442788112,108.6443381672,0.8056945251,9.2262534523,5.1687434432,1.5720642382,1.09517,2.2639794666,4.987466203,0.5687382769,21.7153396391,9.8382514085,2.0648807081,2.9535763713,0.2905812174,16.5752345164,1.1284137019,1.5340063361,1.5962956654,2.2446316381,11.7281191046,5.0666786878,6.9300847102,3.6105937191,4.15187,9.6423338563,1.4585963349,7.1022818861,2.1973449584,7.70529,0.8707190866,1.4301203288,0.6110583546,3.7599547086,0.2983410442
220,Slidell,LA,168087,3.42924,3.73364,14.56283,164.8883765895,46.7173889745,117.4507279664,0.3681414111,11.1003015297,5.2250836558,2.9495023065,0.10037,1.4353546724,9.4831000856,0.9289657454,19.5440234336,8.9917893059,2.1796791824,1.6822046454,0.8168057121,16.7573259386,1.2129263765,0.9920325363,2.421103518,1.7133124571,13.9084089348,6.6972308836,7.5675685964,4.1363066566,5.09483,10.2865858232,1.0083544051,8.3029726611,1.7818343634,8.67293,0.2919704936,0.8878041279,0.8157249015,3.3315285834,0.3637624746
221,Bangor,ME,391225,2.86328,4.74851,15.99602,170.3440704338,65.3633982124,103.9357462031,0.3301582675,9.2248736943,3.8212953685,1.0482272872,0.05959,1.1473197443,8.4679944267,0.759144377,38.6657070539,10.0556754194,2.1905864242,1.5647013372,0.761951025,17.3224979419,0.5953481871,1.142922707,1.3053406691,2.7054320661,8.8801901627,4.9511399907,8.8179983092,1.8530747028,3.97066,9.3359235986,0.8164242154,10.1844247382,1.9128244201,7.42655,0.5818292837,0.525096825,0.3103657602,2.6665464192,0.8289770181
222,Portland,ME,981998,2.50275,3.14686,13.31196,200.8018848512,73.002097427,126.8570354214,1.023107257,10.4352748118,4.9002375462,1.72311029,0.71104,1.4491944986,9.4009385826,0.4473966686,38.843682709,9.6356443963,2.8406540801,1.9238910338,0.5527857405,22.1161283759,0.6570349112,1.4880847338,1.6218232684,3.0178685799,11.0306040218,5.2359364773,9.6746347374,3.0501123151,4.79288,12.0337054286,1.6302989268,15.3409535822,2.1289587816,8.78076,1.0208615931,1.9045462195,1.0640319676,2.6544821092,0.6845186178
223,Baltimore,MD,2315565,2.87025,4.10156,16.03056,250.3051914984,82.6482952541,166.7049747184,1.4041183302,13.9276646016,8.3010263095,1.7620547304,1.36838,3.1346557998,6.2249564488,1.3535173157,17.8117557775,12.3371232601,4.5631265602,3.5980498909,1.3582216643,42.1354540585,1.1662932444,2.0900471968,2.0809625651,5.3374865361,17.7925945596,7.876982348,8.5248164921,4.0667759199,6.7997,22.9026355267,2.7721778121,23.2479702572,3.3934818918,11.31241,1.3532287817,2.1928409226,1.2889747103,3.697863166,0.6485731254
225,Salisbury,MD,344316,2.7177,3.084,13.77615,189.1234895683,62.6421852822,125.5396728626,0.8546847606,10.1436846278,6.703345027,2.2379040243,0.44605,2.2491882306,8.1964493867,0.4074706023,28.4901846052,11.9981657858,4.5500700585,2.2855320655,0.6809400732,22.7769018715,0.1774164448,0.8396726734,1.2632298957,3.444852799,14.3547103442,6.2753509486,7.7322473079,2.551546512,4.23206,11.31762754,2.4619630123,10.4781568764,1.872484947,7.24853,1.413254637,1.4832036594,0.4476749898,3.1384194043,0.1479758809
226,Takoma Park,MD,833532,2.12953,2.52871,9.67144,277.7894293265,92.2491694912,184.7050669883,2.5360619879,14.3424713547,12.4542246742,3.1063590094,2.03808,4.3216190934,7.3267906712,2.2800673748,23.3570642638,11.9348331775,6.163460217,5.4645738228,3.2874649806,44.3170075283,1.7691340907,2.7719824786,1.4480889612,6.544176234,16.7578253643,9.6653474777,7.5513422391,4.1937837813,9.09444,25.2971737726,2.0655634558,22.925542784,3.0595927815,11.11708,2.1493390651,2.6811462751,3.0554639376,5.8629579425,0.5725714586
227,Boston,MA,4536227,2.41996,3.46583,16.20571,260.3683849352,84.6743617621,174.6528337103,1.7148120238,14.3383664597,9.311307497,1.9819686278,0.84206,4.109330665,6.8721475339,2.3298656488,14.9486597231,10.5624035045,4.3486597441,4.7400337146,2.544902448,45.9704773973,1.0814686576,1.9035169978,1.7862143951,6.6760746568,14.2535592627,7.7062338549,8.6642932399,3.2707660238,7.80302,24.2981851413,2.2226016352,32.4671526964,3.1654523391,13.91779,2.0585795563,2.1204845566,1.7756198879,3.2172413842,0.8691387915
230,Springfield,MA,714878,2.60217,2.96813,12.49977,202.0311693095,71.8703440067,129.2031466975,0.7602857514,11.2743276104,6.2878618204,1.4756491041,0.591,2.547183397,7.7086893294,1.2640261424,18.5202272851,10.8914510286,2.9285989913,2.7566060727,1.0505862266,35.2245243886,0.7722285374,1.1559868916,1.3299559725,2.7781196402,12.5425490368,5.610784325,7.4349303711,2.1556833987,4.30735,18.1912600569,1.0294080667,17.4866491489,1.8199956033,9.62184,0.9887538448,1.2494271136,1.2527982234,3.0560485673,0.6100438076
231,Worcester,MA,734010,2.19299,2.99463,12.4064,215.6013404655,81.1780177266,133.5041158758,0.8456071423,10.4625735051,8.2989793885,1.1555695598,0.86913,2.3673164256,10.0725952523,1.8780442924,22.7082397078,7.9362273826,3.7147249884,3.3686716395,2.0866336626,40.7093807192,0.8437854805,1.2982176398,1.0531719972,4.9683216119,11.6827015985,4.5827670815,7.6972846167,2.4468906106,5.00331,17.5909679545,2.0119389301,14.6267455713,2.8422062996,8.29401,0.8097508709,1.151126504,2.1862186811,3.0233699824,0.9510433596
232,Ann Arbor,MI,1328193,2.40677,3.13672,14.19306,189.654462828,66.278218786,122.4262347804,1.1579985658,8.2298883796,5.9822948966,1.0539085777,1.06374,2.5047337978,7.6508488782,1.026570614,26.4588826301,8.1937566892,2.9609543647,2.7320426658,1.1733334385,28.2416391383,0.4267207508,1.6495378626,1.1193280297,3.5200757458,10.4081541437,6.1613846838,4.93245,1.7678871257,3.84253,11.6760948383,1.3927456591,17.1452345762,1.864037199,8.61963,1.2109515079,2.3856456571,1.0536354999,3.7361246159,0.7873710897
233,Dearborn,MI,558108,3.10242,3.61468,15.59548,174.0048786644,60.8641982791,112.2106845451,1.8826734892,7.6251208061,5.1376042804,2.0771218082,1.22329,2.4506521531,6.0278970282,0.7065769177,25.5096747142,8.9860566102,1.9800926906,1.8399510348,0.9016743668,24.9200949565,0.3583837779,1.0537827983,1.3747879065,2.9154234141,14.2193441543,5.9283402413,5.8661071049,2.2781947257,4.84548,10.2022968879,1.944345627,8.9716694015,1.215723515,8.37538,1.2636784791,2.5910552904,0.8446150333,3.0359881214,0.7754491103
234,Detroit,MI,1902947,3.36661,4.35401,18.61034,175.7857724194,61.1904703467,113.6177563846,1.4200556751,6.8646023984,5.9799268914,1.3526312119,0.99514,3.5091185741,6.6876087994,0.9949097323,24.7770594558,9.0005488214,2.7979721633,2.9092275178,1.1982047058,26.231211631,0.7505317371,1.1219187369,1.3499167175,3.3668507615,12.6548388192,5.3575813978,5.6735316678,1.9762805747,4.98063,10.312556029,1.739586524,9.1551925349,1.6200629438,8.71139,1.2298436957,2.0958697362,1.0565241893,2.3740379776,0.9667198702
235,Flint,MI,578915,3.33827,3.70333,16.33069,163.7752706763,71.6418947408,90.7271987426,1.2854567421,8.3972972111,4.7668375356,1.8367827273,0.28351,1.6589379089,4.2875351831,0.6313349116,39.4463393209,8.9044093774,2.2650396725,1.2024534157,0.4611252808,23.7016239238,0.7150411185,0.7019194673,0.6928801715,2.388859879,7.8554572644,4.1543067677,4.1394401529,1.0128303376,3.70345,8.7657761368,1.4557674243,6.4357802507,1.3661795475,7.92005,1.0464559093,1.2925873477,1.0096004638,2.7654182033,0.9916155141
236,Grand Rapids,MI,1069910,2.14603,3.10597,12.23765,154.0738111547,57.4214685886,95.5851724928,0.9856290039,7.4962119184,2.8923683363,1.2483831825,0.85803,1.392507933,8.1962033251,0.641202793,32.8381659786,7.9758425375,1.4832178244,1.4781819748,0.6384398623,17.650804252,0.6033162312,0.7164074279,1.2510226289,1.8101904803,10.673511689,4.4474556372,6.4036124626,1.6641545101,3.43712,7.3217029216,1.8207114461,7.12396747,1.2513059561,6.31521,0.9857505483,1.1661771096,0.3939874599,2.8107429189,0.5482277476
